geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00076717,23.1,23.1,3.7,50
E00076719,34.9,22.9,1.2,41
E00076721,53.2,20.2,0,26.6
E00076722,48.2,26.6,10.1,15.1
E00076723,35.4,17.7,6.9,40
E00076724,44.6,27.3,18.2,9.9
E00076726,37.1,11.3,3.1,48.5
E00076729,51.2,11.6,1.7,35.5
E00076731,65.5,15.5,0.9,18.1
E00076732,43.9,32.5,6.1,17.5
E00076733,64.9,12.4,0,22.7
E00076734,63.8,27,0,9.2
E00076737,41,15.7,16.9,26.5
E00076738,53.7,16.8,1.1,28.4
E00076739,17.9,9.3,4,68.9
E00076742,47.4,30.2,2.6,19.8
E00076744,61.3,19.3,0,19.3
E00076747,55.2,12.9,11.2,20.7
E00076752,39.1,20,31.8,9.1
E00076999,28.1,16.5,5.8,49.6
E00077000,43,17.5,0,39.5
E00077001,37.5,12.5,2.3,47.7
E00077008,42.1,32.7,4.7,20.6
E00077010,40.2,18.8,17.9,23.1
E00077013,65.5,29.2,0,5.3
E00077014,34.3,35.2,0.9,29.6
E00077015,61.5,19.7,3.3,15.6
E00077032,36.1,35.2,7.4,21.3
E00077043,47.6,31.7,11.9,8.7
E00077047,19.4,18,43.2,19.4
E00077150,26.3,14.6,15.8,43.3
E00077151,47.2,35.8,0,17.1
E00077152,23.7,18,2.9,55.4
E00077153,51.7,21.7,2.1,24.5
E00077154,55.9,29,0,15.2
E00077155,55.6,23.4,1.6,19.4
E00077156,34.7,25.3,0.7,39.3
E00077158,71.9,21.5,0.8,5.8
E00077159,42.4,21.6,0.7,35.3
E00077161,33.9,18.1,8.8,39.2
E00077164,29.4,14.1,4.3,52.1
E00077166,23.8,15.6,1.9,58.8
E00077168,68.1,19.8,0,12.1
E00077169,56.6,19.2,2,22.2
E00077170,71.3,15.3,1.3,12
E00077173,47,15.9,18.3,18.9
E00077175,59.2,23.2,1.4,16.2
E00077176,76.7,9.8,2.3,11.3
E00077177,38.3,22.6,0,39.1
E00077178,41.2,12.6,2.5,43.7
E00100653,33.8,25.6,25.6,15
E00100654,68.2,23.6,0,8.2
E00100655,41.9,20.2,19.4,18.6
E00100656,56.6,13.2,0.9,29.2
E00100657,40.2,20.6,5.6,33.6
E00100658,58.4,20,2.4,19.2
E00100659,47.7,9.3,22.4,20.6
E00100670,30.4,27.5,11.6,30.4
E00100674,54.3,28.4,0,17.2
E00100676,67.4,18.8,9.4,4.3
E00100677,51.6,19.4,10.5,18.5
E00100678,53.3,13.9,16.4,16.4
E00100679,69.7,15.9,0,14.4
E00100680,65.4,24.6,0.8,9.2
E00100681,74.6,20.6,0.8,4
E00100682,71.7,10.2,0.8,17.3
E00100683,76.7,15.8,3,4.5
E00100684,56.1,12.9,1.5,29.5
E00100685,63.6,8.4,6.5,21.5
E00100686,23.4,21,49.2,6.5
E00100687,70.3,19.3,5.2,5.2
E00100688,31.9,31.9,27.8,8.3
E00100689,37.1,26.6,23.4,12.9
E00100690,65.8,18.3,2.5,13.3
E00100691,51.1,25.9,4.3,18.7
E00100692,72.9,18,0.8,8.3
E00100693,85.5,11.6,1.4,1.4
E00100694,37.6,31.7,6.3,24.3
E00100695,46.6,26.2,1.9,25.2
E00100696,68.8,19.3,3.7,8.3
E00100697,57.6,17.8,13.6,11
E00100698,50,25.8,3.2,21
E00100699,55.7,37.5,0,6.8
E00100700,33.9,33.3,1.2,31.5
E00100701,64.4,29.7,0,5.9
