geography_code,sex-001,sex-002
E00076717,52,48
E00076719,51.9,48.1
E00076721,52.8,47.2
E00076722,52.9,47.1
E00076723,48.8,51.2
E00076724,50.8,49.2
E00076726,51.6,48.4
E00076729,49.4,50.6
E00076731,52.3,47.7
E00076732,50.9,49.1
E00076733,54.5,45.5
E00076734,52.8,47.2
E00076737,52.5,47.5
E00076738,48.1,51.9
E00076739,45.9,54.1
E00076742,51.8,48.2
E00076744,50.2,49.8
E00076747,50,50
E00076752,56.3,43.8
E00076999,50.8,49.2
E00077000,51.1,48.9
E00077001,52.2,47.8
E00077008,53.2,46.8
E00077010,51.6,48.4
E00077013,50.8,49.2
E00077014,53.5,46.5
E00077015,55.1,44.9
E00077032,49.4,50.6
E00077043,51,49
E00077047,51.2,48.8
E00077150,46.7,53.3
E00077151,53.1,46.9
E00077152,47,53
E00077153,52.8,47.2
E00077154,53,47
E00077155,52.9,47.1
E00077156,50,50
E00077158,52.5,47.5
E00077159,49.8,50.2
E00077161,52.2,47.8
E00077164,48.4,51.6
E00077166,49.6,50.4
E00077168,50.9,49.1
E00077169,52.9,47.1
E00077170,53.3,46.7
E00077173,52.1,47.9
E00077175,50.3,49.7
E00077176,58.8,41.2
E00077177,55.6,44.4
E00077178,55.5,44.5
E00100653,51.9,48.1
E00100654,50,50
E00100655,50.2,49.8
E00100656,52.7,47.3
E00100657,52.5,47.5
E00100658,51.4,48.6
E00100659,45.7,54.3
E00100670,51.1,48.9
E00100674,48.9,51.1
E00100676,54.5,45.5
E00100677,60.2,39.8
E00100678,57.6,42.4
E00100679,52.9,47.1
E00100680,55.8,44.2
E00100681,53.8,46.2
E00100682,57.2,42.8
E00100683,55.4,44.6
E00100684,54.4,45.6
E00100685,53.1,46.9
E00100686,57.4,42.6
E00100687,52.2,47.8
E00100688,51.4,48.6
E00100689,52.4,47.6
E00100690,52.7,47.3
E00100691,54.3,45.7
E00100692,50.5,49.5
E00100693,56,44
E00100694,51.3,48.7
E00100695,52.5,47.5
E00100696,48.5,51.5
E00100697,52.8,47.2
E00100698,48.8,51.2
E00100699,54.2,45.8
E00100700,47,53
E00100701,49,51
E00100702,44.9,55.1
E00100703,49.7,50.3
E00100704,51.2,48.8
E00100705,46.5,53.5
E00100706,50.7,49.3
E00100713,48.7,51.3
E00100714,55.2,44.8
E00100715,50.8,49.2
E00100716,52.6,47.4
E00100721,49.8,50.2
E00100737,53.6,46.4
E00100738,53.6,46.4
E00100739,50.6,49.4
E00100740,47.8,52.2
E00100741,51.6,48.4
E00100742,51.4,48.6
E00100743,53.3,46.7
E00100745,51.9,48.1
E00100746,53.8,46.2
E00100747,53.5,46.5
E00100748,57.2,42.8
E00100749,51.9,48.1
E00100750,54.2,45.8
E00100751,50.6,49.4
E00100752,55,45
E00100753,55.2,44.8
E00100754,54.2,45.8
E00100755,53.8,46.2
E00100756,53.4,46.6
E00100757,55.2,44.8
E00100758,51.7,48.3
E00100759,59.8,40.2
E00100760,50.7,49.3
E00100761,48.6,51.4
E00100762,55,45
E00100763,49.6,50.4
E00100764,54.8,45.2
E00100765,50,50
E00100766,51.5,48.5
E00100767,58,42
E00100768,54.8,45.2
E00100769,51,49
E00100770,51.6,48.4
E00100771,50.8,49.2
E00100772,53.9,46.1
E00100773,50.6,49.4
E00100774,51.2,48.8
E00100775,53.7,46.3
E00100776,51.8,48.2
E00100777,50.4,49.6
E00100778,47.8,52.2
E00100779,60.2,39.8
E00100780,50.9,49.1
E00100781,54,46
E00100782,52.9,47.1
E00100783,52.8,47.2
E00100784,54.9,45.1
E00100785,49.6,50.4
E00100786,55.9,44.1
E00100788,55.2,44.8
E00100789,54.1,45.9
E00100790,50.8,49.2
E00100791,55.6,44.4
E00100792,55.6,44.4
E00100793,50.6,49.4
E00100794,54.3,45.7
E00100795,50.9,49.1
E00100796,52.2,47.8
E00100797,53.1,46.9
E00100798,49.2,50.8
E00100799,51.6,48.4
E00100800,55.7,44.3
E00100801,56.6,43.4
E00100802,48.8,51.2
E00100803,55.9,44.1
E00100804,53.4,46.6
E00100805,50,50
E00100806,54.5,45.5
E00100807,48.6,51.4
E00100808,51.3,48.7
E00100809,46.6,53.4
E00100810,44.9,55.1
E00100811,48.5,51.5
E00100812,52.6,47.4
E00100813,49.8,50.2
E00100814,51.5,48.5
E00100815,51.5,48.5
E00100816,52.7,47.3
E00100817,51.4,48.6
E00100818,51.5,48.5
E00100819,53.7,46.3
E00100820,51.4,48.6
E00100821,55.2,44.8
E00100822,52.5,47.5
E00100823,49.8,50.2
E00100824,53.6,46.4
E00100825,47.8,52.2
E00100826,54.1,45.9
E00100827,49.7,50.3
E00100828,50.9,49.1
E00100829,52.4,47.6
E00100830,50.3,49.7
E00100831,53.5,46.5
E00100832,50,50
E00100833,54.2,45.8
E00100834,49.9,50.1
E00100835,50,50
E00100836,51.9,48.1
E00100837,57.4,42.6
E00100838,50.2,49.8
E00100839,57,43
E00100840,50.9,49.1
E00100841,56.5,43.5
E00100842,52.1,47.9
E00100843,46.4,53.6
E00100844,49.4,50.6
E00100845,52.6,47.4
E00100846,54.8,45.2
E00100847,53,47
E00100848,49.1,50.9
E00100849,51.6,48.4
E00100906,54.1,45.9
E00100907,52.1,47.9
E00100908,50.2,49.8
E00100909,52.3,47.7
E00100910,52.5,47.5
E00100911,50.9,49.1
E00100912,54.2,45.8
E00100920,52.8,47.2
E00100921,49.6,50.4
E00100922,51.5,48.5
E00100923,50.3,49.7
E00100928,51.1,48.9
E00100929,53.1,46.9
E00100930,53.8,46.2
E00100931,52.5,47.5
E00100932,52.5,47.5
E00100948,50.5,49.5
E00100949,48,52
E00100950,51.8,48.2
E00100951,51.6,48.4
E00100952,51.7,48.3
E00100953,52.2,47.8
E00100954,50.8,49.2
E00100955,47,53
E00100956,54.2,45.8
E00100957,50.8,49.2
E00100958,50.2,49.8
E00100959,52.4,47.6
E00100960,51.3,48.7
E00100961,55.1,44.9
E00100962,52.6,47.4
E00100963,56.3,43.7
E00100964,52.9,47.1
E00100966,49.4,50.6
E00100967,55.1,44.9
E00100968,53.2,46.8
E00100969,52.1,47.9
E00100970,53.6,46.4
E00100971,55.9,44.1
E00100972,53.5,46.5
E00100973,52.4,47.6
E00100974,56.3,43.7
E00100975,55.4,44.6
E00100976,56.6,43.4
E00100977,53.1,46.9
E00100978,58.9,41.1
E00100979,51,49
E00100980,52.8,47.2
E00100981,54.6,45.4
E00100982,55.5,44.5
E00100983,53.7,46.3
E00100984,51.7,48.3
E00100985,53,47
E00100986,55.2,44.8
E00100987,49.1,50.9
E00100988,52.7,47.3
E00100989,52.8,47.2
E00100990,52.5,47.5
E00100992,52.8,47.2
E00100993,51.6,48.4
E00100994,53.8,46.2
E00100995,54.2,45.8
E00100996,51.8,48.2
E00100997,54.9,45.1
E00100998,51.1,48.9
E00100999,51.2,48.8
E00101000,53.7,46.3
E00101001,53.5,46.5
E00101002,50.7,49.3
E00101003,53.4,46.6
E00101004,49.8,50.2
E00101005,52.3,47.7
E00101006,52,48
E00101007,53.9,46.1
E00101008,50.2,49.8
E00101009,54.3,45.7
E00101010,53.1,46.9
E00101011,61.3,38.7
E00101012,49.5,50.5
E00101013,48.5,51.5
E00101014,56.3,43.7
E00101015,57,43
E00101016,49.6,50.4
E00101017,59.6,40.4
E00101018,59.3,40.7
E00101019,51.2,48.8
E00101020,53.4,46.6
E00101021,50.2,49.8
E00101022,53.1,46.9
E00101023,51.1,48.9
E00101024,59.6,40.4
E00101025,60.9,39.1
E00101026,54.6,45.4
E00101027,53,47
E00101028,64.2,35.8
E00101029,56.9,43.1
E00101038,53.7,46.3
E00101039,48.3,51.7
E00101040,52.4,47.6
E00101041,53.8,46.2
E00101042,52.1,47.9
E00101043,51.8,48.2
E00101053,50.5,49.5
E00101054,54.7,45.3
E00101055,48.7,51.3
E00101056,51.3,48.7
E00101057,49.3,50.7
E00101058,52.5,47.5
E00101059,53.7,46.3
E00101060,52.8,47.2
E00101061,53.1,46.9
E00101062,49.6,50.4
E00101063,51.9,48.1
E00101064,49.3,50.7
E00101065,56.6,43.4
E00101163,59.6,40.4
E00101164,51.3,48.7
E00101165,50.7,49.3
E00101166,59.6,40.4
E00101167,50.5,49.5
E00101168,48.6,51.4
E00101169,51.7,48.3
E00101170,50.4,49.6
E00101171,51.2,48.8
E00101172,50.3,49.7
E00101173,53.5,46.5
E00101174,50.8,49.2
E00101175,52.3,47.7
E00101176,52.3,47.7
E00101177,52,48
E00101178,54.9,45.1
E00101179,59.6,40.4
E00101180,54.2,45.8
E00101189,50.9,49.1
E00101190,52.4,47.6
E00101191,51.9,48.1
E00101192,51.1,48.9
E00101193,50.8,49.2
E00101194,51,49
E00101201,47.7,52.3
E00101211,53.4,46.6
E00101215,54.8,45.2
E00101217,45,55
E00101222,48.6,51.4
E00101226,51.3,48.7
E00101228,56,44
E00101253,49.3,50.7
E00101255,52.6,47.4
E00101256,50.9,49.1
E00101257,53.6,46.4
E00101258,48.6,51.4
E00101259,49.6,50.4
E00101260,50.4,49.6
E00101261,55.4,44.6
E00101262,52.2,47.8
E00101263,47.3,52.7
E00101264,48.7,51.3
E00101265,42.6,57.4
E00101266,52,48
E00101267,49.5,50.5
E00101268,54.2,45.8
E00101269,46.7,53.3
E00101270,52.4,47.6
E00101273,54.2,45.8
E00101274,40.4,59.6
E00101275,44.9,55.1
E00101276,48.5,51.5
E00101277,49.5,50.5
E00101278,56.4,43.6
E00101279,55.8,44.2
E00101280,54.2,45.8
E00101281,52.5,47.5
E00101282,50,50
E00101283,48.7,51.3
E00101285,47.7,52.3
E00101286,51.6,48.4
E00101287,52.9,47.1
E00101288,49.2,50.8
E00101289,50.8,49.2
E00101290,50.5,49.5
E00101291,51.7,48.3
E00101292,49.2,50.8
E00101293,55.6,44.4
E00101294,48.4,51.6
E00101295,52.4,47.6
E00101296,52.8,47.2
E00101297,51.2,48.8
E00101299,50.9,49.1
E00101300,51.5,48.5
E00101301,48.4,51.6
E00101302,53.1,46.9
E00101303,53.8,46.2
E00101304,49,51
E00101305,47.3,52.7
E00101306,50.4,49.6
E00101348,53.1,46.9
E00101359,54.7,45.3
E00101363,45.5,54.5
E00101364,45.9,54.1
E00101365,47.4,52.6
E00101366,51.4,48.6
E00101367,48.1,51.9
E00101368,47.9,52.1
E00101369,47.7,52.3
E00101370,49.5,50.5
E00101373,54.6,45.4
E00101375,54.7,45.3
E00101376,50.2,49.8
E00101377,50.8,49.2
E00101378,49.8,50.2
E00101400,57.1,42.9
E00101401,56.4,43.6
E00101402,50.8,49.2
E00101403,50.6,49.4
E00101404,52.5,47.5
E00101405,57.5,42.5
E00101406,50,50
E00101410,54.1,45.9
E00101411,51.4,48.6
E00101413,53.5,46.5
E00101414,55.3,44.7
E00101415,55.3,44.7
E00101416,50.9,49.1
E00101417,58.8,41.2
E00101418,56.7,43.3
E00101419,58.3,41.7
E00101420,54.7,45.3
E00101421,60,40
E00101422,55.8,44.2
E00101423,53.6,46.4
E00101424,50.7,49.3
E00101426,53.9,46.1
E00101427,54.2,45.8
E00101428,56.7,43.3
E00101430,51.4,48.6
E00101431,53.6,46.4
E00101432,52.9,47.1
E00101433,49.8,50.2
E00101434,58.2,41.8
E00101435,53.8,46.2
E00101436,48.6,51.4
E00101437,52.5,47.5
E00101438,48.5,51.5
E00101439,51.4,48.6
E00101440,49.2,50.8
E00101441,50.8,49.2
E00101442,51.7,48.3
E00101443,51,49
E00101444,49.6,50.4
E00101445,52.5,47.5
E00101446,52,48
E00101447,52.6,47.4
E00101448,52.4,47.6
E00101449,49.1,50.9
E00102451,54.9,45.1
E00102452,50.2,49.8
E00102453,52,48
E00102455,53.4,46.6
E00102456,56.3,43.7
E00102458,53.5,46.5
E00102459,51.1,48.9
E00102460,48.6,51.4
E00102461,54,46
E00102462,54.7,45.3
E00102463,50.8,49.2
E00102464,52.1,47.9
E00102465,54.5,45.5
E00102466,52,48
E00102467,55.5,44.5
E00102468,57,43
E00102469,53.8,46.2
E00102470,49.8,50.2
E00102471,58.6,41.4
E00102472,46.9,53.1
E00102473,50.8,49.2
E00102474,55.3,44.7
E00102475,50.9,49.1
E00102476,47.4,52.6
E00102477,46.8,53.2
