geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00076717,39.4,44,12.8,3.7
E00076719,31.3,43.4,20.5,4.8
E00076721,25.7,49.5,19.3,5.5
E00076722,15.8,46.8,27.3,10.1
E00076723,36.9,46.9,11.5,4.6
E00076724,18,38.5,25.4,18
E00076726,24.2,55.8,14.7,5.3
E00076729,21.5,37.2,26.4,14.9
E00076731,17.9,53.8,23.9,4.3
E00076732,12.2,41.5,35,11.4
E00076733,18.8,51,22.9,7.3
E00076734,14.3,50,26.4,9.3
E00076737,27.9,50,17.4,4.7
E00076738,35,47,14,4
E00076739,44.4,41.1,13.2,1.3
E00076742,6.8,47.9,29.1,16.2
E00076744,16.2,39.3,35.9,8.5
E00076747,21.6,44,28.4,6
E00076752,41.7,39.8,13.9,4.6
E00076999,37.7,45.9,13.1,3.3
E00077000,25.4,48.2,19.3,7
E00077001,37.8,42.5,12.6,7.1
E00077008,20.2,44.2,26,9.6
E00077010,24.6,55.1,13.6,6.8
E00077013,8,48.7,34.5,8.8
E00077014,18.8,49.1,29.5,2.7
E00077015,19.7,47.5,23,9.8
E00077032,16.4,38.5,30.3,14.8
E00077043,16.4,39.3,32,12.3
E00077047,36,46,11.5,6.5
E00077150,36.5,41.8,18.2,3.5
E00077151,13.7,41.9,32.3,12.1
E00077152,26.6,43.9,23.7,5.8
E00077153,17.7,49.6,24.8,7.8
E00077154,10.9,36.1,38.1,15
E00077155,23.4,45.2,28.2,3.2
E00077156,19.6,52.9,19,8.5
E00077158,14,38.8,33.1,14
E00077159,23,55.4,18,3.6
E00077161,22.2,56.1,18.1,3.5
E00077164,28.7,53.7,14.6,3
E00077166,32.5,46.9,15,5.6
E00077168,5.2,33.9,39.1,21.7
E00077169,11.6,57.9,18.9,11.6
E00077170,12.7,50,22.7,14.7
E00077173,23,55.2,17,4.8
E00077175,15.5,40.1,31,13.4
E00077176,25.4,56,15.7,3
E00077177,18.6,44.2,31,6.2
E00077178,38.7,42.9,14.3,4.2
E00100653,8.2,41.8,36.6,13.4
E00100654,10,41.8,37.3,10.9
E00100655,13.2,41.9,33.3,11.6
E00100656,15,45.8,30.8,8.4
E00100657,25.5,37.7,22.6,14.2
E00100658,6.6,35.5,38,19.8
E00100659,8.7,38.8,35,17.5
E00100670,11.5,41,32.4,15.1
E00100674,0.9,35.7,41.7,21.7
E00100676,13.2,44.1,32.4,10.3
E00100677,17.1,52.8,22,8.1
E00100678,18.5,55.6,22.6,3.2
E00100679,10.6,46.2,29.5,13.6
E00100680,2.4,56.7,30.7,10.2
E00100681,4,41.3,39.7,15.1
E00100682,20.5,44.9,30.7,3.9
E00100683,7.6,46.2,33.3,12.9
E00100684,18.9,51.5,26.5,3
E00100685,22.2,54.6,17.6,5.6
E00100686,34.7,39.5,19.4,6.5
E00100687,8.9,48.4,32.6,10
E00100688,7.7,42.3,36.6,13.4
E00100689,18.9,50.8,21.3,9
E00100690,4.2,39.2,44.2,12.5
E00100691,16.8,50.4,18.2,14.6
E00100692,9,44,35.1,11.9
E00100693,13.8,45.7,33.3,7.2
E00100694,10.2,47.8,29,12.9
E00100695,5.9,40.2,43.1,10.8
E00100696,11.8,40,37.3,10.9
E00100697,10.3,49.6,24.8,15.4
E00100698,1.6,31.7,46,20.6
E00100699,3.7,29.3,46.6,20.4
E00100700,6,31.5,38.7,23.8
E00100701,5,30.3,43.7,21
E00100702,7.7,32.9,39.2,20.3
E00100703,1.4,32.4,45.3,20.9
E00100704,19.2,69.9,10.3,0.6
E00100705,2.3,34.1,43.2,20.5
E00100706,5.4,43.9,36.6,14.1
E00100713,21.7,35,27.5,15.8
E00100714,8,38.7,33.6,19.7
E00100715,2.7,39,38.4,19.9
E00100716,10.4,44.8,32.8,12
E00100721,1,31.7,36.6,30.7
E00100737,11.3,46.5,33.1,9.2
E00100738,33.6,46.2,13.4,6.7
E00100739,8.8,29.4,43.4,18.4
E00100740,3.8,28.5,43.8,23.8
E00100741,5.4,44.6,40.2,9.8
E00100742,3.5,31.3,50.7,14.6
E00100743,6.3,38.9,34.9,19.8
E00100745,9.5,52,31.1,7.4
E00100746,10.4,50.4,29.6,9.6
E00100747,14.2,40.3,34.3,11.2
E00100748,22.5,48.6,21.8,7
E00100749,11.3,42.7,36.3,9.7
E00100750,11.2,51.2,26.4,11.2
E00100751,12.8,28,41.6,17.6
E00100752,15.8,42.5,34.2,7.5
E00100753,15.6,45.2,29.6,9.6
E00100754,17.8,50.4,21.7,10.1
E00100755,9.5,46.2,31,13.3
E00100756,16.3,44.4,32.6,6.7
E00100757,7.2,54.4,32.8,5.6
E00100758,11.9,43.4,36.4,8.4
E00100759,23.1,54.5,19.8,2.5
E00100760,17.1,36.4,31.8,14.7
E00100761,12.8,41.4,33.8,12
E00100762,8.2,47.5,27.9,16.4
E00100763,12.7,46.8,29.4,11.1
E00100764,16.1,41.5,32.2,10.2
E00100765,11.7,42.3,29.2,16.8
E00100766,6,37.6,43.6,12.8
E00100767,17.9,45.7,25.8,10.6
E00100768,9.6,37.6,32.8,20
E00100769,11.6,44.2,30.4,13.8
E00100770,9.4,44.4,37.5,8.8
E00100771,14.5,48.1,29,8.4
E00100772,12.5,35.3,36.4,15.8
E00100773,13.9,39.6,39.6,6.9
E00100774,10,44.6,32.3,13.1
E00100775,5.7,44.6,30.6,19.1
E00100776,12.3,52.5,30.3,4.9
E00100777,18.6,50,23.7,7.6
E00100778,13,52,28.5,6.5
E00100779,20.7,48.3,22.4,8.6
E00100780,22,41.1,26.2,10.6
E00100781,19.7,53.5,19.7,7.1
E00100782,41,37.9,13,8.1
E00100783,10.9,41.8,37,10.3
E00100784,15.1,48,23.7,13.2
E00100785,20.5,49.2,20.5,9.7
E00100786,24.1,50,21.6,4.3
