areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00077348,93.1,6.3,0.3,0.3,0
E00077349,90.8,6.2,1.7,0.7,0.7
E00077350,87,7.6,2.5,2.2,0.7
E00077351,90.9,7.6,1.2,0,0.3
E00077352,94.3,5.1,0.3,0.3,0
E00077353,89.3,6.7,3.7,0.3,0
E00077354,94.5,4.8,0.7,0,0
E00077355,89,8.2,1.7,0.7,0.3
E00077356,94,4.9,1.1,0,0
E00077357,94.2,4.5,1,0.3,0
E00077359,93.9,4.1,1.4,0.7,0
E00077360,92.6,4.6,2,0.9,0
E00077361,90.5,5,3,0.3,1.2
E00077362,95.3,4.3,0,0,0.3
E00077363,94.3,4.9,0,0.7,0
E00077364,87.6,5.9,2.7,2.1,1.8
E00077365,91.7,6.3,0.9,0.3,0.9
E00077367,90.1,6.8,1.6,1.6,0
E00077368,93.5,5.1,0.7,0.7,0
E00077369,92.8,5.6,0.3,1.3,0
E00077370,92.5,5.9,0.7,1,0
E00077371,86.9,7.9,1.2,1.5,2.4
E00077372,93.7,5.6,0.7,0,0
E00077373,84.1,10.5,2.5,1.8,1.1
E00077374,92,5.4,0.7,1.1,0.7
E00077375,94.1,4.9,0.7,0.3,0
E00077376,91.6,7.7,0.7,0,0
E00077377,88.3,7.9,3,0,0.8
E00077378,92.5,6.4,1.1,0,0
E00077379,94.7,4.6,0.3,0.3,0
E00077380,91.8,6.5,1,0,0.7
E00077381,93.1,5.4,0.6,0.7,0.2
E00077382,88.6,9.6,0,1.1,0.7
E00077383,85.3,9.7,4.3,0.7,0
E00077384,93.7,6,0.3,0,0
E00077385,89.4,7.7,1.1,1.5,0.4
E00077386,93.2,5.3,1.1,0.4,0
E00077387,92.6,6.2,1.2,0,0
E00077388,90.7,6,2.4,0.3,0.6
E00077389,86.7,8.6,4.3,0.3,0
E00077390,88.3,8.3,1.1,1.7,0.6
E00077391,88.6,6.8,3,1.4,0.3
E00077392,93.8,3.8,2.4,0,0
E00077393,94.4,3.9,0.7,0.3,0.7
E00077394,84.5,12.2,0.7,1.8,0.7
E00077395,87.5,10.2,1.9,0.4,0
E00077396,95.3,3.5,0.9,0,0.3
