areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00077348,62.6,26.1,11.2
E00077349,82.9,11.3,5.8
E00077350,68.7,17.6,13.7
E00077351,78.1,14,7.9
E00077352,59.3,27.2,13.5
E00077353,73.3,17.7,9
E00077354,79.5,14.4,6.2
E00077355,77.1,14,8.9
E00077356,78.3,14,7.7
E00077357,76.9,15.1,8
E00077359,80.8,13.1,6.1
E00077360,79.2,15.5,5.3
E00077361,79.5,13.1,7.4
E00077362,74.5,17.1,8.4
E00077363,72.3,16,11.7
E00077364,79.1,14.1,6.8
E00077365,75.1,17.3,7.5
E00077367,71.1,18.6,10.2
E00077368,75,21.2,3.8
E00077369,75.1,15.5,9.5
E00077370,81.3,14.8,3.9
E00077371,79.8,11.6,8.6
E00077372,72.4,15.8,11.8
E00077373,83.2,12,4.8
E00077374,74.3,18.1,7.6
E00077375,77.8,16,6.3
E00077376,68.9,19.1,12
E00077377,76.6,16.2,7.2
E00077378,72.2,19,8.7
E00077379,71.1,19.4,9.5
E00077380,70.7,16.8,12.5
E00077381,74.7,16.3,9
E00077382,77.4,17.9,4.7
E00077383,80.2,12.5,7.3
E00077384,72.3,20.3,7.4
E00077385,75.3,18.8,5.9
E00077386,79.2,15.2,5.7
E00077387,75.5,19.5,5.1
E00077388,72.2,14.7,13.2
E00077389,71.7,20.3,8
E00077390,79.7,14,6.3
E00077391,77.8,13.8,8.4
E00077392,73.1,13.8,13.1
E00077393,65.2,20,14.8
E00077394,68.9,15.8,15.4
E00077395,76,18.3,5.7
E00077396,70.8,17.6,11.6
E00077397,84,10.9,5.2
E00077398,78.6,15.4,6
E00077399,76.9,12.3,10.8
E00077400,74.6,16.4,9
E00077401,73.7,14.2,12
E00077402,78.7,15.3,6
E00077403,77.3,14.7,7.9
E00077404,74.6,15.8,9.6
E00077405,82.6,12,5.4
E00077406,75.6,16.8,7.6
E00077407,68.7,17.6,13.7
E00077408,73.7,19.2,7.1
E00077409,81.6,12.3,6
E00077410,78.6,14.8,6.6
E00077411,69.4,19.1,11.5
E00077412,75.3,17.8,6.8
E00077413,75.1,18.1,6.8
E00077414,83,11.3,5.7
E00077415,85,11.1,3.9
E00077417,87.7,10.3,2
E00077418,88.7,7.3,4
E00077419,81.2,14.3,4.5
E00077420,87.7,9.9,2.4
E00077421,90.3,7.5,2.2
E00077422,87.5,10.9,1.6
E00077423,84.2,12,3.8
E00077424,89.4,8,2.6
E00077425,89.3,7.5,3.2
E00077426,86.2,10.1,3.7
E00077427,81.1,15.7,3.3
E00077428,88.8,8.5,2.7
E00077429,87.1,8,4.8
E00077430,89.7,7.4,2.9
E00077431,88,9,2.9
E00077432,83.9,10,6.1
E00077433,77.3,15.3,7.5
E00077434,77.5,16.4,6
E00077435,80.8,12.8,6.4
E00077436,86,11.1,2.9
E00077438,88.6,8.5,2.9
E00077444,82.7,11.5,5.8
E00077445,85.9,10.4,3.7
E00077446,87.1,10.1,2.8
