areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00077348,36,64
E00077349,46.9,53.1
E00077350,36.6,63.4
E00077351,43.9,56.1
E00077352,32.3,67.7
E00077353,41.8,58.2
E00077354,55.1,44.9
E00077355,30.5,69.5
E00077356,35.5,64.5
E00077357,35.8,64.2
E00077359,48.2,51.8
E00077360,44.6,55.4
E00077361,46.4,53.6
E00077362,52.9,47.1
E00077363,33.2,66.8
E00077364,39.9,60.1
E00077365,39.8,60.2
E00077367,38.9,61.1
E00077368,54.9,45.1
E00077369,39.2,60.8
E00077370,47.1,52.9
E00077371,45.1,54.9
E00077372,36.8,63.2
E00077373,42.1,57.9
E00077374,44.4,55.6
E00077375,56.1,43.9
E00077376,38.2,61.8
E00077377,57.3,42.7
E00077378,41,59
E00077379,40.3,59.7
E00077380,37.1,62.9
E00077381,40.8,59.2
E00077382,53.5,46.5
E00077383,43.2,56.8
E00077384,31.8,68.2
E00077385,60.4,39.6
E00077386,56.3,43.7
E00077387,57.1,42.9
E00077388,29.7,70.3
E00077389,30.7,69.3
E00077390,39.7,60.3
E00077391,42.3,57.7
E00077392,39.4,60.6
E00077393,32,68
E00077394,24.2,75.8
E00077395,41.9,58.1
E00077396,32.6,67.4
E00077397,39.8,60.2
E00077398,24.6,75.4
E00077399,33.7,66.3
E00077400,39.2,60.8
E00077401,33.9,66.1
E00077402,38.8,61.2
E00077403,42,58
E00077404,30.7,69.3
E00077405,36.7,63.3
E00077406,37.9,62.1
E00077407,49.3,50.7
E00077408,36.2,63.8
E00077409,48.7,51.3
E00077410,41,59
E00077411,23.2,76.8
E00077412,62.3,37.7
E00077413,52.3,47.7
E00077414,47.6,52.4
E00077415,57.6,42.4
E00077417,46,54
E00077418,53.5,46.5
E00077419,58.8,41.2
E00077420,54.9,45.1
E00077421,61.5,38.5
E00077422,64.8,35.2
E00077423,62.8,37.2
E00077424,61.5,38.5
E00077425,73.5,26.5
E00077426,62.3,37.7
E00077427,56.6,43.4
E00077428,60.3,39.7
E00077429,68.3,31.7
E00077430,55.8,44.2
E00077431,52.7,47.3
E00077432,53.1,46.9
E00077433,47.5,52.5
E00077434,42.5,57.5
E00077435,40.5,59.5
E00077436,57.5,42.5
E00077438,44.6,55.4
E00077444,32.3,67.7
E00077445,38.8,61.2
E00077446,56.9,43.1
E00077447,50.4,49.6
E00077448,58.9,41.1
E00077449,48.9,51.1
E00077450,25.5,74.5
E00077451,45.4,54.6
E00077452,32.8,67.2
E00077453,63,37
E00077454,38.9,61.1
E00077455,57.4,42.6
E00077456,36.9,63.1
