geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00000576,52.9,24,18.2,4.1,0.8
E00000578,45.6,29.4,22.1,2.9,0
E00000579,32,33.1,29.2,3.4,2.2
E00000580,54.3,33.9,10.2,0.8,0.8
E00000581,29.5,45.4,22.4,2.2,0.5
E00000583,31.6,27.9,35.8,4.7,0
E00000584,48.3,25.8,23.3,2.5,0
E00000585,58.5,27.1,12.7,1.7,0
E00000586,46,37.9,12.1,3.2,0.8
E00000587,50.8,32.5,13.5,2.4,0.8
E00000588,39.1,35.9,22.7,1.6,0.8
E00000589,31.4,35,32.1,1.5,0
E00000590,33.9,34.7,27.1,2.5,1.7
E00000591,48.8,28.3,18.9,3.9,0
E00000592,23,26.7,41.5,7.4,1.5
E00000593,46.4,36,12,5.6,0
E00000594,46.6,35.1,18.3,0,0
E00000595,6.1,25,47,17.4,4.5
E00000596,39.3,29.6,24.4,6.7,0
E00000597,37.9,28.4,23.3,7.8,2.6
E00000598,42.1,35.3,18.8,3,0.8
E00000599,4.3,23.7,53.2,17.3,1.4
E00000600,42.9,35.7,19.3,2.1,0
E00000601,56.8,32.8,8,1.6,0.8
E00000602,13.7,33.6,45,6.1,1.5
E00000603,29.5,37.1,29.5,3.8,0
E00000604,17.8,43.1,31,6.9,1.1
E00000605,37.7,26.5,29.8,6,0
E00000606,13.7,31.7,44.6,9.4,0.7
E00000607,22.7,32.9,34.3,9.2,1
E00000608,40.5,31.7,23,4,0.8
E00000610,63.8,28.5,7.7,0,0
E00000611,66.4,29.1,2.7,1.8,0
E00000612,45.8,36.4,15.3,1.7,0.8
E00000613,58,22.9,16,2.3,0.8
E00000614,52.7,29.1,14.5,3.6,0
E00000615,59.3,25.2,15.4,0,0
E00000616,29.8,34.7,29,4,2.4
E00000617,23.8,45.2,23.8,6.3,0.8
E00000618,38.5,26.2,33.8,1.5,0
E00000619,54.4,28,12.8,4,0.8
E00000620,51.5,30.6,11.9,5.2,0.7
E00000807,5.6,25,50.9,13.9,4.6
E00000808,7.6,31.8,47.7,11.4,1.5
E00000809,1.1,17.2,61.3,17.2,3.2
E00000811,63.9,21.1,12,3,0
E00000812,61,22.7,14.2,2.1,0
E00000819,21.8,24.4,49.4,3.8,0.6
E00000820,55.7,31.1,12.3,0.8,0
E00000821,6.1,19.1,67,7.8,0
E00000822,26.7,28.7,39.6,5,0
E00000823,12.5,27,46.7,11.8,2
E00000824,35.2,24.1,34.3,5.6,0.9
E00000825,10.1,17.6,62.2,10.1,0
E00000826,13.7,37.6,41.9,4.3,2.6
E00000827,41.3,30.4,23.2,4.3,0.7
E00000828,24.3,39.6,26.1,9,0.9
E00000829,34.4,34.4,25.6,4.8,0.8
E00000830,8.9,31.2,47.4,10.9,1.6
E00000831,28.5,30.6,30.6,6.9,3.5
E00000832,51.8,36.6,11.6,0,0
E00000833,13,30.4,46.1,10.4,0
E00000834,60.2,27.2,11.7,1,0
E00000835,53.4,33.9,10.2,2.5,0
E00000836,60.5,30.3,7.6,1.7,0
E00000837,23.3,23.3,47.6,5.8,0
E00000838,5.1,12.8,69.2,12.8,0
E00000839,67.6,20.4,7.4,2.8,1.9
E00000840,7.4,25.1,51.4,15.4,0.6
E00000841,60.7,19.7,17.9,0.9,0.9
E00000842,15.2,33.8,43.7,4.6,2.6
E00000843,8.9,32,47.6,10.2,1.3
E00000844,64,18.9,14.4,2.7,0
E00000845,27.5,32.1,32.1,6.9,1.5
E00000846,28.5,26.4,33.3,6.9,4.9
E00000847,62.4,27.4,8.5,1.7,0
