geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00000576,10.8,35.8,36.7,16.7
E00000578,18.5,41.5,29.6,10.4
E00000579,20.3,48,23.2,8.5
E00000580,8.7,45.2,31,15.1
E00000581,19.6,49.5,25.5,5.4
E00000583,16.2,51.8,26.7,5.2
E00000584,15.8,41.7,32.5,10
E00000585,7.8,43.1,39.7,9.5
E00000586,15.3,44.4,28.2,12.1
E00000587,11,49.6,33.1,6.3
E00000588,15.5,47.3,31,6.2
E00000589,19.7,44.5,27,8.8
E00000590,18.6,43.2,28,10.2
E00000591,9.4,53.5,31.5,5.5
E00000592,30.9,36.8,24.3,8.1
E00000593,14.6,36.6,38.2,10.6
E00000594,15.3,44.3,32.8,7.6
E00000595,29.5,53,12.1,5.3
E00000596,20.4,49.6,23.4,6.6
E00000597,16.2,35,41,7.7
E00000598,11.3,45.1,33.8,9.8
E00000599,29.5,52.5,16.5,1.4
E00000600,15.4,50.3,26.6,7.7
E00000601,13.1,44.6,33.8,8.5
E00000602,30.5,49.6,15.3,4.6
E00000603,24.3,54.4,17.6,3.7
E00000604,22.4,59.4,16.5,1.8
E00000605,17.2,45,33.1,4.6
E00000606,42.6,39.7,15.6,2.1
E00000607,47.1,41.3,10.1,1.4
E00000608,24.8,54.4,15.2,5.6
E00000610,17.6,39.7,30.5,12.2
E00000611,5.4,34.2,43.2,17.1
E00000612,5.1,50.4,35,9.4
E00000613,13.7,36.6,29.8,19.8
E00000614,7.3,41.8,38.2,12.7
E00000615,10.7,54.1,27.9,7.4
E00000616,22,40.7,31.7,5.7
E00000617,26.2,47.6,16.7,9.5
E00000618,29.2,41.5,25.4,3.8
E00000619,11.4,40.7,27.6,20.3
E00000620,12.7,41.8,33.6,11.9
E00000807,35.5,43,15,6.5
E00000808,40.8,45.4,13.1,0.8
E00000809,41.9,41.9,14,2.2
E00000811,9.8,38.3,38.3,13.5
E00000812,4.9,44.1,35.7,15.4
E00000819,42.7,35.7,16.6,5.1
E00000820,10.7,41.3,36.4,11.6
E00000821,36,52.6,10.5,0.9
E00000822,16,55,23,6
E00000823,27.2,55,15.2,2.6
E00000824,23.4,51.4,17.8,7.5
E00000825,37.5,48.3,10.8,3.3
E00000826,14,64.9,16.7,4.4
E00000827,15.4,38.2,33.1,13.2
E00000828,8,57.1,24.1,10.7
E00000829,18.3,42.1,26.2,13.5
E00000830,34.8,49.8,13.4,2
E00000831,15.5,57.7,17.6,9.2
E00000832,9.8,49.1,24.1,17
E00000833,34.8,43.5,18.3,3.5
E00000834,11.7,40.8,35,12.6
E00000835,10.1,52.9,29.4,7.6
E00000836,11.9,34.7,36.4,16.9
E00000837,29.5,48.6,14.3,7.6
E00000838,35,57.3,6.8,0.9
E00000839,11.1,38.9,36.1,13.9
E00000840,36.6,48.6,13.1,1.7
E00000841,14.5,35,38.5,12
E00000842,28.5,47.7,19.2,4.6
E00000843,36.2,47.8,13.8,2.2
E00000844,8.1,45.9,34.2,11.7
E00000845,19.1,51.9,23.7,5.3
E00000846,16.6,40,33.1,10.3
E00000847,9.6,39.1,36.5,14.8
E00000848,8.5,45.8,36.4,9.3
E00000849,33.8,51.5,10.3,4.4
E00000850,15.6,45,25.7,13.8
E00000851,24.8,55.3,18,1.9
E00000852,10.4,46.2,35.8,7.5
E00000853,48.2,43.8,5.1,2.9
E00000854,7.6,46.2,32.8,13.4
E00000855,43.5,42.9,13,0.6
E00000856,6.4,44.8,42.4,6.4
E00000857,13.8,69.7,15.1,1.3
E00000858,18.8,49.3,27.8,4.2
E00000859,24.8,62.4,10.9,2
E00000860,12.1,50.8,35.5,1.6
E00000861,9.9,44.1,36.9,9
E00000863,7.4,52.1,29.8,10.7
E00000864,17.2,38.1,29.9,14.9
E00000865,21.3,45.2,22.6,11
E00000866,13.9,55.1,24.7,6.3
E00000867,15.4,50.4,28.2,6
E00000868,21.6,55.2,14.7,8.6
E00000869,21.7,52.7,19.4,6.2
E00001248,47.7,45.2,5.9,1.3
E00001302,11.9,56.3,27,4.8
E00001305,7.9,45.7,29.8,16.6
E00001306,35.3,45.8,15.9,3
E00001307,10.9,35.3,42,11.8
E00001309,25.4,45.4,20.8,8.5
E00001310,38.3,51.1,9.6,1.1
E00001311,5,32.2,40.5,22.3
E00001312,9.4,46,30.9,13.7
E00001313,11.2,44.9,26.2,17.8
E00001314,22.5,44.2,23.2,10.1
E00001315,44,41.4,12.9,1.7
E00001316,30.8,46.2,19.7,3.4
E00001317,19.2,49.2,21.5,10
E00001318,34.7,48.3,12.2,4.8
E00001319,23.8,46.2,24.6,5.4
E00001320,11.4,40.7,31.7,16.3
E00001321,11.5,37.7,42.6,8.2
E00001322,32.3,44.8,20.9,2
E00001323,8.6,25,47.7,18.8
E00001324,14.4,50.8,24.2,10.6
E00001325,31.8,50,17.3,0.9
E00001326,8.2,38.5,36.1,17.2
E00001327,26.3,45.1,24.1,4.5
E00001328,28.1,47.1,19,5.8
E00001329,30.7,54.2,12.4,2.6
E00001330,6,38.1,42.5,13.4
E00001331,48.8,35.5,11.6,4.1
E00001338,14,52.7,24,9.3
E00001339,16.5,34.9,33.9,14.7
E00001343,15.7,49.6,27,7.8
E00001344,9.9,51.2,29.8,9.1
E00001345,6.2,34.6,43.1,16.2
E00001347,8.3,35,35.8,20.8
E00001348,5.7,30.5,43.8,20
E00001377,51.7,42.7,4.5,1.1
E00001378,18.3,57.5,20.8,3.3
E00001379,11.4,73.1,15.4,0
E00001387,34,48.4,16.4,1.3
E00001388,34,46.7,17.3,2
E00001571,39.2,46.4,11.8,2.6
E00001574,22.6,48.4,23.4,5.6
E00001575,38.8,47.1,12.4,1.8
E00001576,20.2,48.4,26.6,4.8
E00001578,12.4,40.5,38,9.1
E00006964,20.3,53.4,18.8,7.5
E00006968,28.8,44.9,18.2,8.1
E00007003,44.8,45.9,8.3,1.1
E00007006,49.5,39.6,9.9,1.1
E00007008,32.3,47.6,16.9,3.2
E00007013,33.1,42.3,18.5,6.2
E00007014,27.2,46.9,23.1,2.7
E00007017,52.7,43.2,3.4,0.7
E00007034,48.1,34.4,13,4.6
E00007035,5.5,39.8,38.3,16.4
E00007036,36.3,39.5,20.2,4
E00007037,34.2,49.2,14.2,2.5
E00007038,39.7,48.3,9.3,2.6
E00007039,11.9,44.9,32.2,11
E00007040,12.2,39.8,34.1,13.8
E00007041,21.1,51.2,19.5,8.1
E00007042,21.8,37,29.4,11.8
E00007043,17,44.4,28.9,9.6
E00007044,18.1,51.7,25.9,4.3
E00007045,38.2,41.2,15.8,4.8
E00007047,27.1,51.1,17.3,4.5
E00007049,17.3,51.9,25.6,5.3
E00007050,5.6,24,46.4,24
E00007052,7.7,27.1,40,25.2
E00007054,2.4,22,38.6,37
E00007055,7.6,26.6,34.2,31.6
E00007056,11.1,45.2,31.7,12
E00007058,33.8,51.1,15.1,0
E00007059,18.2,53.6,18.2,10
E00007060,9.9,43,33.1,14
E00007061,26.5,31.9,30.1,11.4
E00007062,27.8,52.6,18.6,1
E00007063,10.3,40.2,35.9,13.7
E00007064,60.3,32.5,6.3,0.8
E00007066,13.1,46.4,26.1,14.4
E00007067,34.4,39,22.7,3.9
E00007068,27.6,46.5,20.5,5.5
E00007069,12.5,33.9,41.1,12.5
E00007070,35.5,54.2,10.3,0
E00007071,19.7,52.8,19,8.5
E00007072,11.4,36,39.5,13.2
E00007073,38.3,47.7,13.1,0.9
E00007208,9.7,41.8,29.9,18.7
E00007210,25.3,61,11.6,2.1
E00007211,28.3,49.5,19,3.3
E00007212,15.7,61.2,19.4,3.7
E00007213,29.7,52,14.9,3.4
E00007215,41.5,43.6,12.8,2.1
E00007216,31,41.1,19.4,8.5
E00007217,20.6,44.3,27.5,7.6
E00007219,19.8,45.5,24,10.7
E00007224,6,41.8,40.3,11.9
E00007225,6.3,28.5,44.4,20.8
E00007228,6.1,48,31.1,14.9
E00007229,32.2,34.8,19.1,13.9
E00007230,15.5,43.4,33.3,7.8
E00007231,7.6,30.3,42.9,19.3
E00007234,10.9,33.3,37,18.8
E00007236,9.9,51.8,29.1,9.2
E00007237,10.9,44.5,31.8,12.7
E00007238,21.1,61.4,12.3,5.3
E00007240,24.1,52.4,18.6,4.8
E00007241,6.4,40.8,32,20.8
E00007242,7.9,35.1,41.2,15.8
E00007243,13.2,50,28.1,8.8
E00007244,15.1,48.9,26.6,9.4
E00007293,23.1,43.8,23.8,9.4
E00007294,24,54.3,17.7,4
E00007295,19.2,47.2,28.8,4.8
E00007296,39,48.8,11.4,0.8
E00007297,24.6,50.7,21.7,2.9
E00007298,22.3,50.9,23.2,3.6
