geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00037886,49.6,36.6,2.3,11.5
E00037889,52.2,33,4.3,10.4
E00037890,72.1,18.9,4.1,4.9
E00037891,26,64.3,0,9.7
E00037892,39,54,1,6
E00037897,21,29.4,17.5,32.2
E00037898,29.2,35.4,15.4,20
E00037900,10.9,18.2,63.6,7.3
E00037905,8,19.7,67.2,5.1
E00037906,53.4,34.1,4.5,8
E00037908,29.5,26.7,12.3,31.5
E00037909,24.3,22.8,32.4,20.6
E00037912,44.9,25.9,10.8,18.4
E00037913,23,37,13.3,26.7
E00037914,36.7,25,25,13.3
E00037915,61.7,25,0.8,12.5
E00037916,56,23.3,5.2,15.5
E00037917,46.3,29.9,10.9,12.9
E00037918,64,24,0.8,11.2
E00037919,49.2,28.8,0,22
E00037921,66.4,27.1,0,6.5
E00037922,80.6,8.3,2.8,8.3
E00038513,61.2,33.1,1.4,4.3
E00038518,60.5,34.1,0,5.4
E00038520,63,26.8,1.6,8.7
E00038521,13.7,42.9,0,43.4
E00038522,34.7,51.4,3.6,10.4
E00038524,58.1,28.2,0,13.7
E00038525,55.1,31.8,0.9,12.1
E00038526,75.4,19.5,0,5.1
E00038527,14.4,46.1,4.2,35.3
E00038530,54,30.2,1.6,14.3
E00038531,36,32.4,15.4,16.2
E00038532,53,32.8,0.7,13.4
E00038533,51.6,34.1,5.6,8.7
E00038534,57.5,27.5,1.3,13.7
E00038535,24,19.8,44.6,11.6
E00038536,23.3,37.4,27.7,11.7
E00038537,46,42,0.7,11.3
E00038538,76.6,17.7,0,5.7
E00038539,22.7,25.3,14.3,37.7
E00038540,50.8,21.5,1.1,26.6
E00038541,55.1,32.4,1.5,11
E00038542,25.4,54.4,1.2,18.9
E00038543,57.7,32.8,0.7,8.8
E00038544,46.8,29.7,15.3,8.1
E00038545,39.1,44.6,0,16.3
E00038546,44.3,43.4,1.6,10.7
E00038547,61.6,29.6,1.6,7.2
E00038548,65.2,30.4,0.7,3.7
E00038550,52.1,28.2,1.7,17.9
E00038551,48.5,40.1,6.9,4.5
E00038552,38,28.7,24.1,9.3
E00038553,61.1,29.8,0.8,8.4
E00038554,62.1,27.4,2.4,8.1
E00038555,39.4,45,7.2,8.3
E00038556,62.8,33.3,0.8,3.1
E00038557,38.3,42.5,7.8,11.4
E00038558,46.9,46.9,0.7,5.4
E00066821,49.6,26.4,2.3,21.7
E00066822,47.8,21.3,18.4,12.5
E00066823,50.3,39.3,3.4,6.9
E00066824,36.2,41.5,4.8,17.5
E00066825,32.3,32.3,26.9,8.4
E00066826,21.4,35.7,29.3,13.6
E00066827,47.4,23.7,10.5,18.4
E00066828,43,37.9,6,13.2
E00066829,66.9,18.5,0.8,13.7
E00066830,67.6,19.8,0,12.6
E00066831,44.1,27,8.6,20.4
E00066832,40.8,36.9,7.7,14.6
E00066833,63,11,0,26
E00066858,51.4,39.3,0.7,8.6
E00066859,60.5,28.7,1.6,9.3
E00066860,55.6,27.1,3,14.3
E00066861,57.4,34.1,3.9,4.7
E00066862,57.4,27.1,0.8,14.7
E00066863,55,33.3,2.5,9.2
E00066864,56.8,36.8,0,6.5
E00066865,44.9,34.1,13.8,7.2
E00066866,46.4,45.7,1.4,6.4
E00066867,58.3,29.5,7.2,5
E00066868,62,32.5,0,5.5
E00066869,46.3,35.8,0.7,17.2
E00066870,58.4,29.2,0,12.4
E00066871,15.3,14.4,61,9.3
E00066872,40.2,20.6,31.8,7.5
E00066873,39,36.9,7.1,17
E00066874,44.8,35.7,5.6,14
E00066875,51.4,36.1,2.8,9.7
E00066878,54,33.6,6.6,5.7
E00133985,17.3,16,39.7,26.9
E00133988,33.3,22.2,29.9,14.6
E00133989,4.3,7.7,77.9,10.1
E00133990,35.4,23,33.6,8
E00133991,10.8,5.4,74.6,9.2
E00133992,42.9,29.4,9.2,18.5
E00133993,23.3,11.3,47.2,18.2
E00133994,19.3,9.6,56.1,14.9
E00133995,16,19.2,55.2,9.6
E00133996,21.6,22.5,45.9,9.9
E00133997,16.9,16.9,55.9,10.2
E00133998,21.5,17,51.9,9.6
E00133999,13.8,22.8,52,11.4
E00134000,42.3,38.2,14.6,4.9
E00134001,4.7,11.3,74.5,9.4
