geography_code,heating_type_3a-001,heating_type_3a-002
E00037886,0.8,99.2
E00037889,0,100
E00037890,3.3,96.7
E00037891,0.7,99.3
E00037892,0,100
E00037897,0.7,99.3
E00037898,0.8,99.2
E00037900,0.9,99.1
E00037905,0,100
E00037906,1.1,98.9
E00037908,1.3,98.7
E00037909,0,100
E00037912,0,100
E00037913,0,100
E00037914,0.8,99.2
E00037915,0,100
E00037916,0,100
E00037917,0.7,99.3
E00037918,0,100
E00037919,0,100
E00037921,0,100
E00037922,0.9,99.1
E00038513,0,100
E00038518,0,100
E00038520,0,100
E00038521,0,100
E00038522,0.5,99.5
E00038524,0,100
E00038525,0,100
E00038526,0,100
E00038527,0,100
E00038530,0.8,99.2
E00038531,1.5,98.5
E00038532,0,100
E00038533,0,100
E00038534,0,100
E00038535,0,100
E00038536,0.5,99.5
E00038537,0,100
E00038538,0,100
E00038539,0.6,99.4
E00038540,0.6,99.4
E00038541,0,100
E00038542,0,100
E00038543,0,100
E00038544,0,100
E00038545,0,100
E00038546,0,100
E00038547,0.8,99.2
E00038548,1.5,98.5
E00038550,0.8,99.2
E00038551,1,99
E00038552,0,100
E00038553,0.8,99.2
E00038554,0.8,99.2
E00038555,0,100
E00038556,0.8,99.2
E00038557,0,100
E00038558,0,100
E00066821,0,100
E00066822,0,100
E00066823,0.7,99.3
E00066824,0.4,99.6
E00066825,0,100
E00066826,0,100
E00066827,0.7,99.3
E00066828,0,100
E00066829,0,100
E00066830,0,100
E00066831,0,100
E00066832,0.8,99.2
E00066833,0,100
E00066858,0,100
E00066859,0.8,99.2
E00066860,0,100
E00066861,0,100
E00066862,0.8,99.2
E00066863,0,100
E00066864,0,100
E00066865,0.7,99.3
E00066866,0,100
E00066867,0,100
E00066868,0.6,99.4
E00066869,0,100
E00066870,0,100
E00066871,0,100
E00066872,0,100
E00066873,2.1,97.9
E00066874,0.7,99.3
E00066875,0,100
E00066878,0,100
E00133985,0,100
E00133988,1.4,98.6
E00133989,0.5,99.5
E00133990,0,100
E00133991,0,100
E00133992,1.7,98.3
E00133993,0.6,99.4
E00133994,0.9,99.1
E00133995,1.6,98.4
E00133996,2.7,97.3
E00133997,0.9,99.1
E00133998,1.5,98.5
E00133999,3.2,96.8
E00134000,1.6,98.4
E00134001,0,100
E00134002,0.8,99.2
E00134003,0,100
E00134004,0,100
E00134005,0,100
E00134006,4.4,95.6
E00134007,0,100
E00134008,0,100
E00134009,3,97
E00134010,0.7,99.3
E00134011,1.3,98.7
E00134012,2.5,97.5
E00134014,4.3,95.7
E00134015,0.8,99.2
E00134016,1.7,98.3
E00134017,2.8,97.2
E00134018,1,99
E00134019,0.5,99.5
E00134020,0.8,99.2
E00134021,0.9,99.1
E00134022,0.9,99.1
E00134023,2.5,97.5
E00134024,1.5,98.5
E00134025,0.8,99.2
E00134026,0.6,99.4
E00134027,0,100
E00134029,1.5,98.5
E00134030,0.6,99.4
E00134031,3.1,96.9
E00134033,4.8,95.2
E00134034,3.1,96.9
E00134035,3.3,96.7
E00134036,1.5,98.5
E00134037,1.2,98.8
E00134038,0.9,99.1
E00134039,0.6,99.4
E00134040,0.9,99.1
E00134041,2.3,97.7
E00134062,1.4,98.6
E00134063,0,100
E00134064,0,100
E00134065,0,100
E00134066,0.9,99.1
E00134137,1.2,98.8
E00134138,2.5,97.5
E00134139,0,100
E00134148,0,100
E00134167,0.6,99.4
E00134168,3.3,96.7
E00134169,0,100
E00134170,0.8,99.2
E00134171,0,100
E00134172,0,100
E00134173,0.5,99.5
E00134174,1.4,98.6
E00142652,1.4,98.6
E00142653,0,100
E00142654,0,100
E00142655,0,100
E00142656,0,100
E00142657,0.7,99.3
E00142658,1.1,98.9
E00142659,0.7,99.3
E00142664,1.4,98.6
E00142689,0,100
E00142690,0.6,99.4
E00142691,1.7,98.3
E00142692,0.5,99.5
E00142693,1.3,98.7
E00142714,0.8,99.2
E00142716,0.8,99.2
E00142728,0,100
E00142730,0.9,99.1
E00142731,0,100
E00142738,0.9,99.1
E00142739,0,100
E00142740,0.7,99.3
E00142742,0.8,99.2
E00142743,0.7,99.3
E00142745,2.3,97.7
E00142746,0,100
E00142778,0,100
E00142779,0,100
E00142780,0,100
E00142781,0,100
E00142782,2.1,97.9
E00142783,0,100
E00142784,0.6,99.4
E00142789,0.9,99.1
E00142793,2.4,97.6
E00142799,0.6,99.4
E00142801,0.8,99.2
E00142802,0.9,99.1
E00142808,0,100
E00142809,0,100
E00142818,0,100
E00142819,2.2,97.8
E00142820,1.3,98.7
E00142821,0.7,99.3
E00142822,2.1,97.9
E00142823,0,100
E00142824,1.7,98.3
E00142825,1.3,98.7
E00142835,0,100
E00142836,1.4,98.6
E00142837,0,100
E00142838,0,100
E00142839,0,100
E00142840,0.5,99.5
E00142841,1.7,98.3
E00142846,0.8,99.2
E00142847,0,100
E00142849,0,100
E00142852,0.9,99.1
E00142853,0,100
E00142854,0,100
E00142855,0.6,99.4
E00142856,0,100
E00168556,0,100
E00168557,0,100
E00168558,0,100
E00168559,1.8,98.2
E00168566,0,100
E00172391,0,100
E00173382,1.8,98.2
E00182648,1.2,98.8
E00182668,0,100
E00182672,0,100
E00182676,0,100
E00182677,0.5,99.5
E00182696,0.8,99.2
E00182743,0.8,99.2
E00185287,2.4,97.6
E00185300,0.6,99.4
E00185311,0,100
E00185312,0,100
E00185325,5.3,94.7
E00185385,0.6,99.4
E00185394,0,100
E00185407,0,100
E00185443,0,100
E00185454,0,100
