areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00081774,84,13.4,2.5
E00081775,87.3,7.9,4.8
E00081776,89,6,5
E00081777,90.4,6.6,3
E00081779,86.2,8,5.9
E00081780,86.8,7.8,5.4
E00081781,86.9,6.2,6.9
E00081783,76.8,9.1,14.1
E00081784,83.2,6.8,10
E00081785,82.4,12,5.6
E00081786,86.2,8.1,5.7
E00081787,87.1,8.5,4.4
E00081788,91.2,4.7,4.1
E00081789,83.6,12.9,3.5
E00082111,86.2,6.7,7.1
E00082113,85.3,8.7,5.9
E00082114,85.4,8.4,6.2
E00082115,78.9,1.5,19.6
E00082117,84.7,9.3,6
E00082118,89.1,7.9,3
E00083128,64.5,30.8,4.7
E00083139,66.4,28.8,4.9
E00083141,56.1,34.8,9.1
E00083142,76.6,17.7,5.7
E00083144,39.4,50.9,9.7
E00083145,46.4,47.3,6.4
E00083146,57.7,33.8,8.4
E00083148,65.4,28.2,6.3
E00083150,64.9,25.7,9.4
E00083151,70.5,26.7,2.8
E00083153,67.8,21.8,10.4
E00083189,73.7,17.5,8.8
E00083208,62.6,30.6,6.8
E00083209,60.6,35.1,4.2
E00083210,61.2,32.2,6.7
E00083211,76,20.8,3.1
E00083212,74.8,20,5.2
E00083213,64.9,31,4.1
E00083214,65.7,27.7,6.6
E00083217,71.5,23.8,4.7
E00083218,65.3,28.7,6
E00083219,72.8,21.7,5.4
E00083220,74.2,22,3.8
E00083222,70,17.6,12.4
E00083223,64.2,14.4,21.4
E00083231,69.5,25.8,4.7
E00083258,83.3,13.1,3.6
E00083259,59.2,31,9.8
E00083260,72.3,22.4,5.3
E00083261,75.6,19.6,4.8
E00083262,86.2,10.2,3.7
E00083263,79.6,16.4,4
E00083264,73.8,18.5,7.7
E00083265,75,13.2,11.8
E00083266,80,14.2,5.8
E00083267,80.3,15.8,3.8
E00083268,63.5,31.2,5.3
E00083269,81,9.9,9.1
E00083270,70.6,22.3,7.1
E00083271,74.1,19.2,6.7
E00083272,77,16.5,6.4
E00083273,70.6,16.5,12.9
E00083274,59.4,30.4,10.1
E00083275,71.7,16.7,11.7
E00083276,71,16.3,12.7
E00083278,58.6,24.7,16.7
E00083279,71,18.7,10.4
E00083312,81.8,12.7,5.5
E00083313,86.7,9.7,3.6
