areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00081774,94,3.1,1.2,1.7
E00081775,91.1,3.3,1.7,4
E00081776,92,5.3,0.8,2
E00081777,90.4,6.7,1,1.9
E00081779,94.6,3.2,0.2,2
E00081780,93.5,4,0.5,2
E00081781,91.6,3.3,1.5,3.7
E00081783,87.8,5.3,2.6,4.3
E00081784,94.2,2.7,0.7,2.4
E00081785,89.8,5.3,1.1,3.9
E00081786,93.4,4.8,0.7,1.1
E00081787,90.3,5.2,1.2,3.3
E00081788,94.8,2.1,1.2,1.8
E00081789,93.6,3.7,1,1.7
E00082111,91.9,4.4,1.7,2
E00082113,91.4,6.5,0.4,1.8
E00082114,93.4,3.6,0.3,2.7
E00082115,84.9,8.9,1.6,4.7
E00082117,92.6,4.1,1.4,2
E00082118,91.8,6.3,0.6,1.3
E00083128,94.4,3.1,0.9,1.6
E00083139,94.9,1.4,1.2,2.6
E00083141,89.2,3.2,3.9,3.7
E00083142,92.3,2.2,2.6,2.9
E00083144,97.9,1.8,0,0.3
E00083145,94.7,1.6,3.5,0.2
E00083146,94.1,2,1.8,2
E00083148,92.4,2.9,2.6,2.1
E00083150,95.8,1.5,1.2,1.5
E00083151,86.9,5.8,2.7,4.6
E00083153,92.8,4.6,1,1.7
E00083189,92.8,2.7,1.7,2.7
E00083208,90.7,3.3,1.9,4.1
E00083209,95.2,2.2,1.9,0.6
E00083210,95.1,2.2,1.3,1.3
E00083211,92.6,4.7,1.7,1.1
E00083212,93.6,2.5,1.8,2.1
E00083213,94.7,1.6,0.8,2.9
E00083214,93.6,2.7,1.6,2.1
E00083217,93.7,3.3,2.1,0.9
E00083218,95.2,2.4,1.5,0.9
E00083219,96,2.1,0.9,0.9
E00083220,91.9,4.1,2.5,1.5
E00083222,91.4,5.2,2.1,1.4
E00083223,92.2,2.3,2,3.5
E00083231,92.6,3.2,1.3,2.9
E00083258,91.6,4.3,1.7,2.3
E00083259,92.9,4.8,0.6,1.8
E00083260,94.2,2.2,1,2.7
E00083261,93.5,2.7,0.5,3.2
E00083262,91.2,4.6,0.9,3.3
E00083263,89.8,5.8,2,2.3
E00083264,95.7,2,1.4,0.9
E00083265,94.2,1.8,1.8,2.2
E00083266,92.5,4.2,1.3,2
E00083267,92.4,3.6,2.1,1.8
E00083268,95,2.8,1.9,0.3
E00083269,93.9,3.2,1.6,1.3
E00083270,89.2,3.2,2.3,5.4
E00083271,92.4,3.8,2.2,1.6
E00083272,90.6,4.7,2.4,2.4
E00083273,86.8,7.4,3.3,2.6
E00083274,91.4,3.1,2.7,2.7
E00083275,92,3.6,2.1,2.4
E00083276,91.5,3.1,3.5,1.9
E00083278,92.8,3,3.6,0.6
E00083279,90.9,3,3.3,2.8
E00083312,93,2.1,3.5,1.3
E00083313,85.1,5,1.1,8.8
E00083314,94.9,2,1.5,1.5
E00083315,92.2,4.3,1.5,2
