areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00081774,3.9,24.7,45.5,25.8
E00081775,5.4,53.4,28.4,12.8
E00081776,6.7,27.6,44.2,21.5
E00081777,7.6,29.8,52.7,9.9
E00081779,5,38.7,44.2,12.2
E00081780,3.1,33.8,41.9,21.3
E00081781,10.9,44.2,35.7,9.3
E00081783,15.2,38.6,37.9,8.3
E00081784,16.2,38.5,33.8,11.5
E00081785,4.9,38.2,42.3,14.6
E00081786,5.1,45.3,40.2,9.4
E00081787,1.6,31,54,13.5
E00081788,8.1,32.5,47.2,12.2
E00081789,6.9,41.4,37.9,13.8
E00082111,1.6,28.5,41.5,28.5
E00082113,4.4,42.6,34.6,18.4
E00082114,10.6,38.5,34.6,16.2
E00082115,13.5,59.5,22.2,4.8
E00082117,12.9,33.9,24.2,29
E00082118,0,35.6,41.5,23
E00083128,26,42.2,18.8,13
E00083139,33.1,40.5,17.6,8.8
E00083141,38,40.3,14,7.8
E00083142,27.3,43.9,21.2,7.6
E00083144,37.2,42.3,19.2,1.3
E00083145,30.3,41,20.5,8.2
E00083146,27.6,44.8,20.8,6.8
E00083148,29.2,36.9,25.4,8.5
E00083150,28.4,41.4,25,5.2
E00083151,32,35.2,23.4,9.4
E00083153,36.1,36.1,16.7,11.1
E00083189,14,46.2,31.5,8.4
E00083208,14,52.6,28.1,5.3
E00083209,8.9,50.4,34.1,6.5
E00083210,4.5,55.9,29.7,9.9
E00083211,7.6,35.3,42.9,14.3
E00083212,14.4,42.4,40.7,2.5
E00083213,17.6,47.2,27.3,8
E00083214,10.7,47.9,28.9,12.4
E00083217,13.4,38.7,31.1,16.8
E00083218,11.4,57.3,21.1,10.3
E00083219,14.6,37.4,30.9,17.1
E00083220,11.7,35.9,34.5,17.9
E00083222,24.8,43.8,24,7.4
E00083223,21.1,46.3,22.8,9.8
E00083231,4.4,40.4,36.8,18.4
E00083258,8.9,35,39,17.1
E00083259,26.7,45,21.4,6.9
E00083260,23.1,44.8,25.2,7
E00083261,14.8,46.7,31.1,7.4
E00083262,10.2,36.4,32.2,21.2
E00083263,7,36.5,41.7,14.8
E00083264,25.2,40.1,25.2,9.5
E00083265,20,32.4,36.2,11.4
E00083266,14,42.1,29.8,14
E00083267,2.8,28.3,43.4,25.5
E00083268,16.3,53.7,25.9,4.1
E00083269,16,42.7,28.2,13
E00083270,22.6,51.2,21.4,4.8
E00083271,18.3,38.5,33.7,9.6
E00083272,25,34.8,30.4,9.8
E00083273,14.3,50.5,30.5,4.8
E00083274,23.3,56.4,17.3,3
E00083275,29.5,40.3,26.2,4
E00083276,32.6,45.1,16.5,5.8
E00083278,42.4,44.7,11.8,1.2
E00083279,22.4,54.5,17.5,5.6
E00083312,15.9,35.7,36.5,11.9
E00083313,7.9,22.2,39.7,30.2
E00083314,16.5,42.1,30.1,11.3
E00083315,11.7,45,25.8,17.5
E00083316,18.5,41.2,27.7,12.6
E00083317,15,44.2,33.3,7.5
E00083318,11.6,27.7,42.9,17.9
E00083319,15.7,31.4,34.3,18.6
E00083320,16.9,45.2,29,8.9
E00083321,9.8,42.6,32.8,14.8
E00083322,24.3,44.1,24.3,7.2
E00083323,20.6,32.8,36.6,9.9
E00083324,35.4,34.6,22.8,7.1
E00083325,27.2,43.2,26.4,3.2
E00083326,25,38.7,28.2,8.1
E00083327,32,52.3,10.2,5.5
E00083328,24.6,47.6,24.6,3.2
E00083329,14.9,31.8,37.8,15.5
E00083330,14.9,48.2,28.4,8.5
E00083331,19.7,40.2,31.1,9
E00083332,14.6,39.8,30.1,15.5
E00083333,5.4,27.9,37.2,29.5
E00083334,31.7,39.4,13.5,15.4
E00083335,13.2,48.8,27.9,10.1
E00083337,27.7,42,24.1,6.3
E00083338,18.6,51.5,18.6,11.3
E00083339,42.5,35.4,16.8,5.3
E00083340,15,57.9,21.1,6
E00083342,10.3,47.7,29.9,12.1
E00083343,12.4,36.4,33.1,18.2
E00083344,6.6,38.7,37.7,17
E00083345,20.7,37.8,33.3,8.1
E00083347,15,44.4,29.3,11.3
E00083349,15.3,33.9,32.2,18.6
E00083350,14.9,47.1,28.9,9.1
E00083351,3.8,29.8,37.5,28.8
E00083352,22.1,49.6,23.9,4.4
E00083353,13,53.5,25.4,8.1
E00083354,12.9,62.1,21.8,3.2
E00083356,6.1,38.3,39.1,16.5
E00083357,5.8,18.2,41.3,34.7
E00083358,17.8,55.6,23.1,3.6
E00083359,8.8,55.4,27,8.8
E00083360,2,43,39,16
E00083362,28.8,52.1,17.2,1.8
E00083363,34.8,45.8,14.8,4.5
E00083364,38,38.9,15.7,7.4
E00083367,52.6,35.4,11.5,0.5
E00083368,27.6,51.2,18.9,2.4
E00083369,21.5,55.8,17.2,5.5
E00083370,45.1,43.8,9,2.1
E00083371,24.1,58,15.4,2.5
E00083372,33.9,47.6,13.1,5.4
E00083373,4.3,33.6,39.7,22.4
E00083374,28.7,58,12.1,1.3
E00083375,35.9,34.4,22.7,7
E00083376,27.9,60.6,11.5,0
E00083378,24,50.3,18.3,7.4
E00083379,10.5,19,44.8,25.7
E00083380,23.8,49.5,22.9,3.8
E00083381,24.8,41.3,22.9,11
E00083382,10.6,28.5,38.2,22.8
E00083383,7.4,21.5,38,33.1
E00083384,10,31.7,35.8,22.5
E00083386,4.6,22.9,45,27.5
E00083414,9.8,36.9,39.3,13.9
E00083415,5.4,20.2,44.2,30.2
E00083416,3.4,22.1,53.1,21.4
E00083417,5,37.4,38,19.6
E00083418,4.4,30.1,46.9,18.6
E00083419,4.8,29.1,39.4,26.7
E00083420,3.7,39.3,36.3,20.7
E00083421,4.8,39,41,15.2
E00083422,7.1,42.9,35.7,14.3
E00083423,5.9,25,48.5,20.6
E00083424,4.2,13.6,56.8,25.4
E00083425,4.3,40.6,44.9,10.1
E00083426,3.4,28.4,45.5,22.7
E00083427,9.4,35,40.2,15.4
E00083499,0.8,27.1,36.4,35.7
E00083500,5,26.1,42,26.9
E00083502,7.8,34.8,42.6,14.8
E00083506,5.2,22.5,49.7,22.5
E00083512,2.4,24.4,42.3,30.9
E00083513,10.9,27.2,38,23.9
E00083514,0.8,34.1,51.6,13.5
E00083516,5.1,39.1,36.2,19.6
E00083518,8.3,47.9,34.7,9.1
E00083522,8.4,44.9,33.6,13.1
E00083523,22.1,49.3,25,3.6
E00083524,14.1,57.8,25,3.1
E00083525,51.5,40.9,4.7,2.9
E00083526,36.7,42.2,18,3.1
