geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00001687,88.2,11.8
E00001939,87.4,12.6
E00001941,84.9,15.1
E00001955,80.6,19.4
E00001969,80.2,19.8
E00001971,87.3,12.7
E00002019,72.5,27.5
E00002022,71,29
E00007839,70.2,29.8
E00007840,68.5,31.5
E00007841,66.9,33.1
E00007842,66.2,33.8
E00007843,70.1,29.9
E00007844,72.7,27.3
E00007845,80.1,19.9
E00007846,71.8,28.2
E00007847,73.4,26.6
E00007848,74.6,25.4
E00007849,68.6,31.4
E00007850,72.1,27.9
E00007851,76.6,23.4
E00007852,82.6,17.4
E00007853,64.7,35.3
E00007854,73.2,26.8
E00007855,65.3,34.7
E00007856,71.8,28.2
E00007857,75.2,24.8
E00007858,61.6,38.4
E00007859,67.2,32.8
E00007860,71.2,28.8
E00007861,73.8,26.2
E00007862,77.2,22.8
E00007863,70.2,29.8
E00007865,70,30
E00007866,74.3,25.7
E00007867,78.5,21.5
E00007869,75.8,24.2
E00007870,73.3,26.7
E00007871,72.2,27.8
E00007872,69.6,30.4
E00007873,63.6,36.4
E00007874,74.3,25.7
E00007875,77,23
E00007876,74.5,25.5
E00007877,72,28
E00007878,60.4,39.6
E00007879,76.1,23.9
E00007880,63.5,36.5
E00007881,76.7,23.3
E00007882,70.7,29.3
E00007883,76.9,23.1
E00007884,70.4,29.6
E00007885,74.7,25.3
E00007886,71.5,28.5
E00007887,72.4,27.6
E00007888,67.8,32.2
E00007889,62.2,37.8
E00007890,59.3,40.7
E00007891,76.4,23.6
E00007892,66.4,33.6
E00007893,54.3,45.7
E00007894,68,32
E00007895,70.8,29.2
E00007896,52.3,47.7
E00007897,66.7,33.3
E00007898,66.1,33.9
E00007899,72.3,27.7
E00007900,61.3,38.7
E00007901,61.7,38.3
E00007902,70.7,29.3
E00007903,64.4,35.6
E00007904,70.9,29.1
E00007905,60.9,39.1
E00007906,59,41
E00007907,72.8,27.2
E00007908,66,34
E00007909,68.5,31.5
E00007910,77,23
E00007912,67.4,32.6
E00007913,64.9,35.1
E00007914,77.1,22.9
E00007915,57.8,42.2
E00007916,64.6,35.4
E00007917,61.5,38.5
E00007918,57.3,42.7
E00007919,59.2,40.8
E00007920,74.2,25.8
E00007921,65.5,34.5
E00007922,70.7,29.3
E00007923,63.2,36.8
E00007924,71.1,28.9
E00007925,60.4,39.6
E00007926,72.2,27.8
E00007927,68.4,31.6
E00007928,67.1,32.9
E00007929,71.6,28.4
E00007930,65.8,34.2
E00007931,50.1,49.9
E00007975,82.8,17.2
E00007976,82,18
E00007977,86.2,13.8
E00007978,81.5,18.5
E00007979,78.1,21.9
E00007980,88.8,11.2
E00007981,73.1,26.9
E00007982,70.7,29.3
E00007983,88.7,11.3
E00007984,73.1,26.9
E00007985,89.2,10.8
E00007986,81.6,18.4
E00007993,72.1,27.9
E00007994,75.2,24.8
E00007995,73,27
E00007996,75.4,24.6
E00007997,71.9,28.1
E00007998,80.6,19.4
E00007999,78.6,21.4
E00008000,85.5,14.5
E00008001,86.7,13.3
E00008002,77,23
E00008003,83.7,16.3
E00008004,86.5,13.5
E00008005,86.5,13.5
E00008006,70,30
E00008007,80.2,19.8
E00008008,84.3,15.7
E00008009,84.6,15.4
E00008010,57.9,42.1
E00008011,79.5,20.5
E00008012,86.4,13.6
E00008013,77,23
E00008014,83.4,16.6
E00008015,89.5,10.5
E00008050,79.5,20.5
E00008052,91.7,8.3
E00008059,70.4,29.6
E00008064,75.7,24.3
E00008068,78.2,21.8
E00008071,74.6,25.4
E00008072,71.2,28.8
E00008074,72.8,27.2
E00008078,83.2,16.8
E00008079,78.5,21.5
E00008080,69.3,30.7
E00008082,73.8,26.3
E00008083,70.6,29.4
E00008084,70.4,29.6
E00008085,71.5,28.5
E00008086,67.1,32.9
E00008090,78.2,21.8
E00008093,80.6,19.4
E00008094,71.1,28.9
E00008095,81.7,18.3
E00008096,69.2,30.8
E00008097,64.8,35.2
E00008099,85.9,14.1
E00008100,70.1,29.9
E00008103,62.9,37.1
E00008104,43,57
E00008105,61.8,38.2
E00008107,52.3,47.7
E00008108,42.3,57.7
E00008109,59.7,40.3
E00008110,57.8,42.2
E00008111,57.6,42.4
E00008112,41.8,58.2
E00008113,50,50
E00008114,46.5,53.5
E00008115,42.4,57.6
E00008116,51.3,48.7
E00008117,46.9,53.1
E00008118,58.7,41.3
E00008119,64.5,35.5
E00008120,43.6,56.4
E00008121,62,38
E00008122,49,51
E00008124,57,43
E00008125,65.8,34.2
E00008126,56.4,43.6
E00008127,65,35
E00008129,60.6,39.4
E00008130,55.3,44.7
E00008132,52.7,47.3
E00008133,52.6,47.4
E00008134,65.5,34.5
E00008135,44.7,55.3
E00008138,57,43
E00008139,59.4,40.6
E00008140,49.8,50.2
E00008141,70.2,29.8
E00008142,57.2,42.8
E00008143,58.4,41.6
E00008144,75.5,24.5
E00008145,61.7,38.3
E00008146,61.3,38.7
E00008191,69.3,30.7
E00008192,66.1,33.9
E00008193,71.1,28.9
E00008194,67.3,32.7
E00008195,64,36
E00008196,66.8,33.2
E00008197,70.9,29.1
E00008198,62.6,37.4
E00008199,60.8,39.3
