geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00001687,18.9,45.7,27.6,7.9
E00001939,10.9,42.9,29.4,16.8
E00001941,18.6,34.1,38,9.3
E00001955,15.6,42.5,26.3,15.6
E00001969,17.4,41.7,29.6,11.3
E00001971,9.5,37.3,32.5,20.6
E00002019,17.3,48.2,25.9,8.6
E00002022,18.8,46.4,26.8,8
E00007839,44,41.3,12.8,1.8
E00007840,31.4,53.4,13.6,1.7
E00007841,57,34,6,3
E00007842,55,38.3,5.8,0.8
E00007843,42.2,43,14.1,0.8
E00007844,28.3,58.6,9.7,3.4
E00007845,30.3,47.9,13.4,8.4
E00007846,41.8,50,7.4,0.8
E00007847,21.6,52.9,20.6,4.9
E00007848,41.7,45.8,9.7,2.8
E00007849,43.4,44.3,11.5,0.8
E00007850,24.3,49.5,19.6,6.5
E00007851,38.3,45.6,11.4,4.7
E00007852,31.3,43.8,22.3,2.7
E00007853,35.3,50.6,8.3,5.8
E00007854,32.7,58.4,8.9,0
E00007855,50.5,42.1,7.5,0
E00007856,22.8,57.5,18.1,1.6
E00007857,26.8,57.1,14.3,1.8
E00007858,47.1,46.2,6.7,0
E00007859,42.3,45.4,8.2,4.1
E00007860,33.9,48.4,13.7,4
E00007861,24.4,48.7,17.9,9
E00007862,31.3,52.2,16.5,0
E00007863,52.7,34.1,7.7,5.5
E00007865,38.9,49.1,12,0
E00007866,22.7,63.9,10.9,2.5
E00007867,40.8,36.8,19.7,2.6
E00007869,41,44.6,13.3,1.2
E00007870,25.2,50.5,15.3,9
E00007871,35.5,46.3,13.2,5
E00007872,24.8,47.6,23.8,3.8
E00007873,49.5,45,4.5,0.9
E00007874,57.1,29.6,10.2,3.1
E00007875,33.3,54.1,11.7,0.9
E00007876,48.4,45.1,5.7,0.8
E00007877,46.8,44.4,7.9,0.8
E00007878,51.8,36.9,9.5,1.8
E00007879,47.6,45.7,5.7,1
E00007880,42.3,40.8,12.7,4.2
E00007881,32.2,54.5,11.2,2.1
E00007882,33.3,50,13.3,3.3
E00007883,38.1,46.9,9.7,5.3
E00007884,35.3,45.6,16.9,2.2
E00007885,36.9,46.1,14.9,2.1
E00007886,44.9,44.1,7.6,3.4
E00007887,28.9,57,13.3,0.8
E00007888,27,54,14,5
E00007889,39.6,52.3,7.2,0.9
E00007890,52.9,31.1,7.6,8.4
E00007891,42.1,46.6,9.8,1.5
E00007892,43.7,45.4,9.2,1.7
E00007893,51.6,40.6,6.3,1.6
E00007894,33.9,49.6,13.9,2.6
E00007895,35.2,43.2,16.8,4.8
E00007896,58.8,36,3.5,1.8
E00007897,50.8,39.4,4.5,5.3
E00007898,47.4,44.5,6.6,1.5
E00007899,38.4,52.5,9.1,0
E00007900,33.3,43.4,17.1,6.2
E00007901,44.1,46.8,8.1,0.9
E00007902,44.6,37.7,10.8,6.9
E00007903,52.8,34.1,11.4,1.6
E00007904,54.2,34,8.5,3.3
E00007905,52.6,39.1,5.1,3.2
E00007906,41.7,46.2,11.4,0.8
E00007907,23.3,63.9,10.5,2.3
E00007908,38.8,49.7,7.5,4.1
E00007909,29.4,46.8,11.1,12.7
E00007910,33.3,55.3,10.6,0.8
E00007912,29,51.6,16.9,2.4
E00007913,64.2,32.5,3.3,0
E00007914,23.1,66.7,7.7,2.6
E00007915,55.4,37.7,6.2,0.8
E00007916,53.9,36.5,8.7,0.9
E00007917,42.7,39.9,16.8,0.7
E00007918,40.7,46.7,9.6,3
E00007919,24.3,48.6,21.4,5.7
E00007920,25.9,55.2,16.4,2.6
E00007921,23.2,49.3,21,6.5
E00007922,46.5,41.7,11,0.8
E00007923,48.4,43.5,8.1,0
E00007924,33.1,50.8,11.3,4.8
E00007925,51.6,41.3,7.1,0
E00007926,34,54.2,11.1,0.7
E00007927,43.7,43.7,9.5,3
E00007928,41.1,41.9,13.2,3.9
E00007929,37.5,43.3,15.8,3.3
E00007930,35.5,50.7,13,0.7
E00007931,61.5,31.7,6.8,0
E00007975,11.3,50,27.4,11.3
E00007976,34.5,53.1,9.7,2.7
E00007977,12.9,50.9,27.6,8.6
E00007978,16.8,53.5,23.8,5.9
E00007979,36.7,43.8,14.8,4.7
E00007980,7.2,54.1,27,11.7
E00007981,29.5,51,14.8,4.7
E00007982,26.4,56.4,14.5,2.7
E00007983,11.9,46,29.4,12.7
E00007984,30.6,49.5,15.3,4.5
E00007985,7.3,52.4,25.8,14.5
E00007986,16.4,51.8,24.5,7.3
