areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00069551,62.1,17.9,14.5,5.5
E00069552,30.6,23.9,27.6,17.9
E00069553,24.6,31.4,26.3,17.8
E00069554,27,20.3,39.9,12.8
E00069556,58.2,19.9,13.7,8.2
E00069557,24.8,27.7,34.7,12.9
E00069558,19.5,27.3,40.6,12.5
E00069559,25,22.8,39.1,13
E00069565,7.1,32.7,50,10.2
E00069566,15.5,25.1,43,16.4
E00069567,25.4,24.9,34.6,15.1
E00069633,26.9,26.9,29.2,16.9
E00131493,13.5,33.9,32.7,19.9
E00133530,10.4,40,32.8,16.8
E00133532,18.8,29,44.9,7.2
E00133533,24.4,25.6,34.9,15.1
E00133536,14.8,45.5,24.9,14.8
E00133537,11.1,31.4,39.9,17.6
E00133553,31.2,29.4,26.6,12.8
E00133554,43.8,18.8,19.5,18
E00133558,26.1,37.7,30.7,5.5
E00133559,38.8,27.9,21.1,12.2
E00133560,23.1,42.1,28.9,5.8
E00133561,22.8,39.4,29.1,8.7
E00133562,25.6,28,31.7,14.6
E00133563,20.7,31.7,32.9,14.6
E00133564,22,23.3,37.9,16.8
E00133565,27,45,20,8
E00133566,18.8,39.8,23.3,18
E00133567,40.6,33.3,6.5,19.6
E00133568,39.7,32.5,11.1,16.7
E00133569,31.4,33.3,15.2,20
E00133570,39.5,29.1,11.6,19.8
E00133571,34.2,31.2,15.3,19.3
E00133572,32.5,34.3,16.3,16.9
E00133573,40.2,27.1,16.8,15.9
E00133575,29.2,41.5,21.7,7.5
E00133576,27.4,28,31,13.7
E00133578,27.6,44.9,19.4,8.2
E00133580,29.1,41.1,19.6,10.1
E00133581,25.9,32,24.5,17.7
E00133582,20.5,31.3,33.9,14.3
E00133583,23.5,35.3,28.7,12.5
E00133584,28.5,34.1,25.1,12.3
E00133585,33.5,31.1,18.6,16.8
E00133586,29.4,30.9,28.7,11
E00133587,24.1,25.9,36.2,13.8
E00133589,24.7,31.2,33.1,11
E00133590,39.5,20.9,18.6,20.9
E00133591,32.8,31.4,20.4,15.3
E00133592,24.5,38.7,22.7,14.1
E00133593,20,28.6,38.1,13.3
E00133594,27.4,34.9,18.9,18.9
E00133595,41.1,29.8,15.5,13.7
E00133596,18.8,31.2,37,13
E00133597,30.9,30.4,26.3,12.4
E00133621,52.7,20.3,11.5,15.4
E00133624,55.2,21.8,7.5,15.5
E00133626,51.2,25.2,8.9,14.6
E00133627,51.4,22.3,17.3,8.9
E00133628,47.6,20.7,9.1,22.6
E00133629,50.7,24.6,6.3,18.3
E00133630,41.6,28.7,9.9,19.8
E00133631,49.6,22.9,14.5,13
E00133632,51.3,17.1,13.2,18.4
E00133633,60,19.2,8.5,12.3
E00133634,46.9,23.5,11.2,18.4
E00133635,63.3,11.4,8.4,16.9
E00133652,23.3,31.7,28.2,16.8
E00133653,26.5,29.1,29.1,15.2
E00133654,18.2,30.3,38.4,13.1
E00133655,18.5,17.6,47.2,16.7
E00133656,22.9,26.6,36.7,13.8
E00133661,8.9,30.7,43.2,17.2
E00133662,14.6,38.3,34.4,12.6
E00133663,24,31.1,26.8,18
E00133664,6.9,43.1,36.1,13.9
E00133665,8.1,38.5,40.5,12.8
E00133666,22,32.2,33.1,12.7
E00133667,54.7,14.9,18,12.4
E00133669,47.4,17.9,17.3,17.3
E00133670,48.6,24.3,12.4,14.6
E00133671,22.4,29.9,23.9,23.9
E00133672,34.9,24,24,17.1
E00133673,51.2,23.7,10.7,14.4
E00133675,50.6,26,13.6,9.7
E00133676,43.4,17.5,24.7,14.5
E00133678,50.9,24.3,11.8,13
E00133680,37.8,27,20.9,14.3
E00133681,33.8,26.2,25.4,14.6
E00133734,18,30.5,39.1,12.5
E00133735,20.3,20.3,40.6,18.8
E00133736,18,22.7,48,11.3
E00133738,12.7,36.6,38,12.7
E00133739,14,32.9,36,17.1
E00133740,23.8,23.8,39.6,12.9
E00133741,16.4,27.3,42.7,13.6
E00133742,13.7,41.4,32.3,12.5
E00133743,11.4,37.3,38.2,13.2
E00133744,2.7,41.6,39.8,15.9
E00133745,24.8,38.6,19.3,17.2
E00133747,14.3,37.1,35.7,12.9
E00133748,10.4,29.6,34.1,25.9
E00133751,4.9,36.6,44.7,13.8
E00133752,2.6,37.2,43.6,16.7
E00133753,31,25,29,15
E00133754,4.5,34.5,46.4,14.5
E00133755,15.8,35.5,38.2,10.5
E00133756,19.5,28.6,30.5,21.4
E00133757,20.9,24.6,41,13.4
E00133786,14.2,35,35,15.8
E00133787,6.9,32.7,43.3,17.1
E00133788,15.2,39.2,30.4,15.2
E00133789,14.2,44.5,24.6,16.6
E00133790,13.3,35.5,33.7,17.5
E00133791,18,39.1,20.3,22.7
E00133792,16.4,46.6,13.7,23.3
E00133793,17.4,47.9,14.7,20
E00133801,15.6,25,43,16.4
E00133802,22.6,30.2,33.3,13.8
E00133803,23.3,36.2,23.3,17.2
E00133804,10.9,45.5,32.7,10.9
E00133805,19.9,34.1,28.4,17.5
E00133806,24.2,35.8,28.5,11.5
E00133807,28.3,34,21.7,16
E00133808,15.1,32.1,37.1,15.7
E00133809,31,35.6,17.2,16.1
