areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00069551,78.8,3.3,17.9
E00069552,60.8,2.3,36.9
E00069553,48.8,0.8,50.4
E00069554,53.3,0,46.7
E00069556,78.6,3.7,17.6
E00069557,45.7,1.8,52.5
E00069558,44.4,1.4,54.3
E00069559,48.2,1,50.8
E00069565,56.5,1.2,42.4
E00069566,57.7,2,40.3
E00069567,58.7,1.7,39.6
E00069633,70,2.4,27.6
E00131493,59.2,1.7,39.1
E00133530,54.4,3.5,42.1
E00133532,60,3.5,36.5
E00133533,50.6,5.4,44
E00133536,59.7,2.6,37.8
E00133537,43.1,1.1,55.8
E00133553,53.2,0.5,46.3
E00133554,57.6,2.2,40.2
E00133558,66.9,2.3,30.8
E00133559,64,3.5,32.5
E00133560,54.3,1.4,44.3
E00133561,54.7,2.1,43.2
E00133562,36.8,0,63.2
E00133563,40.2,0,59.8
E00133564,54,2.8,43.3
E00133565,34.3,0.7,65
E00133566,54.8,0.8,44.4
E00133567,54.1,1.2,44.7
E00133568,49.4,2.2,48.3
E00133569,47.3,4.5,48.2
E00133570,46,3,51
E00133571,59.2,2.6,38.2
E00133572,56.1,3.8,40.1
E00133573,46.3,1.3,52.5
E00133575,56.3,2.7,41
E00133576,59.1,0.3,40.6
E00133578,41.6,2.9,55.5
E00133580,59.3,3,37.7
E00133581,60.5,1.3,38.2
E00133582,45.1,2,52.9
E00133583,60.5,1.8,37.7
E00133584,55.9,2.5,41.6
E00133585,57.2,0.3,42.4
E00133586,58.4,0.4,41.1
E00133587,38.9,1.4,59.7
E00133589,50.8,2.7,46.4
E00133590,38,1.7,60.3
E00133591,54.8,1.6,43.5
E00133592,68.2,1.7,30.1
E00133593,42.3,1.6,56.1
E00133594,48,1.8,50.2
E00133595,61.5,5.1,33.5
E00133596,55.4,2,42.6
E00133597,55.1,2,42.9
E00133621,66.7,2.6,30.7
E00133624,52.8,4.6,42.6
E00133626,53.9,9.6,36.4
E00133627,58,2.3,39.7
E00133628,59.2,2.5,38.3
E00133629,59.6,4.3,36.2
E00133630,44.6,4.5,50.9
E00133631,61,7.3,31.7
E00133632,58.5,6.9,34.6
E00133633,56,7.3,36.6
E00133634,47.3,5.8,46.9
E00133635,48.8,8.8,42.4
E00133652,61.3,2.1,36.6
E00133653,60.5,1.6,37.9
E00133654,44.3,0.4,55.3
E00133655,44.9,0.4,54.7
E00133656,59.1,1.1,39.8
E00133661,49.7,2.3,47.9
E00133662,54.2,2.3,43.5
E00133663,67.8,1.5,30.8
E00133664,50,0,50
E00133665,52.5,1.1,46.4
E00133666,60.9,1,38
E00133667,65.7,9.8,24.5
E00133669,75.7,3.5,20.9
E00133670,78,4.7,17.4
E00133671,32.8,4.4,62.7
E00133672,55.7,1.5,42.7
E00133673,62.5,7.3,30.2
E00133675,67.7,4.8,27.5
E00133676,60.2,2.5,37.3
E00133678,69.1,3.2,27.7
E00133680,62.1,2.5,35.4
E00133681,53.4,2.8,43.7
E00133734,49,1.9,49
E00133735,51.9,2.3,45.7
E00133736,60.8,1.9,37.3
E00133738,60,0.9,39.1
E00133739,62.3,1.9,35.8
E00133740,53.2,2.7,44.1
E00133741,44.2,0.4,55.4
E00133742,61.1,2.1,36.8
E00133743,59.9,4.4,35.7
E00133744,47.8,0,52.2
E00133745,58.9,1.6,39.5
E00133747,60.3,0.9,38.8
E00133748,48,3.3,48.7
E00133751,49.2,3.3,47.6
E00133752,57.2,3.6,39.1
E00133753,55.6,2.7,41.7
E00133754,59.1,2,38.9
E00133755,54,2.7,43.3
E00133756,58.6,2.7,38.8
E00133757,50.8,0.4,48.9
E00133786,55.7,1.8,42.5
E00133787,54.5,2.8,42.7
E00133788,59.4,0.8,39.8
E00133789,66.4,2.5,31.1
E00133790,59.8,0.4,39.9
E00133791,57.7,4.1,38.2
E00133792,69,0.5,30.5
E00133793,70.3,3.7,26
E00133801,58.4,2.2,39.5
E00133802,70.9,3.1,26
E00133803,68.4,0.9,30.8
E00133804,52.1,0,47.9
E00133805,56.5,3,40.5
E00133806,51.1,0.9,48
E00133807,72.9,4.5,22.6
E00133808,54.6,1.7,43.7
E00133809,48.3,2.3,49.4
E00133814,64.3,6.6,29
E00133815,59.4,6.4,34.2
E00133816,65,3.3,31.7
E00133817,62.8,4.1,33.1
E00133818,53.6,0,46.4
E00133819,67.6,4.5,27.8
E00133820,66.5,4.3,29.1
E00133821,67.1,6.6,26.3
E00133822,48.7,3.1,48.2
E00133823,70.9,5.4,23.6
E00133900,50,4.1,45.9
E00133901,60.9,0,39.1
E00133902,44.1,0.8,55
E00133903,56.7,1.5,41.8
E00133904,74.7,0.4,24.9
E00133905,52.5,4.9,42.6
E00133906,46.6,2.1,51.3
E00133911,61.9,1.1,37
E00133912,43.4,2.8,53.8
E00133916,65,3.7,31.3
E00133917,49.5,1.3,49.2
E00169399,80.3,2,17.6
E00169402,72.7,2.4,24.9
E00169403,49.6,1.8,48.6
E00169404,75.3,2.6,22
E00169406,77.5,2.8,19.7
E00169407,78.6,1.9,19.5
E00169408,75.1,1.7,23.2
E00169409,68.6,3.1,28.3
E00169410,75.4,4,20.6
E00169411,84.1,3.2,12.7
E00169412,54.5,0.8,44.7
E00169413,69.5,5.5,25
E00169414,50.7,3.8,45.5
E00169415,79.5,2.2,18.3
E00169417,72.1,2.1,25.8
E00169422,58.8,1.8,39.4
E00169423,64.2,0,35.8
E00172627,55.2,0.4,44.4
E00172628,17.4,3.3,79.4
E00185270,52.2,1.4,46.4
E00185280,63.8,7.1,29.1
E00185282,68.3,2.3,29.4
E00185305,78.5,0,21.5
E00185306,77.3,2.3,20.5
E00185308,88,0,12
E00185313,49.3,0,50.7
E00185333,79,3.1,18
E00185338,59,4.6,36.4
E00185364,68.8,5.9,25.3
E00185368,82.9,2.5,14.6
E00185374,76.7,2.6,20.7
E00185386,77.5,4.9,17.6
E00185398,72.8,2.5,24.7
E00185404,60.4,3,36.6
E00185410,75.8,2.3,22
E00185412,57.4,4.8,37.8
E00185437,67.8,3.1,29.1
E00185446,50.7,3.6,45.7
E00185453,77.5,1.1,21.4
E00185458,81.3,2.3,16.4
E00187388,77.7,0.5,21.7
E00187417,68.4,4.2,27.4
