areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00069551,5,65.3,26.7,3
E00069552,7.9,35.1,42.1,14.9
E00069553,9.4,43.8,35.2,11.7
E00069554,9,34.7,42.4,13.9
E00069556,0,69.4,26.5,4.1
E00069557,16.9,33.9,32.3,16.9
E00069558,7.4,31.9,41.5,19.3
E00069559,9.3,43,33.6,14
E00069565,0,20.2,48.8,31
E00069566,3.8,36.3,38.8,21.3
E00069567,9.6,39,40.7,10.7
E00069633,4.3,31,49.5,15.2
E00131493,7.9,37.7,42.4,11.9
E00133530,12.7,32.2,30.5,24.6
E00133532,5.7,22.6,50.9,20.8
E00133533,4.7,32.9,42.4,20
E00133536,7.7,25.1,44,23.2
E00133537,7.7,36.3,39.9,16.1
E00133553,7.1,43.8,35.7,13.4
E00133554,11.6,42.9,31.3,14.3
E00133558,6.8,32,43.5,17.7
E00133559,20.8,43.1,26.2,10
E00133560,5.5,35.8,47.7,11
E00133561,0,32.7,48.2,19.1
E00133562,6.4,41.3,35.8,16.5
E00133563,9.2,47.7,33.9,9.2
E00133564,4.3,31.1,38.8,25.8
E00133565,19.5,53,18.9,8.5
E00133566,13.1,37.7,31.1,18
E00133567,27.9,42.6,21.3,8.1
E00133568,24.8,48.2,24.1,2.9
E00133569,22.2,48.7,23.1,6
E00133570,33.3,45,17.5,4.2
E00133571,35.7,46.7,13.7,4
E00133572,33.1,38,22.9,6
E00133573,33.8,46.9,10.3,9
E00133575,35.2,39.8,17.2,7.8
E00133576,18,46.6,25.5,9.9
E00133578,23.3,45.9,26.3,4.5
E00133580,7.9,50.4,31.7,10.1
E00133581,9.6,43.2,35.2,12
E00133582,14.8,34.4,32,18.9
E00133583,12.8,40.2,41.9,5.1
E00133584,8,46.9,30.2,14.8
E00133585,15.4,45.1,27.8,11.7
E00133586,15.9,45.2,26.2,12.7
E00133587,13.6,41.6,34.4,10.4
E00133589,9.5,35.4,40.1,15
E00133590,50.5,38.7,9.7,1.1
E00133591,15.6,43.3,30.5,10.6
E00133592,10,37.5,38.3,14.2
E00133593,11.4,40.7,35.8,12.2
E00133594,10.3,44.4,32.5,12.8
E00133595,26,51.3,17.5,5.2
E00133596,5.9,35.6,41.5,16.9
E00133597,15.5,41.7,32.7,10.1
E00133621,13.3,41.4,38.3,7
E00133624,48.2,35.4,12.3,4.1
E00133626,26.4,43.6,24.5,5.5
E00133627,22.4,58.6,16.1,2.9
E00133628,17.3,49.6,28.1,5
E00133629,27.9,37.8,24.3,9.9
E00133630,29.2,47.5,19.2,4.2
E00133631,21.3,50,22.2,6.5
E00133632,25.2,43.2,16.2,15.3
E00133633,37,37,24.4,1.7
E00133634,36.5,40.4,18.3,4.8
E00133635,47.5,37.3,11.8,3.4
E00133652,5.2,42.8,36.4,15.6
E00133653,6.3,36.7,39.8,17.2
E00133654,7,38.6,39.5,14.9
E00133655,9.2,33.3,37.5,20
E00133656,6.4,35.1,40.4,18.1
E00133661,8.1,30.6,41.4,19.9
E00133662,11.3,36,36.4,16.2
E00133663,8.8,29.9,44.5,16.8
E00133664,6.2,28.4,35.8,29.6
E00133665,7.9,26.4,47.9,17.9
E00133666,12.1,40.2,33.6,14
E00133667,31.6,49.3,16.2,2.9
E00133669,27.5,49.6,18.3,4.6
E00133670,42.3,46.2,10.9,0.6
E00133671,29,46.4,18.8,5.8
E00133672,6.4,35.2,36.8,21.6
E00133673,53.2,40.3,6,0.4
E00133675,52.2,37.6,9.6,0.6
E00133676,26.1,43,25.4,5.6
E00133678,27.5,47.3,19.8,5.3
E00133680,11.5,36.3,38.2,14
E00133681,8,45.6,34.4,12
E00133734,3.3,22.3,47.9,26.4
E00133735,6.3,33.3,38.1,22.2
E00133736,6,26,46,22
E00133738,1.2,35.8,42,21
E00133739,2.4,26.2,46,25.4
E00133740,7.8,33.3,41.1,17.8
E00133741,20.4,40.1,34.5,4.9
E00133742,9.2,39.2,34.1,17.5
E00133743,9.2,33.7,33.7,23.4
E00133744,5,37,36.1,21.8
E00133745,13.1,39.4,34.3,13.1
E00133747,6.6,36.1,42.6,14.8
E00133748,7.4,42.6,37.8,12.2
E00133751,7.6,28.8,36.4,27.1
E00133752,6.2,26.2,38.5,29.2
E00133753,11.1,28.3,35.4,25.3
E00133754,7.4,25.3,34.7,32.6
E00133755,4.3,36.2,39.1,20.3
E00133756,13,45.9,29.5,11.6
E00133757,8.6,37.4,36,18
E00133786,7.5,36.4,43.9,12.1
E00133787,5.8,35.6,38.5,20.2
E00133788,10.4,36.4,36.4,16.9
E00133789,7.1,44.1,35.3,13.5
E00133790,4.8,33.3,44.2,17.7
E00133791,16,42.4,32.8,8.8
E00133792,6.9,45.8,38.9,8.4
E00133793,7,35.9,37.3,19.7
E00133801,4.6,29.4,44.2,21.8
E00133802,5.1,33.1,44.9,16.9
E00133803,5.4,43.1,36.2,15.4
E00133804,10.1,36.4,34.3,19.2
E00133805,8.1,36,32,23.8
E00133806,14.1,34.7,37.1,14.1
E00133807,5.6,33.1,41.5,19.7
E00133808,5.6,38.9,34.7,20.8
E00133809,15.1,38.4,30.2,16.3
E00133814,50.3,35.9,12.4,1.3
E00133815,28.2,47.9,19.6,4.3
E00133816,23.4,50.4,21.3,5
E00133817,35.6,50.5,10.4,3.5
E00133818,11.5,42.7,36.6,9.2
E00133819,12.9,42.9,32.9,11.2
E00133820,20.2,50.8,25,4
E00133821,29.3,41.4,25.6,3.8
E00133822,9.6,40.9,36.5,13
E00133823,20.8,58.4,15.2,5.6
E00133900,7.4,41.8,36.1,14.8
E00133901,4.6,30.5,49,15.9
E00133902,12.6,40.9,30.7,15.7
E00133903,4.4,24.1,50.4,21.2
E00133904,6,38.3,45.9,9.8
E00133905,2.3,42.2,39.8,15.6
E00133906,9.6,31.6,39.5,19.3
E00133911,5.4,34.9,45,14.8
E00133912,12.6,37.9,36.9,12.6
E00133916,5.6,39.5,41.1,13.7
E00133917,10,39.3,35.8,14.9
E00169399,16,56.3,25,2.8
E00169402,6.2,47.3,37.2,9.3
E00169403,12.6,40.2,38.6,8.7
E00169404,6,45.7,36.2,12.1
E00169406,8.9,49.2,34.7,7.3
E00169407,11.8,46.1,34.3,7.8
E00169408,5.7,40.3,44.7,9.4
E00169409,7.8,41.4,35.3,15.5
E00169410,4.5,40.1,42,13.4
E00169411,7.3,55.3,32.5,4.9
E00169412,17.4,34.8,37.7,10.1
E00169413,22.2,48.4,27.8,1.6
E00169414,18.1,52.1,20.2,9.6
E00169415,7.9,53.6,35.1,3.3
E00169417,19.7,47.4,23,9.9
E00169422,6.2,29.6,46.9,17.3
E00169423,4,43.4,37.4,15.2
E00172627,5.2,24.1,52.6,18.1
E00172628,3.2,38.1,42.9,15.9
E00185270,41.4,37.4,20.2,1
E00185280,14.9,58.1,24.3,2.7
E00185282,7.4,41.3,43,8.3
E00185305,0,34,61.7,4.3
E00185306,3.3,45.8,47.5,3.3
E00185308,1,36,53.2,9.9
E00185313,10.2,39.8,38.1,11.9
E00185333,6.9,42.8,39.6,10.7
E00185338,21.4,43.8,30.4,4.5
E00185364,12.4,51,28.7,7.9
E00185368,4.5,37.9,53.6,4
E00185374,4.9,42.6,41,11.5
E00185386,33.2,48.2,16.1,2.5
E00185398,21.1,36.8,34.2,7.9
