areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00069551,11.7,21.4,27.2,39.8
E00069552,19.3,47.4,14.9,18.4
E00069553,22.2,45.2,14.3,18.3
E00069554,25,50,11.1,13.9
E00069556,10.5,23.2,14.7,51.6
E00069557,41.6,38.4,8,12
E00069558,23,48.9,11.1,17
E00069559,38.3,36.4,13.1,12.1
E00069565,16.5,55.3,12.9,15.3
E00069566,19.9,40.4,15.5,24.2
E00069567,20.7,40.2,24.6,14.5
E00069633,21.3,41,15.3,22.4
E00131493,24.7,48.7,12,14.7
E00133530,30.5,44.9,13.6,11
E00133532,13.2,50.9,22.6,13.2
E00133533,24.1,48.2,14.5,13.3
E00133536,18.7,40.7,22,18.7
E00133537,16.6,54.4,13,16
E00133553,30.6,38.7,13.5,17.1
E00133554,27.4,39.8,12.4,20.4
E00133558,20.7,36.6,18.6,24.1
E00133559,30.8,37.7,18.5,13.1
E00133560,16.2,45,18.9,19.8
E00133561,12.7,46.4,14.5,26.4
E00133562,15.6,66.1,10.1,8.3
E00133563,30.9,50,7.3,11.8
E00133564,24.6,42.5,17.4,15.5
E00133565,47.9,38.7,6.7,6.7
E00133566,26.4,35.5,17.4,20.7
E00133567,31.1,33.3,17,18.5
E00133568,37.2,30.7,13.1,19
E00133569,31.4,38.1,11,19.5
E00133570,45.5,27.6,15.4,11.4
E00133571,49.6,32.2,9.1,9.1
E00133572,44.6,25.3,15.1,15.1
E00133573,54.5,28,11.2,6.3
E00133575,52.3,27.3,9.8,10.6
E00133576,36,36.6,15.5,11.8
E00133578,27.5,53.4,11.5,7.6
E00133580,27.1,31.4,18.6,22.9
E00133581,22.2,47.6,20.6,9.5
E00133582,26.2,44.3,14.8,14.8
E00133583,24.3,43.5,20,12.2
E00133584,20.4,38.3,25.1,16.2
E00133585,33.3,38.9,9.9,17.9
E00133586,31.7,43.7,11.1,13.5
E00133587,27.2,43.2,11.2,18.4
E00133589,24.2,43,16.8,16.1
E00133590,69.6,17.4,4.3,8.7
E00133591,34.8,36.9,12.1,16.3
E00133592,26.7,29.2,19.2,25
E00133593,22.8,54.5,9.8,13
E00133594,28.7,46.1,11.3,13.9
E00133595,35.7,26.6,18.2,19.5
E00133596,15.4,45.3,18.8,20.5
E00133597,29.8,30.4,14,25.7
E00133621,13,44.3,23.7,19.1
E00133624,19,40.5,19,21.5
E00133626,13.5,31.5,16.2,38.7
E00133627,34.5,28.7,18.4,18.4
E00133628,22.5,29,18.8,29.7
E00133629,13.5,22.5,27.9,36
E00133630,38,28.9,5.8,27.3
E00133631,15.9,29,16.8,38.3
E00133632,8.8,21.2,28.3,41.6
E00133633,25,23.3,21.7,30
E00133634,23.1,31.7,22.1,23.1
E00133635,20.1,35.3,23.5,21.1
E00133652,27.6,37.9,13.2,21.3
E00133653,17.1,51.2,15.5,16.3
E00133654,25.4,50,5.9,18.6
E00133655,24,43.8,18.2,14
E00133656,24.7,48.4,14,12.9
E00133661,16.8,53.2,13.7,16.3
E00133662,27.3,38.8,15.9,18
E00133663,23.4,43.1,14.6,19
E00133664,23.8,58.8,12.5,5
E00133665,18.1,58.7,11.6,11.6
E00133666,35.5,41.1,11.2,12.1
E00133667,29.4,37.5,19.9,13.2
E00133669,31.8,31.8,23.5,12.9
E00133670,48.7,32.1,14.1,5.1
E00133671,56.7,33.3,4.3,5.7
E00133672,17.6,52,12.8,17.6
E00133673,60.1,25.8,7.7,6.4
E00133675,54.1,28.9,10.7,6.3
E00133676,23.6,41,16.7,18.8
E00133678,24.8,37.2,21.7,16.3
E00133680,21.8,42.3,19.9,16
E00133681,26.4,40,16,17.6
E00133734,20.7,47.1,9.9,22.3
E00133735,21,45.2,19.4,14.5
E00133736,16.6,38.7,17.1,27.6
E00133738,22.6,39.6,17.7,20.1
E00133739,19.8,45.2,15.9,19
E00133740,21.7,45.7,18.5,14.1
E00133741,32.9,46.9,11.2,9.1
E00133742,26,31.1,26,16.9
E00133743,26.6,39.7,16.3,17.4
E00133744,20.2,55.5,10.1,14.3
E00133745,33.3,32.6,13.3,20.7
E00133747,26.2,45.9,13.1,14.8
E00133748,24.2,55,9.4,11.4
E00133751,20,48.8,12,19.2
E00133752,15.6,53.1,18.8,12.5
E00133753,26.8,48.5,13.4,11.3
E00133754,19.1,54.3,11.7,14.9
E00133755,18.8,47.8,10.1,23.2
E00133756,35.9,33.1,9.7,21.4
E00133757,29,42,12.3,16.7
E00133786,17.3,47.3,17.3,18.2
E00133787,22.6,48.6,13.5,15.4
E00133788,32.5,41.6,14.3,11.7
E00133789,31.5,36.9,15.5,16.1
E00133790,26,41.3,16,16.7
E00133791,32.8,28.8,19.2,19.2
E00133792,42.4,34.1,14.4,9.1
E00133793,29.9,42.4,11.8,16
E00133801,18.7,44.4,15.2,21.7
E00133802,25.2,36.1,15.1,23.5
E00133803,34.4,32.1,14.5,19.1
E00133804,23,51,14,12
E00133805,18.7,40.9,18.1,22.2
E00133806,28.8,44.7,11.2,15.3
E00133807,23.3,30.8,24.7,21.2
E00133808,21.1,42.3,20.4,16.2
E00133809,29.1,27.9,15.1,27.9
E00133814,55.3,22.4,13.2,9.2
E00133815,40.4,31.1,18,10.6
E00133816,33.6,36.4,14.3,15.7
E00133817,58.3,28.6,9,4
E00133818,28,44.7,12.1,15.2
E00133819,31.8,34.7,17.6,15.9
