geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00000029,66.7,18.7,13.8,0.8
E00000030,44.6,27.3,23,5
E00000031,48.7,47.4,3.8,0
E00000032,42.4,25.2,32.4,0
E00008742,26.2,52.4,18.5,3
E00008743,11.5,56.8,27,4.7
E00008744,36.1,40.7,17.6,5.6
E00008745,34.3,39.1,22.2,4.3
E00008746,25.7,33.1,36,5.1
E00008747,29.1,39.3,28.2,3.4
E00008748,18.1,33.1,42.5,6.3
E00008828,47.9,25.7,21.4,5
E00008829,41.2,24.3,23,11.5
E00008833,47.3,24,20.4,8.4
E00008834,45.8,44.6,6.2,3.4
E00008840,31.5,39.4,28.5,0.6
E00008841,29.4,39,25,6.6
E00008842,23.7,53.7,18.6,4
E00008844,22.2,46.7,29.6,1.5
E00008846,16,34.5,34,15.5
E00008847,3.6,60.4,21.6,14.4
E00008848,29.3,35,17.9,17.9
E00008849,41.1,4.7,50.5,3.7
E00008850,7.7,70.4,19,2.8
E00008851,25.2,47.8,14.8,12.2
E00008852,41.1,44,9.1,5.7
E00008853,43.7,45.6,9.7,1
E00008854,27.3,33.3,30.3,9.1
E00008856,8.7,29.6,50.4,11.3
E00008857,33,49.5,13.7,3.8
E00008858,29.8,14.5,50.8,4.8
E00008859,18.3,33.6,45.8,2.3
E00008860,21.7,24.2,41,13
E00008861,29.9,61.5,7.5,1.1
E00008864,46,39.4,13.1,1.5
E00008865,6.7,43.7,35.3,14.3
E00008867,41.3,24.5,29.7,4.5
E00008868,65.4,26.9,7.7,0
E00008869,19.3,45.9,33,1.8
E00008870,9.2,43.8,39.2,7.7
E00008872,34.9,47.4,13.8,3.9
E00008874,24.5,53.8,18.8,2.9
E00008878,28.1,54.4,15.8,1.8
E00008880,23.1,70.9,5.2,0.7
E00008881,23.1,56.7,15.4,4.8
E00008882,35.2,30.3,29.7,4.8
E00008883,39.3,48.7,11.3,0.7
E00008884,66.9,13.1,13.1,6.9
E00008887,35.9,39.3,10.3,14.5
E00008893,54.1,19.4,18.4,8.2
E00008894,15.8,45.6,28.1,10.5
E00008895,34.6,37,11.8,16.5
E00008897,27.9,59.6,11,1.5
E00008898,27.6,23.6,37,11.8
E00008899,37.3,50,7.6,5.1
E00008900,32.5,41.5,16.3,9.8
E00008901,16.8,37.2,38.9,7.1
E00008902,12.4,23.8,54.3,9.5
E00009176,35.2,22.4,27.2,15.2
E00009177,13.3,24.2,48.3,14.2
E00009178,40.3,32.8,21,5.9
E00021141,42.7,11.1,20.5,25.6
E00021143,11.5,48.2,28.8,11.5
E00021145,36.7,43.9,9.2,10.2
E00021146,23.8,63.1,7.4,5.7
E00021147,15.8,30.3,42.1,11.8
E00021148,33.3,9.5,47.6,9.5
E00021149,32.8,32.8,29.3,5.2
E00021150,16.7,54.6,20.4,8.3
E00021151,34.2,41.4,17.1,7.2
E00021152,35.8,27.7,25.8,10.7
E00021153,42,23.9,20.3,13.8
E00021154,24.8,40.6,17.6,17
E00021155,42.4,45,11.3,1.3
E00021156,60.7,26.9,6.9,5.5
E00021157,25.5,38.7,28.3,7.5
E00021158,22,35,26,17
E00021159,33.3,27.6,32.9,6.1
E00021160,17.9,54.7,19.8,7.5
E00021161,16.2,38.5,30.4,14.9
E00021162,26.7,24.8,11.9,36.6
E00021163,29.6,22.6,40.3,7.5
E00021164,27.3,55.9,15.4,1.4
E00021165,27.5,28.9,31,12.7
E00021166,3.4,27.6,47.4,21.6
E00021167,26.9,30,34.6,8.5
E00021168,28.2,54,9.2,8.6
E00021169,20.8,56.2,15.2,7.9
E00021170,20.9,56.9,13.1,9.2
E00021172,32.2,28,29.7,10.2
E00021173,21.7,26.3,38.3,13.7
E00021174,61.2,30.6,8.3,0
E00021175,30.6,41.2,27.6,0.6
E00021176,23.2,26.1,38.7,12
E00021177,20.9,41,29.9,8.2
E00021179,41.9,32.6,13.2,12.4
E00021180,39.3,36.9,16.1,7.7
E00021181,35.5,33.6,25.2,5.6
E00021182,41.5,25.1,25.1,8.2
E00021183,47.5,39,9.9,3.5
E00021184,58.2,25.4,11.9,4.5
E00021185,25.2,32.3,33.9,8.7
E00021186,39,22.7,30.2,8.1
E00021187,3.3,68.1,26.4,2.2
E00021188,42.5,12.3,21.7,23.6
E00021189,20.8,12.5,45.8,20.8
E00021190,22.5,49.3,15.4,12.8
E00021191,50,43.5,6.5,0
E00021192,24.8,36.7,31.2,7.3
E00021193,33.8,48.7,11,6.5
E00021194,32.1,35.1,19,13.7
E00021195,0.9,50.5,38.3,10.3
E00021196,16.5,46.8,33,3.7
E00021198,10.2,36.7,41.8,11.2
E00021199,58.3,29.6,10.2,1.9
E00021200,26.3,36.4,29.7,7.6
E00021201,32.7,31.9,21.2,14.2
E00021202,17.7,52.1,24,6.3
E00021203,36.9,23.5,28.2,11.4
E00021204,37.6,24.3,20.8,17.3
E00021205,24.2,28.8,27.3,19.7
E00021206,30.1,41.1,23.3,5.5
E00021207,82.4,15.5,2.1,0
E00021208,30,30.9,25.5,13.6
E00021209,29.3,38.7,25.3,6.7
E00021210,22.1,27.3,20.8,29.9
E00021211,37.8,33.6,22.4,6.3
E00021212,14.9,48.6,20.3,16.2
E00021213,32.8,34.4,19.1,13.7
E00021214,12.4,65.1,10.7,11.8
E00021215,48.5,28.4,15.4,7.7
E00021216,59.5,26.4,10.1,4.1
E00021441,8.1,25.8,52.4,13.7
E00021442,11.7,25.8,56.7,5.8
E00021443,28.7,25.5,39.4,6.4
E00021448,15,77.4,7.5,0
E00021449,27.3,21.9,33.6,17.2
E00021450,0,31.9,53.6,14.5
E00021451,22.2,63,11.9,3
E00021452,47.1,41.2,6.9,4.9
E00021453,24.4,24.4,39.8,11.4
E00021454,10.1,47.7,38.5,3.7
E00021455,24.8,56.2,13.1,5.8
E00021458,62,25.3,5.3,7.3
E00021459,54,33.1,12.9,0
E00021460,28.5,53.9,11.5,6.1
E00021461,36.6,56.3,5.4,1.8
E00021462,41.3,39.7,15.1,4
E00021463,30.6,35.5,24,9.9
E00021464,28.9,52.1,17.4,1.7
E00021465,2.4,58.1,31.5,8.1
E00021468,33.9,28.7,27,10.4
E00021469,17.5,25.2,39.9,17.5
E00021470,23.3,38.8,12.6,25.2
E00021471,12.9,66.1,14.5,6.5
E00021475,17.9,33.9,33.3,14.9
E00021561,61,26,8.9,4.1
E00021562,41.9,16.9,28.7,12.5
E00021564,22.1,26.2,32.8,18.9
E00021566,22.5,30.2,21.7,25.6
E00021567,16.4,34.9,36.8,11.8
E00021569,22.5,43.6,24.8,9.2
E00021572,19.3,48.1,24.4,8.1
E00021574,21.4,17.9,35.7,25
E00021577,42.9,42.9,10.1,4.2
E00021583,27.3,38,25.1,9.6
E00021586,2.7,73.8,19.5,4
E00021587,3.8,56.9,33.8,5.4
E00021588,43.5,51.9,3.2,1.3
E00021590,23.4,30.5,37.6,8.5
E00021592,7.1,34.3,50.5,8.1
E00021593,81.4,3.1,10.9,4.7
E00021594,24.4,8.9,50.4,16.3
E00021595,38.1,19.6,34,8.2
E00021616,24.3,34.5,35.4,5.8
E00021617,47.5,44,7.8,0.7
E00021618,30.8,61.5,5.8,1.9
E00021621,33.6,41.8,4.9,19.7
E00021637,3,77.1,13.9,6
E00021639,27.8,13.9,31.6,26.6
E00021640,23.9,47.8,19.6,8.7
E00021641,30.8,30.1,14.7,24.5
E00021642,34.1,49.6,13.8,2.4
E00021643,27.4,49.1,21.7,1.9
E00021644,35.8,16.7,30.2,17.3
E00021646,21.8,47.1,21,10.1
E00021648,30,32,21,17
E00021649,20.3,44.1,29.7,5.9
E00021650,27,43.5,22.6,7
E00021652,26.7,57.3,14.5,1.5
E00021653,33.3,51.9,8.6,6.2
E00021654,41.5,30,22.3,6.2
E00021655,31.1,36.4,23.8,8.6
E00021656,8.5,33.3,39,19.2
E00021657,27.5,63.7,5.9,2.9
E00021659,47.3,33.7,13,6
E00021660,33.3,23.9,36.8,6
E00021661,41.5,25,11.9,21.6
E00021662,10.6,29.1,44.4,15.9
E00021663,66.2,30,3.8,0
E00021665,19.1,39.7,32.6,8.5
E00021667,29.6,40.1,17.8,12.5
E00021668,47.9,36.7,14,1.4
E00021669,19.7,38.2,25,17.1
E00021670,8.1,62.6,23.6,5.7
E00021671,15.2,30.4,40.2,14.1
E00021672,25.2,31,23.9,20
E00021673,33,37.7,19.8,9.4
E00021674,46.1,35.8,12.7,5.5
E00021675,24.3,36.2,28.9,10.5
E00021676,50.8,43.5,4.8,0.8
E00021677,34.5,35.4,23.9,6.2
E00021678,18,35.4,31.7,14.8
E00021679,16.3,40,31.9,11.9
E00021680,18.8,31.7,29.8,19.7
E00021681,45.9,45.9,3,5.3
E00021682,33.3,7.6,25.8,33.3
E00021683,27.3,29.5,21.6,21.6
E00021685,34.1,47.1,8,10.9
E00021686,55.4,28,12.5,4.2
E00021687,45.6,29.4,11.7,13.3
E00021688,37.9,36.2,12.6,13.2
E00021690,33.2,36,22.7,8.1
E00021691,31.1,51.1,15.8,2.1
E00021692,29.7,54.4,11,4.9
E00021693,41.4,41.9,12.6,4.2
E00021694,25,38.5,21.6,14.9
E00021695,20.6,43.5,24.1,11.8
E00021697,32.7,56,8.9,2.4
E00021698,16.7,52.8,27.8,2.8
E00021699,42.5,35.9,13.8,7.8
E00021700,41.2,25.7,17.1,16
E00021701,9.2,35.7,30.8,24.3
E00021702,0.8,60.5,33.6,5
E00021703,38.8,32.9,19.8,8.4
E00021704,28.5,63,4.8,3.6
E00021705,4.2,59.7,27.1,9
E00021706,29.9,26.8,23.7,19.6
E00021707,23.9,45.8,23.2,7
E00021708,13.9,49,24.5,12.6
E00021709,19.3,49.5,24.8,6.4
E00021710,21.5,23.4,43,12.1
E00021711,32.7,43.9,16.6,6.8
E00021712,55.7,29,9.2,6.1
E00021713,32.3,34.4,25,8.3
E00021714,49.4,27.6,13.8,9.2
E00021715,35.5,38.7,20.2,5.6
E00021716,0,50,40,10
E00021717,38.5,30.2,18.8,12.5
E00021718,30.8,39.6,22.5,7.1
E00021719,5.9,49,33.3,11.8
E00021722,58,27.5,8.7,5.8
E00021723,17.9,45,29.3,7.9
E00021724,27.7,41.1,17.9,13.4
E00021725,20.4,48.5,23.3,7.8
E00021726,30.4,62.7,4.9,2
E00021727,40.6,31.1,17.9,10.4
E00021728,34.2,33.3,27,5.4
E00021729,31.2,42.9,24.7,1.3
E00021730,25.3,35.6,35.6,3.4
E00021731,25.9,60.6,11.2,2.4
E00021732,11.7,51.1,30.9,6.4
E00021736,6,47.8,32.8,13.4
E00021737,14,71,10.3,4.7
E00021738,34,26,20,20
E00021740,30.8,48.5,17.7,3.1
E00021741,38.3,56.1,4.7,0.9
E00021742,35.6,31.7,23.3,9.4
E00021743,48.7,35.3,9.3,6.7
E00021745,36.6,41.6,17.8,4
E00021746,48.5,49.2,2.3,0
E00021748,44,20.8,19.8,15.5
E00021752,27.8,30.1,20.3,21.8
E00021753,36.2,43.8,10.5,9.5
E00021754,19.8,54.9,23.1,2.2
E00021755,12.1,32.9,22.9,32.1
E00021756,49,32.4,15.7,2.9
E00021757,53.1,19.5,21.1,6.3
E00021758,40.7,38.6,4.3,16.4
E00021759,25.4,32.8,23,18.9
E00021760,46,28.2,22.6,3.2
E00021761,32,48.5,8.2,11.3
E00021762,27.7,38.5,29.2,4.6
E00021763,13.6,42.7,28.2,15.5
E00021764,13.9,11.3,18.3,56.5
E00021766,12.2,24.4,32.5,30.9
E00021767,36.1,51.1,10.5,2.3
E00166755,50.8,30.6,6.6,12
E00167094,43.6,42.9,12.8,0.8
E00167095,48.3,10,10.8,30.8
E00167098,60.6,36.6,1.4,1.4
E00167099,48.3,44.1,7.6,0
E00167100,32.3,41.6,18.6,7.5
E00167101,53.8,36.7,8.9,0.6
E00167102,38.3,44,15.8,1.9
E00167166,37.4,34.1,18.7,9.8
E00167168,35.6,53,9.4,2
E00167169,50.6,35.6,5.7,8
E00167171,37.4,43.6,16,3.1
E00167172,62.5,27.8,9,0.7
E00167173,32.4,34.5,6.5,26.6
E00167178,23.7,54,15.1,7.2
E00167179,44.2,34.7,14.7,6.3
E00167205,25.9,53.4,14.7,6
E00167206,4.1,50.4,34.7,10.7
E00167207,15.2,57.1,21.4,6.3
E00167221,39.1,33.9,13.8,13.2
E00167222,23.2,35.8,25.3,15.8
E00167224,45.1,41.5,11,2.4
E00167225,26.4,31.1,25.5,17
E00167226,54.6,41.2,4.2,0
E00167241,15.2,28.8,45.6,10.4
E00167244,48.6,28.8,16.4,6.2
E00167245,36.8,32.1,13.2,17.9
E00167252,24.8,53.9,17,4.3
E00167260,20.6,32.8,27.5,19.1
E00167261,25.5,38.5,18.6,17.4
E00174770,32.6,60,7.4,0
E00174772,45.4,45.4,8.4,0.8
E00176237,43.4,39.6,14.2,2.8
E00176238,48.1,43.4,4.7,3.8
E00176241,42.3,22.7,32,3.1
E00176242,35.4,48.8,15.2,0.6
E00176248,36.4,35.5,6.4,21.8
E00176249,31.1,44.3,14.2,10.4
E00176260,37.7,50.9,9.6,1.8
E00176261,29.6,55.6,11.1,3.7
E00176266,45.3,32.6,14,8.1
E00176275,33.7,40.4,15.4,10.6
E00176276,38.1,36.5,20.6,4.8
E00176278,38,40.3,19.4,2.3
E00176305,50.7,33.6,11.2,4.5
E00176309,29.1,51.5,16.5,2.9
E00176310,29.7,55.9,10.8,3.6
E00176311,55.1,32.1,10.3,2.6
E00176312,40.2,49.5,6.2,4.1
E00176333,23.3,39.5,26.7,10.5
E00183730,44.2,40,9.6,6.3
E00183734,41.4,45,11,2.6
E00183737,52,40.8,6.4,0.8
E00183739,34.2,45.9,12.6,7.2
E00183740,58,35.7,5.1,1.3
E00183741,20.4,51.3,21.2,7.1
E00183743,54.1,34.6,11.3,0
E00183744,44.7,35.8,17.9,1.6
E00183745,40,34.8,16.3,8.9
E00183746,43.9,43.9,10.3,1.9
E00183747,53.2,42.2,4.5,0
E00183748,46.6,43.2,8.1,2
E00183761,44.5,45.2,9.7,0.6
E00183774,31,38,31,0
E00183779,6.7,55.5,30.3,7.6
E00183782,26.7,33.7,29.7,9.9
E00183783,51.5,36.9,4.9,6.8
E00183787,34.1,38.9,23.8,3.2
E00183799,44.9,43.6,8.3,3.2
E00183804,39.8,45.9,12,2.3
E00183806,30.2,47.9,15.6,6.3
E00183808,47.1,10.1,30.3,12.6
E00183810,47.8,38.8,11.9,1.5
E00183811,57,29,11,3
E00183812,30.3,24.8,37.6,7.3
E00183819,36.6,32.8,23.7,6.9
E00183820,47.7,33.8,16.9,1.5
E00183828,29.9,44,22.8,3.3
E00183829,44.6,21.7,16.9,16.9
E00183838,56.1,37.4,5,1.4
E00183853,41.8,34.9,15.8,7.5
E00183855,51.8,35.3,9.4,3.6
E00183862,49.6,32.4,12.9,5
E00183889,15.9,31.9,24.8,27.4
E00183893,43.5,32.1,18.3,6.1
E00183904,38.7,43.7,14.3,3.4
E00183913,53,27.3,16.7,3
E00183926,43.8,41.7,10.4,4.2
E00183964,44.6,30.7,15.8,8.9
E00183966,43.2,18.4,24,14.4
E00183968,40,31.4,20,8.6
E00183979,40.4,43.9,14,1.8
E00183994,84.4,8.3,0.9,6.4
E00184003,3.4,16.9,40.7,39
E00184016,47.7,49.2,3.1,0
E00184020,33.8,42.9,19.5,3.8
E00184054,45.1,35.3,12.8,6.8
E00184056,50,18.8,15.6,15.6
E00184064,20.6,50,29.4,0
E00184069,31.9,21.6,19.8,26.7
E00184091,43.3,33.3,12.5,10.8
E00184094,19.2,61.6,13.6,5.6
E00184099,5.2,8.6,51.7,34.5
E00184106,58.8,37.8,0.8,2.5
E00184112,26,44.7,25.3,4
E00184124,38.7,12.6,17.6,31.1
E00184129,2.3,29.1,40.7,27.9
E00184132,15.3,73.9,9.9,0.9
E00184135,18.5,50.7,20.5,10.3
E00184136,32,40.8,22.3,4.9
E00190013,40,39.1,13.6,7.3
E00190014,19.1,52.8,15.1,13.1
E00190449,57.2,37.1,3.8,1.9
E00190458,46.2,39.2,11.9,2.8
