geography_code,in_full_time_education-001,in_full_time_education-002
E00000029,28.1,71.9
E00000030,22.4,77.6
E00000031,20.9,79.1
E00000032,23.5,76.5
E00008742,18.6,81.4
E00008743,32.3,67.7
E00008744,26.8,73.2
E00008745,12.6,87.4
E00008746,24.3,75.7
E00008747,22.9,77.1
E00008748,24.9,75.1
E00008828,15.9,84.1
E00008829,12.1,87.9
E00008833,13.7,86.3
E00008834,38.8,61.2
E00008840,17.3,82.7
E00008841,22.9,77.1
E00008842,18,82
E00008844,31.5,68.5
E00008846,18.7,81.3
E00008847,21.5,78.5
E00008848,24.4,75.6
E00008849,23.8,76.2
E00008850,27.7,72.3
E00008851,27.1,72.9
E00008852,11.8,88.2
E00008853,17.5,82.5
E00008854,16.7,83.3
E00008856,29.7,70.3
E00008857,19.6,80.4
E00008858,22.1,77.9
E00008859,26.3,73.7
E00008860,22.3,77.7
E00008861,32.6,67.4
E00008864,19.9,80.1
E00008865,24.7,75.3
E00008867,14.3,85.7
E00008868,13.1,86.9
E00008869,35.3,64.7
E00008870,22.8,77.2
E00008872,9.5,90.5
E00008874,30.5,69.5
E00008878,17.3,82.7
E00008880,25.7,74.3
E00008881,18.6,81.4
E00008882,14,86
E00008883,22.9,77.1
E00008884,10.6,89.4
E00008887,27,73
E00008893,19.9,80.1
E00008894,29.8,70.2
E00008895,22.9,77.1
E00008897,21.6,78.4
E00008898,29.2,70.8
E00008899,28.4,71.6
E00008900,23.8,76.2
E00008901,29.6,70.4
E00008902,21.5,78.5
E00009176,17,83
E00009177,20.2,79.8
E00009178,12.7,87.3
E00021141,22.6,77.4
E00021143,32.2,67.8
E00021145,14.5,85.5
E00021146,49.8,50.2
E00021147,16.9,83.1
E00021148,19,81
E00021149,26.5,73.5
E00021150,30.7,69.3
E00021151,17.6,82.4
E00021152,20,80
E00021153,8.7,91.3
E00021154,22.7,77.3
E00021155,12.1,87.9
E00021156,18.3,81.7
E00021157,30,70
E00021158,27.6,72.4
E00021159,19.3,80.7
E00021160,26.6,73.4
E00021161,20.9,79.1
E00021162,15.7,84.3
E00021163,19.5,80.5
E00021164,26.6,73.4
E00021165,27.8,72.2
E00021166,26.6,73.4
E00021167,21.7,78.3
E00021168,8.9,91.1
E00021169,20.3,79.7
E00021170,26.5,73.5
E00021172,10.3,89.7
E00021173,21.7,78.3
E00021174,4.9,95.1
E00021175,18.4,81.6
E00021176,27.4,72.6
E00021177,31.5,68.5
E00021179,17.8,82.2
E00021180,29.9,70.1
E00021181,21.8,78.2
E00021182,18.8,81.2
E00021183,10.7,89.3
E00021184,21.8,78.2
E00021185,19.7,80.3
E00021186,20.6,79.4
E00021187,37.4,62.6
E00021188,9.8,90.2
E00021189,22.4,77.6
E00021190,24,76
E00021191,26.4,73.6
E00021192,31.8,68.2
E00021193,14.4,85.6
E00021194,27.2,72.8
E00021195,24.8,75.2
E00021196,32.1,67.9
E00021198,25.2,74.8
E00021199,29.6,70.4
E00021200,22.9,77.1
E00021201,25.1,74.9
E00021202,31,69
E00021203,26.4,73.6
E00021204,22.2,77.8
E00021205,24.4,75.6
E00021206,38.6,61.4
E00021207,8.5,91.5
E00021208,26,74
E00021209,33.3,66.7
E00021210,22.6,77.4
E00021211,19,81
E00021212,29.5,70.5
E00021213,30.9,69.1
E00021214,41.9,58.1
E00021215,33.6,66.4
E00021216,25.6,74.4
E00021441,19.5,80.5
E00021442,20.7,79.3
E00021443,21.9,78.1
E00021448,25.8,74.2
E00021449,17.5,82.5
E00021450,12.7,87.3
E00021451,36.7,63.3
E00021452,22.1,77.9
E00021453,15,85
E00021454,30.3,69.7
E00021455,30.8,69.2
E00021458,7.8,92.2
E00021459,19.7,80.3
E00021460,17.2,82.8
E00021461,15,85
E00021462,27.7,72.3
E00021463,27.2,72.8
E00021464,27.7,72.3
E00021465,29.7,70.3
E00021468,28.1,71.9
E00021469,32.4,67.6
E00021470,31.4,68.6
E00021471,32.7,67.3
E00021475,21.5,78.5
E00021561,21.7,78.3
E00021562,23.3,76.7
E00021564,30.8,69.2
E00021566,24,76
E00021567,19.3,80.7
E00021569,27,73
E00021572,30.2,69.8
E00021574,27.1,72.9
E00021577,25,75
E00021583,27.5,72.5
E00021586,34.2,65.8
E00021587,31.6,68.4
E00021588,30.6,69.4
E00021590,28.6,71.4
E00021592,24.4,75.6
E00021593,11.5,88.5
E00021594,30,70
E00021595,25,75
E00021616,28.3,71.7
E00021617,10.6,89.4
E00021618,40.3,59.7
E00021621,26.8,73.2
E00021637,28.5,71.5
E00021639,26.9,73.1
E00021640,28.2,71.8
E00021641,22.3,77.7
E00021642,31,69
E00021643,26.4,73.6
E00021644,27,73
E00021646,33.1,66.9
E00021648,14.1,85.9
E00021649,25,75
E00021650,14.3,85.7
E00021652,9.7,90.3
E00021653,32.1,67.9
E00021654,28.3,71.7
E00021655,29.9,70.1
E00021656,31.8,68.2
E00021657,6.1,93.9
E00021659,26.2,73.8
E00021660,26.5,73.5
E00021661,22.8,77.2
E00021662,25.8,74.2
E00021663,14.5,85.5
E00021665,31.1,68.9
E00021667,27.9,72.1
E00021668,17.9,82.1
E00021669,32.6,67.4
E00021670,36.3,63.7
E00021671,27.4,72.6
E00021672,18.2,81.8
E00021673,18.2,81.8
E00021674,21.8,78.2
E00021675,28.3,71.7
E00021676,10.3,89.7
E00021677,19.6,80.4
E00021678,21.5,78.5
E00021679,24.3,75.7
E00021680,20.6,79.4
E00021681,13.2,86.8
E00021682,26.3,73.7
E00021683,27.9,72.1
E00021685,30.1,69.9
E00021686,16,84
E00021687,20.2,79.8
E00021688,23.3,76.7
E00021690,26,74
E00021691,25.1,74.9
E00021692,11,89
E00021693,19.9,80.1
E00021694,26.2,73.8
E00021695,10.6,89.4
E00021697,19.8,80.2
E00021698,10.5,89.5
E00021699,22,78
E00021700,24.6,75.4
E00021701,14.2,85.8
E00021702,34.4,65.6
E00021703,18.2,81.8
E00021704,26,74
E00021705,28.3,71.7
E00021706,27.2,72.8
E00021707,26.3,73.7
E00021708,21.9,78.1
E00021709,25.2,74.8
E00021710,24,76
E00021711,18.5,81.5
E00021712,8.8,91.2
E00021713,30.6,69.4
E00021714,15.7,84.3
E00021715,23.5,76.5
E00021716,17.4,82.6
E00021717,20.6,79.4
E00021718,13.7,86.3
E00021719,30,70
E00021722,13.2,86.8
E00021723,23.4,76.6
E00021724,11.2,88.8
E00021725,14.5,85.5
E00021726,31.9,68.1
E00021727,32.7,67.3
E00021728,26.5,73.5
E00021729,28.2,71.8
E00021730,28.4,71.6
E00021731,32,68
E00021732,21.5,78.5
E00021736,28,72
E00021737,25.9,74.1
E00021738,24.4,75.6
E00021740,27.9,72.1
E00021741,11.3,88.7
E00021742,24.7,75.3
E00021743,25.5,74.5
E00021745,25.4,74.6
E00021746,15,85
E00021748,22.4,77.6
E00021752,29.9,70.1
E00021753,32.7,67.3
E00021754,29.5,70.5
E00021755,32.8,67.2
E00021756,14.4,85.6
E00021757,25.5,74.5
E00021758,26.8,73.2
E00021759,30.8,69.2
E00021760,25.3,74.7
E00021761,46.7,53.3
E00021762,24.7,75.3
E00021763,33.4,66.6
E00021764,22.5,77.5
E00021766,25.9,74.1
E00021767,16.6,83.4
E00166755,19.4,80.6
E00167094,17.9,82.1
E00167095,21.9,78.1
E00167098,15.5,84.5
E00167099,14.3,85.7
E00167100,13.3,86.7
E00167101,6.5,93.5
