geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00004962,45.2,38.7,14,1.1,1.1
E00004963,39,43,14,4,0
E00004964,43.8,37.2,17.4,1.7,0
E00004975,43.8,34.4,12.5,9.4,0
E00004976,52.4,30.5,12.4,4.8,0
E00004977,35.2,39.8,21.9,3.1,0
E00004978,46.2,30.2,20.8,2.8,0
E00004979,44.2,41.1,10.9,3.1,0.8
E00004980,53.2,31,14.3,1.6,0
E00004981,47.2,29.2,20.8,2.8,0
E00004982,35.5,36.4,19.8,5.8,2.5
E00004983,54.3,28.3,14.1,3.3,0
E00004985,46.2,26.9,19.2,7.7,0
E00004993,38.9,42.9,15.1,1.6,1.6
E00004995,48.8,37.6,11.2,1.6,0.8
E00005396,46.7,44.3,9,0,0
E00005397,49,32,15.6,3.4,0
E00005398,33.6,38.3,24.8,2.7,0.7
E00005399,50.9,35.8,10.4,2.8,0
E00005400,52.9,32.2,13.2,1.7,0
E00005401,41.4,32.3,21.1,5.3,0
E00005402,38.6,41.7,15,4.7,0
E00005404,47.8,32.9,13.7,5,0.6
E00005405,43.4,38.6,15.9,1.6,0.5
E00005406,41.5,32.6,20.7,4.4,0.7
E00005407,56.3,28.6,12.7,2.4,0
E00005408,56.4,31.7,8.9,3,0
E00005409,43.1,37.3,17,2.6,0
E00005410,47,38.5,12.8,1.7,0
E00005411,63.8,24.1,12.1,0,0
E00005412,51.6,33.6,13.3,1.6,0
E00005413,57.8,29.4,12.8,0,0
E00005414,57.1,37.1,5.7,0,0
E00005415,46.5,36,13.2,4.4,0
E00005416,34.8,45.2,15.7,3.5,0.9
E00005417,56.7,30.8,12.5,0,0
E00005418,58.4,29.2,10.6,1.8,0
E00005419,59.2,32.2,7.9,0.7,0
E00005420,55,29.7,14.4,0.9,0
E00005421,47,40.9,10.4,0.9,0.9
E00005422,57.6,31.1,11.4,0,0
E00005423,57.3,33.6,7.7,1.4,0
E00005424,53.6,33.1,12.6,0.7,0
E00005425,54.5,31.1,12.1,2.3,0
E00005426,24.3,42.7,24.3,8.7,0
E00005427,50.4,31.4,11.6,6.6,0
E00005428,42.2,38.4,13,4.9,1.6
E00005429,34.4,41,21.3,3.3,0
E00005430,42.4,36.7,18.4,2.5,0
E00005431,46.3,38.9,12,2.8,0
E00005432,46.8,35.1,16.2,1.8,0
E00005433,37.1,42.8,16,3.6,0.5
E00005435,42.7,40.7,12.7,3.3,0.7
E00005436,51.3,28.9,15.8,2.6,1.3
E00005437,47,38.1,13.4,1.5,0
E00005438,62.4,25.7,9.9,2,0
E00005439,48.1,38.2,11.5,1.5,0.8
E00005683,52.8,32.5,8.1,4.1,2.4
E00005713,21.6,41.4,28.4,6.2,2.5
E00005714,31.6,37.3,19.6,9.5,1.9
E00005718,48.7,32.7,17.7,0.9,0
E00005719,48.1,36.4,12.8,2.7,0
E00005721,45.4,39,15.6,0,0
E00005722,46.2,34.2,14.6,5.1,0
E00005723,42.5,38.8,17.9,0,0.7
E00005724,48.6,34.5,15.5,1.4,0
E00005725,57,29.1,12.1,1.8,0
E00005726,48.9,29.9,13.1,7.3,0.7
E00005727,28.9,32.8,28.9,7,2.3
E00005728,39,38.5,17,4.5,1
E00005729,40.1,39.5,12,8.4,0
E00005730,41.2,35.3,17.6,5.9,0
E00005731,42.7,40.2,13.7,3.4,0
E00005732,40,38.7,19.3,1.3,0.7
E00005733,55.4,30.7,9.9,4,0
E00005734,53.1,31,9.7,6.2,0
E00005735,53.6,28.2,13.6,4.5,0
E00005737,40.9,31.1,24.2,3.8,0
E00005738,48.3,35,14,2.8,0
E00005739,46.7,36.9,13.1,3.3,0
E00005741,46.9,36.7,10.2,2.3,3.9
E00005742,38.8,43.4,16.3,1.6,0
E00005743,52,32.2,12.5,3.3,0
E00005744,38.6,38,14.5,6.6,2.4
E00005745,44.4,37.1,14.5,4,0
E00005751,48,37.4,8.9,5.7,0
E00005752,43.4,34.5,15.9,6.2,0
E00005753,60.4,28.3,9.4,1.9,0
E00005754,35.5,40.3,21,3.2,0
E00005755,42.6,23.1,13,21.3,0
E00005756,39.5,30.3,20.2,10.1,0
E00005757,44.6,33.1,19,3.3,0
E00005758,35.2,45.1,13.9,5.7,0
E00005760,37,30.2,22.2,9.9,0.6
E00005762,50,38.5,10.6,1,0
E00005763,34,45.7,11.7,7.4,1.1
E00005764,47,38.1,12.7,2.2,0
E00005765,47.8,37.6,10.8,3.8,0
E00005766,32.7,34.6,24,7.7,1
E00005767,44.2,25.8,24.2,5,0.8
E00005768,45.9,32,16.4,5.7,0
E00005771,46.2,38.5,10.3,5.1,0
E00005773,48.9,38.5,11.1,0.7,0.7
E00005776,49.6,38.4,9.6,2.4,0
E00005777,53.8,35.1,9.1,1.9,0
E00005778,68.6,26.4,5,0,0
E00005779,41.7,39.4,15,3.1,0.8
E00005780,47.7,28,16.8,6.5,0.9
E00005781,59.6,31.2,7.1,2.1,0
E00005782,49.6,35.5,12.4,1.7,0.8
E00005783,59.4,25.4,12.3,2.9,0
E00005784,42.1,35.7,15.9,5.6,0.8
E00005785,57.9,28.9,11.6,1.7,0
E00005786,59,29.5,9.5,1,1
E00005787,41.8,35.5,13.5,7.1,2.1
E00005788,45.7,29.3,20.1,4.9,0
E00005789,54.5,34.7,9.1,1.7,0
E00005790,48.2,34.1,16.5,1.2,0
E00005791,49.6,28,20.8,1.6,0
E00005792,46.8,30.2,19.4,2.9,0.7
E00005793,35.1,42.1,21.1,1.8,0
E00005794,50.7,32.4,13.2,3.7,0
E00005795,43,36.3,16.3,4.4,0
E00005797,28.4,36.8,23.2,10.5,1.1
E00005798,52.8,28.3,16,2.8,0
E00005799,50.3,32.4,14.5,2.8,0
E00005800,44.9,36.4,15,3.7,0
E00005801,32.3,35.4,22.3,9.2,0.8
E00005802,52.7,31.8,14.7,0.8,0
E00005803,49.5,33.2,15.3,2.1,0
E00005804,40.5,33.9,19,2.5,4.1
E00005805,58,29.3,5.9,6.9,0
E00005806,61.5,29.4,7.3,1.8,0
E00005807,60.8,24,13.6,1.6,0
E00005809,36.7,34.3,23.5,5.4,0
E00005810,59.8,24.8,12,3.4,0
