geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00004962,34.4,41.9,4.3,19.4
E00004963,23.5,44.1,4.9,27.5
E00004964,25.6,38.8,9.1,26.4
E00004975,22.5,34.1,2.3,41.1
E00004976,42.1,39.3,2.8,15.9
E00004977,18,28.9,18.8,34.4
E00004978,18.9,43.4,14.2,23.6
E00004979,29.5,27.1,7.8,35.7
E00004980,36.2,29.9,5.5,28.3
E00004981,33.8,29.6,9.9,26.8
E00004982,19.2,18.3,6.7,55.8
E00004983,29.5,36.8,10.5,23.2
E00004985,29.8,39.4,4.8,26
E00004993,21.9,29.7,4.7,43.8
E00004995,31,35.7,4,29.4
E00005396,53.2,34.7,2.4,9.7
E00005397,41.1,37.7,2.1,19.2
E00005398,23.5,23.5,20.1,32.9
E00005399,47.2,37,0.9,14.8
E00005400,30.3,44.5,5,20.2
E00005401,11.5,20.8,48.5,19.2
E00005402,16.1,28.2,32.3,23.4
E00005404,12.3,19.1,48.1,20.4
E00005405,33.2,26.3,6.8,33.7
E00005406,19.7,19.7,44.7,15.9
E00005407,33.1,44.4,4.8,17.7
E00005408,22.3,41.7,17.5,18.4
E00005409,26.5,21.9,21.9,29.8
E00005410,42.4,31.4,6.8,19.5
E00005411,25.8,55.8,0,18.3
E00005412,34.1,44.2,0,21.7
E00005413,51.4,35.1,0.9,12.6
E00005414,44.8,35.2,1.9,18.1
E00005415,43.2,32.4,4.5,19.8
E00005416,13,17.4,9.6,60
E00005417,49.2,36.9,0,13.9
E00005418,32.7,48.7,0.9,17.7
E00005419,33.6,31.6,4.6,30.3
E00005420,33.3,20.7,4.5,41.4
E00005421,48.3,37.3,0.8,13.6
E00005422,44.6,39.2,5.4,10.8
E00005423,52.1,23.9,1.4,22.5
E00005424,44.7,41.4,2,11.8
E00005425,46.2,43.2,0.8,9.8
E00005426,14,10,60,16
E00005427,37.5,27.5,0,35
E00005428,14.1,22.8,17.4,45.7
E00005429,17.2,18,36.9,27.9
E00005430,24.7,24.1,15.8,35.4
E00005431,42.5,34,3.8,19.8
E00005432,32.4,32.4,0,35.1
E00005433,21.6,19.6,12.4,46.4
E00005435,18,16.7,0,65.3
E00005436,24.3,28.4,29.7,17.6
E00005437,29.3,29.3,4.5,36.8
E00005438,34.7,41.6,5,18.8
E00005439,21.5,31.1,19.3,28.1
E00005683,22.6,34.7,18.5,24.2
E00005713,7.9,15.2,46.3,30.5
E00005714,16,15.4,34,34.6
E00005718,23.5,48.7,4.3,23.5
E00005719,29.8,45.7,6.9,17.6
E00005721,26.1,39.9,10.9,23.2
E00005722,22,42.1,5,30.8
E00005723,25.9,38.5,12.6,23
E00005724,29.7,36.5,7.4,26.4
E00005725,18.9,39.6,8.3,33.1
E00005726,31.2,36.2,8,24.6
E00005727,14,26.4,40.3,19.4
E00005728,10.5,26,21,42.5
E00005729,10.1,19.5,18.3,52.1
E00005730,15.8,38.6,25.7,19.8
E00005731,35.3,40.5,6,18.1
E00005732,16.9,22.3,27.7,33.1
E00005733,27.7,40.6,5.9,25.7
E00005734,30.6,29.7,12.6,27
E00005735,38.2,34.5,4.5,22.7
E00005737,11.4,28,26.5,34.1
E00005738,32.2,23.8,6.3,37.8
E00005739,23,16.4,11.5,49.2
E00005741,24,35.7,12.4,27.9
E00005742,23.3,35.7,17.1,24
E00005743,26.8,31.4,12.4,29.4
E00005744,6.5,20.7,27.2,45.6
E00005745,20.5,34.4,15.6,29.5
E00005751,29,40.3,8.1,22.6
E00005752,25.2,35.7,17.4,21.7
E00005753,19.3,44,13.8,22.9
E00005754,6.4,28.8,29.6,35.2
E00005755,28.4,31.2,17.4,22.9
E00005756,8.5,30.5,28,33.1
E00005757,14.6,39.8,5.7,39.8
E00005758,10.6,26.8,43.9,18.7
E00005760,11.7,28.8,27,32.5
E00005762,43.7,28.2,5.8,22.3
E00005763,24.5,27.7,16,31.9
E00005764,33.6,46.3,7.5,12.7
E00005765,23,36.4,9.6,31
E00005766,23.1,25,44.2,7.7
E00005767,12.6,25.2,37.8,24.4
E00005768,12.2,26.8,45.5,15.4
E00005771,11.4,28.2,32.9,27.5
E00005773,38.6,35.7,7.1,18.6
E00005776,20.8,36.8,14.4,28
E00005777,26.1,40.1,9.2,24.6
E00005778,19,47.9,5.6,27.5
E00005779,18.1,34.6,4.7,42.5
E00005780,16,29.2,40.6,14.2
E00005781,25,35,18.6,21.4
E00005782,41.1,43.5,1.6,13.7
E00005783,27.3,46,9.4,17.3
E00005784,16.1,27.4,38.7,17.7
E00005785,30.9,41.5,12.2,15.4
E00005786,40,46.7,1.9,11.4
E00005787,14.9,33.3,37.6,14.2
E00005788,11.6,25.6,38.4,24.4
E00005789,47.9,38.8,0.8,12.4
E00005790,36.5,44.7,4.7,14.1
E00005791,49.6,35.4,0,15
E00005792,27,43.1,7.3,22.6
E00005793,19.5,29.2,38.9,12.4
E00005794,30.1,39,9.6,21.3
E00005795,11,37.5,12.5,39
E00005797,7.3,14.6,68.8,9.4
E00005798,38.3,38.3,0.9,22.4
E00005799,25.5,44.8,9,20.7
E00005800,18.7,24.3,28,29
E00005801,13.8,28.5,46.2,11.5
E00005802,32.6,50.4,3.9,13.2
E00005803,25.7,46.1,8.4,19.9
E00005804,22.6,43.5,26.6,7.3
E00005805,27,40,10.8,22.2
E00005806,41.3,45.9,0,12.8
E00005807,39.2,47.2,7.2,6.4
E00005809,8.9,19.6,57.7,13.7
E00005810,11.3,31.3,16.5,40.9
E00005811,23.8,41.8,17.2,17.2
E00005880,24.1,23.4,2.8,49.6
E00005881,32.1,31.1,3.8,33
E00005882,36.8,34.4,0.8,28
E00015441,28.9,40.2,14.4,16.5
E00015442,11,31,45,13
E00015454,31.9,40.7,14.3,13.2
E00015456,6.2,12.4,71.7,9.7
E00015458,11.7,29.1,24.3,35
E00015460,16,31,35,18
E00015462,17.9,29.1,41.9,11.1
E00015463,9.7,20.4,54,15.9
E00015467,12.2,14.4,63.3,10
E00015531,19.8,31.7,27.7,20.8
E00015535,2.1,13.4,78.4,6.2
E00015537,34.8,37.9,14.4,12.9
E00015538,11.6,23.2,53.7,11.6
E00015539,16.7,28.7,46.3,8.3
E00015541,16.9,29.2,28.5,25.4
E00015542,20.7,25.9,34.5,19
E00015543,4.8,26,56.7,12.5
E00015544,14,21.5,57,7.5
E00015545,2.5,19.7,61.5,16.4
E00015546,4.5,15.3,52.3,27.9
E00015547,14.3,30.4,26.8,28.6
E00015548,6,16.4,55.2,22.4
E00015549,11.1,32.9,33.3,22.7
E00015550,4.1,8.3,71.9,15.7
E00015727,5,23.3,34.2,37.5
E00015728,15,29.2,18.6,37.2
E00015849,42,47.3,1.5,9.2
E00015850,35.3,42.2,3.4,19
E00015851,17.6,32.1,10.7,39.7
E00015852,18.3,36.6,11.1,34
E00015858,33.9,33.9,5.6,26.6
E00015860,12.1,30.5,13.5,44
E00015861,32.8,34.4,9.6,23.2
E00015862,5.7,19.1,12.9,62.4
E00015864,35.5,46.8,5,12.8
E00015865,40.7,42.1,2.1,15
E00015866,39.7,31.3,2.3,26.7
E00015869,3.8,14.5,52.7,29
E00015872,10.4,28.5,9,52.1
E00015875,14.1,20.4,16.2,49.2
E00015877,2.1,26.6,48.4,22.9
E00015878,18.2,21.5,33.9,26.4
E00015881,32.2,36.8,12.1,19
E00015882,21,42,5.1,31.8
E00015886,19.5,38.3,7.4,34.9
E00015895,19.9,42.5,0,37.7
E00015898,24,29.7,8.6,37.7
E00015900,12.7,31.3,16,40
E00015901,12.7,20.4,35.9,31
E00015902,22.5,31.9,5.1,40.6
E00015903,14,20.9,10.1,55
E00015904,12.1,24.2,31.8,31.8
E00015905,0.8,2.3,71.5,25.4
E00015906,5.9,21.6,34,38.6
E00015907,20.6,37.6,3.5,38.3
E00015935,39.5,42.8,0.7,17.1
E00017358,15.4,23.5,27.2,33.8
E00017371,16.3,20.4,35.7,27.6
E00017372,11.2,23.6,44.9,20.2
E00017373,14.6,28.5,33.3,23.6
E00017379,12.7,18.7,48.5,20.1
E00174926,12,16.7,31.5,39.8
E00174928,24.3,25,12.5,38.2
E00174929,3,39,3,55
E00174930,7.5,19.2,6.7,66.7
E00180952,4.8,43.8,5.7,45.7
E00180967,0,13.5,32.7,53.8
E00181036,0.5,9.7,54.6,35.1
