geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00004962,18.5,25,18.5,38
E00004963,25.5,26.5,10.8,37.3
E00004964,19.2,20,21.7,39.2
E00004975,25.4,20.6,20.6,33.3
E00004976,13,27.8,22.2,37
E00004977,39.1,29.7,14.1,17.2
E00004978,32.1,26.4,21.7,19.8
E00004979,31.3,24.2,15.6,28.9
E00004980,21.1,27.3,17.2,34.4
E00004981,17.6,24.3,25.7,32.4
E00004982,37.2,26.4,19,17.4
E00004983,15.7,28.1,22.5,33.7
E00004985,21,19,21,39
E00004993,17.3,22,26.8,33.9
E00004995,18.5,28.2,16.1,37.1
E00005396,17.5,30,14.2,38.3
E00005397,16.4,27.4,18.5,37.7
E00005398,23.1,32.7,16.3,27.9
E00005399,25.9,25.9,18.5,29.6
E00005400,14,27.3,24,34.7
E00005401,21.2,31.1,18.2,29.5
E00005402,21.4,25.4,25.4,27.8
E00005404,23.8,25,26.8,24.4
E00005405,29.3,26.6,17,27.1
E00005406,21.1,27.1,24.1,27.8
E00005407,24,25.6,20.8,29.6
E00005408,23.5,24.5,17.6,34.3
E00005409,19.3,28.7,23.3,28.7
E00005410,21.6,20.7,25,32.8
E00005411,20.3,29.7,20.3,29.7
E00005412,20.3,21.9,25,32.8
E00005413,18.3,29.4,12.8,39.4
E00005414,19,34.3,22.9,23.8
E00005415,19.6,33.9,21.4,25
E00005416,29.1,29.9,18.8,22.2
E00005417,26.9,25.2,15.1,32.8
E00005418,18.9,36.9,21.6,22.5
E00005419,19.2,32.5,19.2,29.1
E00005420,22.5,33.3,18,26.1
E00005421,17.2,29.3,19,34.5
E00005422,23.5,22.7,13.6,40.2
E00005423,23.1,32.2,17.5,27.3
E00005424,16.4,37.5,15.1,30.9
E00005425,23.3,31.6,12.8,32.3
E00005426,63,19,8,10
E00005427,18.2,33.9,12.4,35.5
E00005428,34.8,25,17.9,22.3
E00005429,44.4,19.4,12.9,23.4
E00005430,25.3,29.1,15.2,30.4
E00005431,27.5,16.5,21.1,34.9
E00005432,22.7,25.5,18.2,33.6
E00005433,36.1,24.6,17.3,22
E00005435,26.8,28.9,17.4,26.8
E00005436,51.3,15.4,10.3,23.1
E00005437,14.7,27.2,19.1,39
E00005438,9.9,34.7,20.8,34.7
E00005439,25.4,31.5,20,23.1
E00005683,36.3,33.9,14.5,15.3
E00005713,45.1,29.6,13.6,11.7
E00005714,31.6,21.5,18.4,28.5
E00005718,30.7,22.8,19.3,27.2
E00005719,31.5,19.6,25.5,23.4
E00005721,28.7,23.8,21.7,25.9
E00005722,29.1,21.5,22.2,27.2
E00005723,34.6,24.8,20.3,20.3
E00005724,34.2,21.9,22.6,21.2
E00005725,27.9,30.3,22.4,19.4
E00005726,25.7,27.9,16.2,30.1
E00005727,20.3,21.9,14.8,43
E00005728,30.5,24,21,24.5
E00005729,36.1,27.2,17.8,18.9
E00005730,24.8,26.7,19,29.5
E00005731,18.8,28.2,22.2,30.8
E00005732,28.9,23.5,22.8,24.8
E00005733,21.6,25.5,26.5,26.5
E00005734,20.2,23.9,23.9,32.1
E00005735,30.8,28,18.7,22.4
E00005737,30.3,24.2,23.5,22
E00005738,25.7,20.8,16.7,36.8
E00005739,28.1,24.8,17.4,29.8
E00005741,25.4,34.1,18.3,22.2
E00005742,22.1,30.5,20.6,26.7
E00005743,24.2,28.8,21.6,25.5
E00005744,40.1,26.3,15,18.6
E00005745,30.1,17.9,26,26
E00005751,39,29.3,17.1,14.6
E00005752,28.9,21.1,31.6,18.4
E00005753,24.3,33.6,19.6,22.4
E00005754,34.1,21.4,26.2,18.3
E00005755,38.3,23.4,11.2,27.1
E00005756,19.3,30.3,20.2,30.3
E00005757,33.3,25,10.8,30.8
E00005758,21,24.2,16.1,38.7
E00005760,40,22.4,22.4,15.2
E00005762,25.2,26.2,24.3,24.3
E00005763,30.5,17.9,31.6,20
E00005764,18,31.6,13.5,36.8
E00005765,24,20.8,18.6,36.6
E00005766,12,25,22,41
E00005767,43.7,28.6,19.3,8.4
E00005768,25.6,29.8,26.4,18.2
E00005771,32.9,34.2,15.8,17.1
E00005773,25.4,29.7,17.4,27.5
E00005776,33.3,32.5,19.8,14.3
E00005777,31.6,39.7,13.4,15.3
E00005778,25.4,28.2,20.4,26.1
E00005779,41.7,18.9,19.7,19.7
E00005780,33,23.3,16.5,27.2
E00005781,22.9,30.7,24.3,22.1
E00005782,13.4,32.3,19.7,34.6
E00005783,17.4,32.6,27.5,22.5
E00005784,42.4,28,9.6,20
E00005785,15.6,23,25.4,36.1
E00005786,26.7,24.8,17.1,31.4
E00005787,34.3,30.7,18.6,16.4
E00005788,40.9,31.7,16.5,11
E00005789,15.8,30,19.2,35
E00005790,11.8,24.7,21.2,42.4
E00005791,18.5,23.4,15.3,42.7
E00005792,23,25.2,18.7,33.1
E00005793,16.7,22.8,22.8,37.7
E00005794,30.4,26.1,17.4,26.1
E00005795,43.4,33.1,14.7,8.8
E00005797,32.6,31.5,16.3,19.6
E00005798,19.6,29,12.1,39.3
E00005799,30.3,29.7,22.1,17.9
E00005800,20.2,21.1,25.7,33
E00005801,14.2,22,21.3,42.5
E00005802,22.9,31.3,17.6,28.2
E00005803,35.3,32.1,20,12.6
E00005804,29.3,30.1,18.7,22
E00005805,23.8,34.6,18.9,22.7
E00005806,22.4,31.8,17.8,28
E00005807,22.5,30.2,19.4,27.9
E00005809,32.1,29.8,23.2,14.9
E00005810,40.5,37.9,13.8,7.8
E00005811,36.1,24.6,13.9,25.4
E00005880,22.7,23.4,24.1,29.8
E00005881,20,21,26.7,32.4
E00005882,19.4,25.6,22.5,32.6
E00015441,23.5,31.6,17.3,27.6
E00015442,19.2,21.2,31.3,28.3
E00015454,25.6,28.9,18.9,26.7
E00015456,26.5,23.9,23,26.5
E00015458,33,33,22.3,11.7
E00015460,19.8,33.7,20.8,25.7
E00015462,18.6,28,27.1,26.3
E00015463,24.3,26.1,28.8,20.7
E00015467,31.9,23.1,19.8,25.3
E00015531,38,28,12,22
E00015535,29.2,16.7,30.2,24
E00015537,19.4,19.4,27.1,34.1
E00015538,45.2,25.8,7.5,21.5
E00015539,22.2,34.3,17.6,25.9
E00015541,38,30.2,17.8,14
E00015542,29.7,26.3,14.4,29.7
E00015543,37.5,21.2,19.2,22.1
E00015544,24.1,26.9,22.2,26.9
E00015545,25.2,26,18.7,30.1
E00015546,30.1,23,27.4,19.5
E00015547,26.3,30.7,18.4,24.6
E00015548,22.6,31.6,24.1,21.8
E00015549,33.8,31,16.2,19
E00015550,13.2,38,24,24.8
E00015727,25,32.5,20.8,21.7
E00015728,18.8,30.4,26.8,24.1
E00015849,20.3,30.1,20.3,29.3
E00015850,21.8,26.1,18.5,33.6
E00015851,33.1,32.3,13.8,20.8
E00015852,33.1,29.9,15.6,21.4
E00015858,24.2,22.7,14.8,38.3
E00015860,26.3,32.8,18.2,22.6
E00015861,16,24.8,18.4,40.8
E00015862,41.2,32,13.4,13.4
E00015864,22.9,22.2,20.1,34.7
E00015865,19.9,30.5,14.9,34.8
E00015866,20.6,26.7,20.6,32.1
E00015869,57.5,24.4,11,7.1
E00015872,27.6,39.3,15.2,17.9
E00015875,36.4,26.7,14.4,22.5
E00015877,37.2,28.3,19.4,15.2
E00015878,37.4,25.2,17.1,20.3
E00015881,18.1,26.9,19.3,35.7
E00015882,18.2,35.2,18.8,27.8
E00015886,24.7,31.3,18,26
E00015895,30.5,38.4,15.9,15.2
E00015898,31.4,36.6,18.3,13.7
E00015900,18.3,46.4,17,18.3
E00015901,38.7,23.9,17.6,19.7
E00015902,29.7,29.7,20.3,20.3
E00015903,25.8,37.9,20.5,15.9
E00015904,29.5,37.1,18.9,14.4
E00015905,51.9,15.8,14.3,18
E00015906,24.7,38.3,16.2,20.8
E00015907,33.8,36.6,17.2,12.4
E00015935,20.3,28.8,17,34
E00017358,30.8,20.3,18.8,30.1
E00017371,28.9,19.6,10.3,41.2
E00017372,28.4,12.5,22.7,36.4
E00017373,31.2,16.8,16.8,35.2
E00017379,23.2,19.7,23.2,33.8
E00174926,53.7,14.8,17.6,13.9
E00174928,23.4,36.6,14.5,25.5
E00174929,32,26.8,20.6,20.6
E00174930,33.9,33.1,18.6,14.4
E00180952,36.4,29,19.6,15
E00180967,26,52,8,14
E00181036,29.4,49.7,7.5,13.4
