areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00051385,88.9,2.7,8.5
E00051397,93.4,1.9,4.7
E00051399,87.7,1.3,11
E00051402,80.1,4.5,15.4
E00051462,91.1,1.6,7.3
E00051468,90.8,3.1,6.1
E00051475,84.8,1.9,13.3
E00051478,95.5,2.5,1.9
E00051481,96,2.5,1.5
E00051482,95.4,2.4,2.1
E00051483,92.8,3.1,4.1
E00051486,90.8,5.1,4.1
E00159026,86.8,3.1,10.1
E00159027,86.6,2.5,10.9
E00159028,90.4,2.6,7
E00159029,90.4,2.4,7.2
E00159031,90.3,1.6,8.1
E00159354,94.7,2.3,3
E00159355,87.5,8.3,4.2
E00159356,91.8,0.4,7.8
E00159357,92.3,3.9,3.9
E00159361,89.9,5.9,4.2
E00159363,83.6,9.8,6.6
E00159364,87.4,3.5,9.1
E00159365,87.5,6.2,6.2
E00159366,87.5,4.4,8.1
E00159367,85,5.7,9.3
E00159370,91.3,2.3,6.4
E00159371,80.6,12.3,7.1
E00159424,87.6,1.1,11.3
E00159425,86.6,2.7,10.7
E00159426,89.4,3.5,7
E00159428,88.2,2,9.9
E00159430,84.6,2.5,12.9
E00159431,83.4,2.9,13.7
E00159432,83.9,4.3,11.8
E00159434,93,4.5,2.4
E00159435,87,6.5,6.5
E00159498,86.5,3.3,10.2
E00159499,92.1,1.5,6.5
E00159500,94.4,2.7,2.9
E00159502,89.3,3.4,7.3
E00159503,91.9,0.7,7.4
E00159504,90.5,3,6.5
E00159505,92.4,2.4,5.2
E00159506,85.1,0.7,14.2
E00159507,89.5,2.3,8.2
E00159508,90.1,6,4
E00159509,92.4,2.4,5.2
E00159513,95.4,1.5,3
E00159514,86.3,3.2,10.5
E00159515,91.7,1.7,6.6
E00159516,87.8,3.4,8.8
E00159620,77.6,11,11.4
E00159628,91.9,3.1,5
E00159631,89.3,2.6,8.1
E00159635,87.2,1.7,11.1
E00159636,81.9,5.9,12.2
E00159638,89.1,3.8,7
E00159650,88.9,3.1,8
E00159652,78.7,9.7,11.6
E00159653,81.2,3.7,15.1
E00159654,85.4,5.4,9.2
E00159655,73.1,5.7,21.1
E00159656,89.9,1.7,8.4
E00159657,84.8,5.6,9.5
E00159659,80.3,5.3,14.4
E00159661,84.4,2.8,12.8
E00159663,71.7,10.8,17.6
E00159664,56.7,11.6,31.7
E00159666,74.9,5.4,19.6
E00159685,65.3,25.6,9.1
E00159690,87,6.5,6.5
E00159691,87.6,3.3,9.1
E00159692,89.3,1.9,8.8
E00159705,85.6,4.3,10.1
E00159707,63.7,10.5,25.8
E00159708,71.2,17.9,10.9
E00159709,71.7,5.8,22.5
E00159710,76.1,4.5,19.3
E00159711,67.3,21.7,11.1
E00159712,69,5.2,25.9
E00159715,77.5,15.9,6.6
E00159716,71.3,11.6,17
E00159717,79.2,10.2,10.6
E00159719,59.2,6.7,34.1
E00159720,77.6,8.7,13.7
E00159721,79.8,11.8,8.4
E00159722,79.8,4.3,15.9
E00159723,63.2,11.1,25.7
E00159724,76.7,4.1,19.2
E00159725,68.4,3.6,28
E00159726,67.1,4.6,28.3
E00159728,61.7,12.8,25.5
E00159731,61.1,2.2,36.7
E00159732,75.3,2.9,21.8
E00159733,65.4,13,21.6
E00159734,78.3,7.7,14
E00172315,88,5.6,6.4
E00172316,76.9,9.6,13.5
E00172317,79.8,9.6,10.6
E00172318,73.1,21.6,5.3
E00172322,85.3,8.5,6.3
E00172323,79.6,14.4,6
E00172326,72.7,22.9,4.4
E00172327,85.7,4.8,9.6
E00172328,90.3,3.5,6.2
E00172329,84.7,8.2,7.1
E00172330,77.7,13.7,8.6
E00172332,90.8,2.3,6.9
E00172333,91.9,3.2,4.9
E00172334,88.8,7.9,3.3
E00186845,81.9,3.7,14.4
E00186864,62.4,8.2,29.4
E00186946,90.2,6,3.8
E00186977,86.6,8.4,5
