areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00051385,28.2,71.8
E00051397,37.7,62.3
E00051399,29.8,70.2
E00051402,27.6,72.4
E00051462,35.9,64.1
E00051468,28.8,71.2
E00051475,31.1,68.9
E00051478,34.6,65.4
E00051481,36.7,63.3
E00051482,23.4,76.6
E00051483,36.5,63.5
E00051486,34.5,65.5
E00159026,29.5,70.5
E00159027,43,57
E00159028,32.7,67.3
E00159029,36.2,63.8
E00159031,36.2,63.8
E00159354,29.9,70.1
E00159355,35.2,64.8
E00159356,28.8,71.2
E00159357,35.8,64.2
E00159361,42.5,57.5
E00159363,34.4,65.6
E00159364,26.4,73.6
E00159365,29.4,70.6
E00159366,22.7,77.3
E00159367,20,80
E00159370,31.2,68.8
E00159371,34.4,65.6
E00159424,33.7,66.3
E00159425,32.9,67.1
E00159426,32.2,67.8
E00159428,26.1,73.9
E00159430,33.8,66.2
E00159431,27.9,72.1
E00159432,27.8,72.2
E00159434,25.5,74.5
E00159435,24,76
E00159498,28.2,71.8
E00159499,28.9,71.1
E00159500,41.5,58.5
E00159502,29.9,70.1
E00159503,30,70
E00159504,28.2,71.8
E00159505,28.5,71.5
E00159506,30.3,69.7
E00159507,40.2,59.8
E00159508,35.8,64.2
E00159509,34.6,65.4
E00159513,32.1,67.9
E00159514,29.3,70.7
E00159515,28.7,71.3
E00159516,34.6,65.4
E00159620,35.3,64.7
E00159628,29.3,70.7
E00159631,40.1,59.9
E00159635,29,71
E00159636,35.4,64.6
E00159638,29.7,70.3
E00159650,25,75
E00159652,26.8,73.2
E00159653,22.6,77.4
E00159654,28.8,71.2
E00159655,25.5,74.5
E00159656,31.3,68.8
E00159657,44.1,55.9
E00159659,30.9,69.1
E00159661,34.1,65.9
E00159663,29.5,70.5
E00159664,25.7,74.3
E00159666,26.1,73.9
E00159685,25.2,74.8
E00159690,35.5,64.5
E00159691,33.1,66.9
E00159692,30.8,69.2
E00159705,28.8,71.3
E00159707,27.4,72.6
E00159708,14.5,85.5
E00159709,38.5,61.5
E00159710,17.8,82.2
E00159711,18.9,81.1
E00159712,36.9,63.1
E00159715,28.9,71.1
E00159716,25.1,74.9
E00159717,29.3,70.7
E00159719,33.6,66.4
E00159720,32.1,67.9
E00159721,24.2,75.8
E00159722,31.4,68.6
E00159723,30.5,69.5
E00159724,34.5,65.5
E00159725,28,72
E00159726,26.6,73.4
E00159728,27.4,72.6
E00159731,34.2,65.8
E00159732,29.8,70.2
E00159733,31.3,68.7
E00159734,30,70
E00172315,22.4,77.6
E00172316,22,78
E00172317,19.9,80.1
E00172318,11.1,88.9
E00172322,24.4,75.6
E00172323,22.8,77.2
E00172326,11.9,88.1
E00172327,21.5,78.5
E00172328,30.1,69.9
E00172329,20.6,79.4
E00172330,23.6,76.4
E00172332,27.7,72.3
E00172333,22.6,77.4
E00172334,23.2,76.8
E00186845,33.7,66.3
E00186864,32.8,67.2
E00186946,36.2,63.8
E00186977,21.4,78.6
