geography_code,sex-001,sex-002
E00056849,55.5,44.5
E00056892,51,49
E00056897,49.8,50.2
E00056993,51.2,48.8
E00056994,52.1,47.9
E00056995,48.1,51.9
E00056997,52.1,47.9
E00056998,49.9,50.1
E00056999,52.5,47.5
E00057001,50.1,49.9
E00057002,55.2,44.8
E00057003,50.9,49.1
E00057004,54.1,45.9
E00057005,52.7,47.3
E00057006,50.4,49.6
E00057007,50.5,49.5
E00057008,45.8,54.2
E00057009,50.3,49.7
E00057010,50.2,49.8
E00057011,50.8,49.2
E00057012,53.7,46.3
E00057013,50.9,49.1
E00057014,51.2,48.8
E00057015,45.1,54.9
E00057016,50.3,49.7
E00057017,46.3,53.7
E00057018,54.6,45.4
E00057019,48.8,51.2
E00057020,45.6,54.4
E00057021,50.2,49.8
E00057022,50.3,49.7
E00057023,49.9,50.1
E00057024,51.1,48.9
E00057025,47.2,52.8
E00057026,47.9,52.1
E00057027,48.3,51.7
E00057028,47.1,52.9
E00057029,52.3,47.7
E00057031,50.8,49.2
E00057032,50.9,49.1
E00057034,50.6,49.4
E00057035,48.4,51.6
E00057036,45,55
E00057037,50.1,49.9
E00057038,57.9,42.1
E00057039,46.5,53.5
E00057040,50.5,49.5
E00057041,49.6,50.4
E00057043,50.4,49.6
E00057044,48.9,51.1
E00057046,50.7,49.3
E00057047,43.9,56.1
E00057124,49.1,50.9
E00057138,52.9,47.1
E00057140,49.4,50.6
E00057141,54,46
E00057169,42.1,57.9
E00057177,49.1,50.9
E00057178,50.9,49.1
E00057254,49.7,50.3
E00057255,49.6,50.4
E00057256,49.6,50.4
E00057257,59.9,40.1
E00057258,48.1,51.9
E00057259,53.8,46.2
E00057261,47.3,52.7
E00057262,51.2,48.8
E00057264,48.3,51.7
E00057265,55.8,44.2
E00057266,46.5,53.5
E00057267,48.6,51.4
E00057268,49.8,50.2
E00057269,53.3,46.8
E00057270,52.8,47.2
E00057271,47.3,52.7
E00057272,54,46
E00057273,50.6,49.4
E00057274,47.3,52.7
E00057275,52.3,47.7
E00057276,50.2,49.8
E00057277,44.3,55.7
E00057278,48.3,51.7
E00057280,41.4,58.6
E00057281,46.1,53.9
E00057282,47.2,52.8
E00057283,48.7,51.3
E00057284,48.5,51.5
E00057285,45.6,54.4
E00057286,49.1,50.9
E00057287,46,54
E00057288,51.3,48.7
E00057289,55,45
E00057290,44.9,55.1
E00057291,54.1,45.9
E00057292,46,54
E00057293,45.9,54.1
E00057294,50.7,49.3
E00057295,51.9,48.1
E00057296,42.3,57.7
E00057297,45.7,54.3
E00057298,50.4,49.6
E00057300,39.3,60.7
E00057303,47,53
E00057304,52.6,47.4
E00057305,47.5,52.5
E00057307,51.3,48.7
E00057309,44.9,55.1
E00057310,51.8,48.2
E00057311,52.9,47.1
E00057312,48,52
E00057313,42.1,57.9
E00057322,46.6,53.4
E00057323,52.5,47.5
