areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00064333,81.3,0,17.6,1.1
E00064334,89.9,0.7,9,0.3
E00064335,85.3,0.4,13.2,1.1
E00064336,88,0,12,0
E00064337,90,0,8.1,1.8
E00064338,94.4,0,5.6,0
E00064339,89.3,0.4,9.9,0.4
E00064340,79.3,1.5,15.9,3.3
E00064341,91.2,0,8.3,0.5
E00064342,83.2,0.8,14.7,1.3
E00064343,89.5,0,10.5,0
E00064344,83.5,0.4,16.1,0
E00064345,87.6,0.7,11.6,0
E00064346,89.9,0,8.4,1.7
E00064347,89.8,0,8.7,1.5
E00064348,91.3,0,8,0.7
E00064349,91,0.3,8.4,0.3
E00064350,85.9,0,14.1,0
E00064351,82.3,0.9,15.3,1.5
E00064353,89.5,0.5,10,0
E00064354,69,3.2,25.6,2.2
E00064355,79.7,0,16.7,3.5
E00064356,91.2,0,8.8,0
E00064357,92,0,7,1
E00064358,85.2,1.3,11.8,1.7
E00064359,92.5,0,7.5,0
E00064360,89.1,0,10.5,0.4
E00064362,94.1,0,5,0.9
E00064363,89.5,1.4,7.8,1.4
E00064365,89.1,1.5,9.1,0.3
E00064366,94.8,0.3,4.2,0.7
E00064367,87.4,0,11.7,0.9
E00064368,86.5,0.4,12.6,0.4
E00064369,82.2,1.5,12.9,3.5
E00064370,76.8,3,17.8,2.3
E00064371,87.1,0.3,10.2,2.3
E00064372,82,0.4,14.2,3.4
E00064373,91.8,1.1,7.1,0
E00064374,94,0,6,0
E00064375,89.1,0.4,9.8,0.7
E00064376,81.4,0,15.8,2.8
E00064377,91.4,0,8.3,0.3
E00064378,93.2,1,5.8,0
E00064379,96.4,0,3.6,0
E00064380,94.7,0,5.3,0
E00064381,91.7,0.8,7.6,0
E00064382,96.3,0,3.7,0
E00064383,89,0,11,0
E00064384,92.9,0,7.1,0
E00064385,92.4,0,7.2,0.4
E00064386,92.8,0,7.2,0
E00064387,93.7,0.4,5.9,0
E00064388,96.1,0,3.2,0.7
E00064389,93.9,0,6.1,0
E00064391,93.7,0,6,0.3
E00064393,96.6,0,2.3,1
E00064395,90.8,0,7.2,2
E00064396,96.4,0,3.6,0
E00064397,90.2,1.5,8.3,0
E00064398,91.5,0.3,8.2,0
E00064399,50.6,31.3,16.8,1.4
E00064400,47.4,27.1,23.7,1.7
E00064401,95.1,0,4.9,0
E00064402,93.4,0.4,6.2,0
E00064403,92.7,0,6.9,0.4
E00064404,93.5,0,6.5,0
E00064405,90.3,0,9.7,0
E00064407,95.7,0,4.3,0
E00064408,96.3,0,3.7,0
E00064409,92.7,0,6.8,0.6
E00064410,93.5,0,6.2,0.3
E00064411,96.3,0.6,2.3,0.9
E00064412,95.6,0,4.1,0.3
E00064413,94.1,0,5.9,0
E00064414,92,0,8,0
E00064415,96.4,0,3.3,0.4
E00064441,92.2,0,7.8,0
E00064442,88,0,11.6,0.5
E00064443,95.5,0,4.5,0
E00064444,96.5,0,3.5,0
E00064445,86.5,0,12.1,1.3
E00064446,94.3,0,5.4,0.3
E00064447,93.9,0.4,5.7,0
E00064448,93.4,0,6.6,0
E00064508,92.6,0,7.4,0
E00064509,89.9,0.3,7.1,2.8
E00064510,94.8,0,5.2,0
E00064511,96.3,0.3,3.4,0
E00064512,94.6,0,5.1,0.3
E00064513,88.8,0,10.2,1.1
E00064514,92.2,0,7.8,0
E00064515,94,0,5.4,0.7
E00064516,95.1,0,4.1,0.7
E00064517,90,0.7,9.3,0
E00064518,95.5,0.6,3.8,0
E00064519,91.4,1.2,7.3,0
E00064520,96.1,0,3,0.9
E00064521,92.7,0,7,0.3
E00064522,91.4,0,8.3,0.3
E00064523,92.6,0,6.3,1.1
E00064524,95.8,0,3.3,0.8
E00064525,91.8,0,8.2,0
E00064526,93.5,0,6.2,0.3
E00064527,94.7,0.3,5,0
E00064528,96.5,0,2.3,1.2
E00064529,88.7,1.4,9.4,0.6
E00064530,92.7,0,7.3,0
E00064531,94.8,0,5.2,0
E00064532,94.3,0,5.7,0
E00064533,93.5,0.3,5.2,1.1
E00064534,92.7,0,6.9,0.3
E00064535,96.7,0,2.9,0.4
E00064536,95.9,0,3.5,0.6
E00064537,94.4,0,5.6,0
E00064538,92.3,0.4,7.4,0
E00064539,93.2,0,6.8,0
E00064540,93.4,0,6.6,0
E00064541,84.5,0,14.4,1.1
E00064542,90,0.5,8.5,1
E00064543,89.2,0,10.4,0.3
E00064544,92.6,0,7,0.4
E00064545,93.4,0,6.6,0
E00064546,94.2,0,5.8,0
E00064547,93.7,0.4,6,0
E00064548,94.1,0.3,5.6,0
E00064549,83.9,0,16.1,0
E00064550,89.9,0,10.1,0
E00064551,88.3,0,10.4,1.3
E00064552,89,0,10.6,0.4
E00064553,88.6,0.5,11,0
E00064554,96.4,0,3.6,0
E00064555,92.6,0,7.4,0
E00064556,94.2,0,5.8,0
E00064557,89.2,0,10,0.8
E00064558,91.6,0,8.4,0
E00064559,90.3,0.4,9.3,0
E00064560,87.7,0.9,9.8,1.7
E00064561,92.5,0,7.5,0
E00064562,89.6,0.4,10,0
E00064563,91.2,0.8,8,0
E00064564,96.1,0,3.9,0
E00064565,93.1,0,6.9,0
E00064566,88,0.7,10.6,0.7
E00064567,97.1,0,2.5,0.4
E00064568,91.7,0.4,7.9,0
