areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00064333,53,7.6,39.4
E00064334,46.2,5.9,47.9
E00064335,64,1.8,34.2
E00064336,62.7,7.5,29.7
E00064337,59.7,9.5,30.8
E00064338,54.4,3.1,42.5
E00064339,61.3,3.8,35
E00064340,70.3,3.9,25.9
E00064341,66.2,5.2,28.6
E00064342,67,4.8,28.2
E00064343,65.2,2.5,32.3
E00064344,68.8,6,25.1
E00064345,64.4,6.9,28.7
E00064346,69.1,4.6,26.3
E00064347,65.1,5.2,29.7
E00064348,52.8,3.5,43.7
E00064349,68.5,5.2,26.2
E00064350,71.1,4.4,24.4
E00064351,59.8,9.8,30.5
E00064353,38.5,6.2,55.3
E00064354,71.4,3.8,24.9
E00064355,62.7,6.5,30.8
E00064356,66.8,2.9,30.3
E00064357,61.8,4.2,33.9
E00064358,67.3,4,28.7
E00064359,62.7,3,34.3
E00064360,63.1,4.1,32.9
E00064362,65.9,2.9,31.2
E00064363,64.6,1.7,33.8
E00064365,66.3,0.4,33.3
E00064366,54.2,4.6,41.3
E00064367,57.1,3.9,39
E00064368,62.8,4.3,32.9
E00064369,57.5,4.9,37.5
E00064370,60.8,6,33.2
E00064371,52.3,1.9,45.8
E00064372,53.2,7.4,39.4
E00064373,59.5,2.4,38.1
E00064374,63.4,1.6,35
E00064375,65.7,4.2,30.1
E00064376,66.7,7,26.4
E00064377,35.2,2.6,62.2
E00064378,53.2,1.8,45
E00064379,40.7,1.8,57.5
E00064380,46.1,3.5,50.4
E00064381,37.9,0.8,61.3
E00064382,53,1.3,45.8
E00064383,60.1,2.8,37.1
E00064384,51.5,2.2,46.3
E00064385,55.5,2.4,42
E00064386,67,3.8,29.2
E00064387,63,3.8,33.2
E00064388,67.6,0.8,31.5
E00064389,64.9,2.2,32.9
E00064391,65,1.2,33.9
E00064393,62.3,1.6,36.2
E00064395,69.3,2,28.8
E00064396,64.8,5.5,29.7
E00064397,59.7,2.4,37.9
E00064398,60.6,1.9,37.5
E00064399,34.7,11,54.3
E00064400,39.6,6,54.4
E00064401,51.4,0.9,47.7
E00064402,35.4,2.7,61.9
E00064403,50.2,0,49.8
E00064404,51.8,3.1,45.1
E00064405,54.5,3.3,42.3
E00064407,62,4.9,33.2
E00064408,71.8,4,24.3
E00064409,52.7,5.8,41.5
E00064410,55.2,2.5,42.3
E00064411,68.8,3.6,27.6
E00064412,46,6.3,47.7
E00064413,62.7,2,35.3
E00064414,72.1,2.4,25.5
E00064415,60.5,4.3,35.2
E00064441,72.5,2,25.5
E00064442,59.4,6.1,34.4
E00064443,53.6,4.8,41.6
E00064444,63.5,2.3,34.2
E00064445,77.4,3.2,19.5
E00064446,54.7,5.2,40.1
E00064447,64.8,1.5,33.7
E00064448,62.3,1.9,35.8
E00064508,63.9,3.5,32.6
E00064509,60.5,1.1,38.3
E00064510,64.1,2.3,33.6
E00064511,66.1,0.8,33.1
E00064512,55.1,6.8,38.1
E00064513,35.4,3.2,61.4
E00064514,64.3,2.7,32.9
E00064515,62,1.6,36.4
E00064516,63.7,2.7,33.6
E00064517,56.6,5.9,37.4
E00064518,64.2,1.6,34.2
E00064519,66,0,34
E00064520,46.6,6.4,47
E00064521,54.8,1.4,43.9
E00064522,57,3.6,39.4
E00064523,54.2,2.1,43.7
E00064524,5,0,95
E00064525,66.4,2.7,30.9
E00064526,65.2,2.7,32
E00064527,61.6,5.3,33.1
E00064528,62.9,0.9,36.2
E00064529,46.4,1.9,51.7
E00064530,47.7,3.7,48.5
E00064531,73,0,27
E00064532,54.4,2.1,43.5
E00064533,52.8,4,43.2
E00064534,43.3,6.3,50.4
E00064535,64.9,4.4,30.7
E00064536,65.2,2.2,32.6
E00064537,31.1,2.1,66.8
E00064538,60.6,7,32.4
E00064539,62.8,4.5,32.6
E00064540,30.8,1.1,68.1
E00064541,47.6,6.2,46.2
E00064542,64.1,3.5,32.4
E00064543,63.3,4.2,32.5
E00064544,45.3,5.1,49.5
E00064545,64.8,1.7,33.5
E00064546,45.1,1.5,53.4
E00064547,65.4,3.3,31.3
E00064548,53.5,2.7,43.8
E00064549,73.2,2.2,24.6
E00064550,65.6,1.4,33
E00064551,67.7,3.6,28.6
E00064552,71.8,2.9,25.3
E00064553,73.6,2.3,24.1
E00064554,40.9,5.7,53.4
E00064555,57.5,7.8,34.7
E00064556,61.1,2.3,36.7
E00064557,74.8,1,24.3
E00064558,63,2.9,34.2
E00064559,58.2,6.1,35.7
E00064560,63.8,0.5,35.7
E00064561,61,3,36
E00064562,67.3,4.1,28.6
E00064563,68.8,3.2,28.1
E00064564,65.9,2,32.1
E00064565,61,3.5,35.5
E00064566,63.7,3,33.3
E00064567,49.5,1.9,48.6
E00064568,58.7,2,39.3
E00064569,56.8,6.3,36.9
E00064570,61.2,2.7,36.1
E00064571,53.6,3.3,43.1
E00064572,60,2.3,37.7
E00064573,63.3,4.1,32.6
E00064574,59.7,3.5,36.8
E00064575,22.3,3.8,73.9
E00064576,47.3,2.4,50.2
E00064811,44.1,12.2,43.7
E00064831,28.5,4,67.5
E00064838,54.9,4.9,40.2
E00064839,60.8,6.7,32.5
E00064840,58.7,6.7,34.7
E00064842,62.4,5.2,32.4
E00064845,54.4,10.6,35
E00064848,39.4,8.3,52.3
E00064849,58.5,5.7,35.8
E00064868,52.8,2.1,45.1
E00064869,57.3,4.1,38.6
E00064870,38.8,7.2,54
E00064871,55.8,4.9,39.3
E00064872,66.1,4.1,29.8
E00064899,66.4,6.9,26.7
E00064903,58.5,4.1,37.4
E00064904,54,8.8,37.2
E00064906,43,6.3,50.7
E00064908,61.5,8.9,29.6
E00064909,47.9,13.7,38.4
E00064910,61.6,5.2,33.2
E00064911,65.1,5.1,29.8
E00064913,55.3,9.6,35.2
E00064914,62.7,5.1,32.2
E00064915,57.7,9.4,32.9
E00064916,64.9,4.9,30.2
E00064917,64.1,5.9,30
E00064919,62.1,10.2,27.6
E00064922,41.9,8.6,49.5
