geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E02003184,51.1,33.8,11.7,3.1,0.3
E02003185,51.6,32.7,12.6,2.8,0.2
E02003186,44.3,35.3,14.7,4.8,0.8
E02003187,47.9,32.7,14.4,4.7,0.4
E02003188,45.9,34.7,14.4,4.3,0.7
E02003189,51.2,32.6,13.2,2.5,0.4
E02003190,37.4,34.3,19.3,7.4,1.6
E02003191,54.6,33.4,9.8,2,0.2
E02003192,42,37.1,15.6,4.7,0.7
E02003202,51.1,33,12.9,2.9,0.2
E02003203,51.3,33.7,12.2,2.7,0.1
E02003204,48.6,33.4,14.7,3,0.3
E02003205,49.6,36,11.9,2.4,0.1
E02003206,59.8,28.7,8.5,2.5,0.4
E02003207,44,34.1,17,4.7,0.2
E02003208,44.6,33.5,16.8,4.7,0.4
E02003209,45.5,35.4,15.2,3.7,0.2
E02003210,60.2,29.4,9.1,1.2,0.1
E02003211,56.3,33.3,9.1,1.2,0
E02003584,39.3,35.8,17.6,6.3,1
E02003585,48,36.4,13.7,1.6,0.3
E02003586,44.5,36.5,15.4,3.4,0.2
E02003587,40.3,35.5,18.2,5.5,0.6
E02003588,41.9,35.3,17.6,4.9,0.2
E02003589,41.4,34.8,18.7,4.6,0.4
E02003590,48.1,38.3,11.6,1.9,0.1
E02003591,46.1,35.5,14.9,3.3,0.3
E02003592,44.7,37.7,14.1,3.2,0.2
E02003593,49.7,35.2,12.7,2.4,0.1
E02003594,39,37.4,18.2,5.1,0.3
E02003595,42.4,39.1,15.1,3.4,0
E02003596,39.2,37.1,18.1,5,0.6
E02003597,45.6,36.7,14.2,3.4,0.1
E02003598,39.2,39,16.6,4.8,0.3
E02004242,53.3,34,11.5,1.1,0.1
E02004265,47.4,36.3,13.4,2.8,0.1
E02004266,50.2,34.4,12.4,2.9,0.1
E02004267,51.5,36.2,10.7,1.7,0
E02004268,46.5,37,13.9,2.6,0.1
E02004275,52.5,34.6,11.4,1.5,0
E02004276,45.3,37.9,13.4,3.2,0.2
E02004278,52.2,34,11.8,1.9,0.2
E02004279,52.2,35.2,10.8,1.7,0.1
E02004280,48.8,36.7,12.5,1.9,0.1
E02004281,44.9,34.4,15.3,5.1,0.4
E02004282,51.7,35.9,10.7,1.5,0.2
E02004283,46.7,34.5,14.5,3.7,0.6
E02004284,40.2,35.1,17.7,6.1,0.9
E02004285,42.4,34.8,17.3,5,0.5
E02004286,48.2,34.1,14.3,3.1,0.2
E02004287,47,36.1,14.2,2.6,0.1
E02004288,42.2,36.3,16.5,4.6,0.3
E02004289,44.2,38.3,14.9,2.3,0.3
E02004801,56.2,34.5,8.4,0.9,0.1
E02006574,41.2,39.7,15.9,2.9,0.3
E02006883,48.2,33.1,15.2,2.8,0.7
E02006885,51.5,34.1,11.8,2.3,0.3
E02007006,47.5,35.4,13.7,3.1,0.3
E02007007,52.4,33.3,11.5,2.7,0.1
