geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E02003184,18.1,40.9,15.7,25.4
E02003185,8.2,26.3,45.5,19.9
E02003186,18,35.3,29.4,17.3
E02003187,19.9,34,28,18.1
E02003188,42,42.3,8.7,7
E02003189,24.6,36.6,16.9,21.9
E02003190,48.1,39.1,8.1,4.7
E02003191,12.5,33.6,31.7,22.3
E02003192,38.8,41.6,13,6.6
E02003202,14.4,31.8,31.9,22
E02003203,9.7,35.1,42.7,12.5
E02003204,12.7,31,37.7,18.6
E02003205,5.7,23,50.4,21
E02003206,11.1,26.1,28.8,34
E02003207,10.4,25.4,51.4,12.7
E02003208,23.4,46.2,21.2,9.1
E02003209,13.4,30,41.7,14.9
E02003210,11.1,31.4,30.4,27.2
E02003211,7.7,36.4,30.4,25.5
E02003584,32.4,38.1,19,10.5
E02003585,6.7,28.7,41.9,22.6
E02003586,7.8,29.7,45.4,17
E02003587,13.1,35.7,41.7,9.6
E02003588,9.2,34.5,45.6,10.7
E02003589,19.6,36.1,35.4,9
E02003590,5.9,28.7,40.4,25
E02003591,7.5,27.8,45.6,19.1
E02003592,8.5,34.4,39.5,17.6
E02003593,4.8,26.2,44.2,24.8
E02003594,11.2,39,34.8,15
E02003595,5.5,33.5,41.1,20
E02003596,20.5,36,28.9,14.7
E02003597,5,26.3,47,21.7
E02003598,13.9,35.1,36.9,14.1
E02004242,7.4,29.5,38,25.1
E02004265,7.9,27.4,45.1,19.6
E02004266,4.6,29.4,44.1,21.9
E02004267,5.4,21,39.5,34.2
E02004268,10.6,35.5,36.5,17.4
E02004275,4.4,22,46.1,27.5
E02004276,14.6,37.5,33.8,14.2
E02004278,11.9,22.7,43.6,21.9
E02004279,4.6,26.9,40.8,27.6
E02004280,7.3,25.8,46.3,20.6
E02004281,14.7,33.3,39.2,12.8
E02004282,5.8,24.5,42.7,26.9
E02004283,7.7,22.4,47.8,22.1
E02004284,29.6,37.9,20.4,12.1
E02004285,15.9,30.9,42.3,11
E02004286,7.1,26.7,43.2,23
E02004287,8.2,25,48.5,18.3
E02004288,11.9,33.7,39.9,14.5
E02004289,5.3,32.9,47.7,14.1
E02004801,6.1,23.3,38.2,32.5
E02006574,9.8,31.5,39.6,19.1
E02006883,37.2,46.2,11.6,5
E02006885,26,53.7,13.5,6.8
E02007006,27.7,36.7,22.7,12.9
E02007007,9.2,29,41.2,20.6
