geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E02003184,60.2,4.6,35.1
E02003185,62.9,2.7,34.4
E02003186,63.3,4.7,32
E02003187,58.4,3.7,37.8
E02003188,52.1,6.7,41.2
E02003189,55.7,2.6,41.7
E02003190,60.8,5.3,33.9
E02003191,50.1,2.4,47.5
E02003192,47.9,6.4,45.6
E02003202,56.7,3.2,40.1
E02003203,65.4,2.6,32
E02003204,58.7,2.8,38.6
E02003205,59.6,2.4,37.9
E02003206,61.9,2.6,35.5
E02003207,60.2,3.5,36.3
E02003208,55,3.1,41.9
E02003209,56.5,3.1,40.4
E02003210,55.9,2.2,41.9
E02003211,39.4,2.1,58.5
E02003584,49.4,4.8,45.8
E02003585,45,1.9,53.1
E02003586,49.6,3,47.4
E02003587,51.3,3.9,44.9
E02003588,50.4,3.1,46.5
E02003589,59.5,4.1,36.4
E02003590,40.3,2.3,57.4
E02003591,54,2.6,43.4
E02003592,39.5,2.2,58.2
E02003593,47.3,2,50.7
E02003594,47.6,3.4,49
E02003595,44,2.3,53.7
E02003596,44.5,3.2,52.3
E02003597,47.4,2.2,50.4
E02003598,43.2,3.2,53.6
E02004242,42.5,1.8,55.7
E02004265,51.2,2.2,46.6
E02004266,59.3,2.4,38.3
E02004267,49.3,1.8,48.9
E02004268,45.5,2.4,52.1
E02004275,49.8,1.7,48.5
E02004276,45.6,2.2,52.2
E02004278,56,1.9,42.2
E02004279,53.6,1.9,44.5
E02004280,54.5,1.7,43.8
E02004281,56.7,3.1,40.2
E02004282,45.2,1.4,53.5
E02004283,51.2,2.8,46
E02004284,48.4,3.8,47.8
E02004285,55.8,2.9,41.2
E02004286,53.7,2.4,43.9
E02004287,54.9,2.6,42.5
E02004288,47.3,3.7,49
E02004289,54.7,2.3,43.1
E02004801,39.4,1.7,58.9
E02006574,45.8,2.6,51.6
E02006883,58.2,3.9,38
E02006885,56.9,4.5,38.6
E02007006,47.7,3,49.2
E02007007,54.5,2.4,43.1
