geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E02003184,75.4,4.6,18.3,1.7
E02003185,90.9,0.3,8.5,0.3
E02003186,83.6,1.1,14.2,1.2
E02003187,86.1,0.6,11.9,1.3
E02003188,61.9,1.7,32,4.4
E02003189,88.4,0.4,10,1.2
E02003190,81.9,0.4,15.8,1.8
E02003191,88.9,0.3,10.2,0.6
E02003192,63.4,3,30,3.6
E02003202,84.9,0.8,13.3,1
E02003203,89.4,0.3,9.8,0.6
E02003204,89.1,0.1,10.3,0.5
E02003205,91.7,0.3,7.6,0.4
E02003206,87.9,0.3,11.1,0.8
E02003207,90,0.1,9.5,0.4
E02003208,84.6,0.4,13.5,1.5
E02003209,90.6,0.1,8.8,0.5
E02003210,87.8,0.3,11.2,0.7
E02003211,86,0.4,12.7,0.9
E02003584,86.6,0.3,12.6,0.6
E02003585,91.2,0.3,8.1,0.4
E02003586,91.4,0.2,8.1,0.3
E02003587,89.2,0.1,10.5,0.2
E02003588,88.8,0.1,10.5,0.5
E02003589,88.6,0.1,10.3,1.1
E02003590,89.8,0.2,9.5,0.6
E02003591,90.5,0.2,8.8,0.5
E02003592,89.5,0.1,9.9,0.5
E02003593,89.9,0.2,9.5,0.4
E02003594,90.6,0.2,8.9,0.4
E02003595,91.2,0.2,8.3,0.3
E02003596,90.3,0.1,9.3,0.3
E02003597,90.6,0.1,8.8,0.5
E02003598,90.4,0.2,9,0.5
E02004242,90.9,0.4,8.3,0.5
E02004265,91.4,0.1,8.3,0.2
E02004266,88.5,0.1,10.7,0.7
E02004267,90.4,0.2,8.7,0.6
E02004268,89.4,0.2,9.9,0.5
E02004275,90.8,0.2,8.6,0.4
E02004276,91.4,0.1,8.1,0.4
E02004278,93,0.2,6.5,0.4
E02004279,91.2,0.1,8.5,0.3
E02004280,91.6,0.2,7.9,0.3
E02004281,90.5,0.1,9.2,0.1
E02004282,90.9,0.2,8.5,0.4
E02004283,91.9,0.2,7.4,0.4
E02004284,87.3,0.2,11.4,1
E02004285,90.6,0.2,9,0.2
E02004286,93.3,0.2,6.1,0.3
E02004287,91.6,0.3,7.9,0.2
E02004288,86.7,0.1,12.7,0.4
E02004289,90.9,0.1,8.8,0.2
E02004801,88.9,0.2,10.3,0.6
E02006574,90.3,0.2,9,0.5
E02006883,82.1,0.4,16.3,1.2
E02006885,78.8,0.9,18,2.4
E02007006,85,0.2,13.4,1.4
E02007007,89.8,0.3,8.8,1.2
