geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E02003184,82.8,15.1,2.1
E02003185,95.3,4.1,0.6
E02003186,80.7,16.5,2.9
E02003187,86.7,11.3,2
E02003188,75.2,21.2,3.5
E02003189,93.9,5.6,0.5
E02003190,73.2,22.1,4.7
E02003191,96.7,2.9,0.4
E02003192,75.9,20.8,3.2
E02003202,89.9,8.9,1.2
E02003203,92.2,6.7,1
E02003204,94.6,4.6,0.7
E02003205,95.1,4.3,0.6
E02003206,94.3,5.1,0.6
E02003207,95.9,3.4,0.7
E02003208,89.1,9.5,1.5
E02003209,95.5,4,0.5
E02003210,96.4,3.2,0.4
E02003211,95.1,4.4,0.5
E02003584,96.7,2.8,0.5
E02003585,98.7,1.1,0.2
E02003586,98.5,1.3,0.2
E02003587,97.8,1.9,0.4
E02003588,97.3,2.3,0.4
E02003589,96.8,2.9,0.4
E02003590,98.8,1.2,0.1
E02003591,97.7,1.7,0.6
E02003592,98.8,1.1,0.1
E02003593,99.2,0.7,0.1
E02003594,98,1.6,0.4
E02003595,99,0.8,0.2
E02003596,97.9,1.7,0.4
E02003597,99.2,0.8,0.1
E02003598,98.8,1.1,0.2
E02004242,98.5,1.3,0.2
E02004265,98.9,0.9,0.2
E02004266,98,1.8,0.2
E02004267,99.1,0.9,0
E02004268,97.7,2,0.3
E02004275,99.1,0.7,0.1
E02004276,98.6,1.2,0.3
E02004278,97.8,2,0.2
E02004279,99.1,0.8,0.1
E02004280,98.5,1.2,0.3
E02004281,98.4,1.4,0.2
E02004282,98.8,1.1,0.1
E02004283,98.4,1.3,0.3
E02004284,95.2,3.9,0.9
E02004285,97.2,2.4,0.4
E02004286,98.6,1.2,0.2
E02004287,98.8,1,0.1
E02004288,97.9,1.8,0.3
E02004289,99.1,0.8,0.1
E02004801,98.2,1.7,0.1
E02006574,96.4,2.8,0.7
E02006883,83.7,14.6,1.7
E02006885,81.9,15.7,2.4
E02007006,95.2,4,0.8
E02007007,96.4,3.2,0.3
