geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00045249,37.8,27,26.1,8.1,0.9
E00045250,30.8,37,24.7,6.8,0.7
E00045251,32.1,38.4,17,11.6,0.9
E00045252,23.5,43.5,23.5,9.6,0
E00045253,53.1,34.4,12.5,0,0
E00045254,35.4,35.4,22.2,7.1,0
E00045255,62.5,25.7,11.1,0.7,0
E00045256,22,34.8,33.3,9.2,0.7
E00045257,41.9,34.6,20.6,2.9,0
E00045258,41.2,33.1,20.6,5.1,0
E00045259,23.8,46.8,20.6,7.9,0.8
E00045260,57.4,31.8,8.5,1.6,0.8
E00045261,25.8,38.3,25.8,8.6,1.6
E00045262,19.7,39.4,27.7,13.1,0
E00045263,29.8,38.5,15.4,16.3,0
E00045265,29.1,37.8,19.7,12.6,0.8
E00045267,28.7,22.8,36.6,10.9,1
E00045275,56.5,28.2,13.7,1.6,0
E00045276,32.6,34.9,24.8,7.8,0
E00045277,26.4,41.9,26.4,5.4,0
E00045278,61.9,30.6,6,1.5,0
E00045279,45.9,39.8,9.2,5.1,0
E00045280,26.2,28.2,33,10.7,1.9
E00045281,35.2,32,24.8,7.2,0.8
E00045282,36.6,37.4,17.9,6.5,1.6
E00045283,26.1,33.6,28.4,10.4,1.5
E00045284,30.4,42,21,5.1,1.4
E00045285,28.3,42.5,18.3,10.8,0
E00045286,30.9,44.1,16.2,7.4,1.5
E00045287,37.4,32.7,22.4,7.5,0
E00045288,33.1,37.6,18,11.3,0
E00045289,27.9,35.1,25.2,11.7,0
E00045290,21.1,39.4,28.4,8.3,2.8
E00045292,24,36.4,24.8,14,0.8
E00045293,35.7,32.4,21,10,1
E00045294,29.1,34.2,19.7,17.1,0
E00045295,27.6,39.8,20.3,10.6,1.6
E00045296,48.1,36.1,14.3,1.5,0
E00045297,54.8,31.5,12.9,0.8,0
E00045298,42.9,38.1,17.7,1.4,0
E00045299,40,35.6,16.3,8.1,0
E00045300,34.7,35.5,22.3,7.4,0
E00045301,43.5,38.3,17.4,0.9,0
E00045302,30.3,33,23.9,12.8,0
E00045303,40.1,38.2,16.4,4.6,0.7
E00045304,26.4,28.2,36.4,7.3,1.8
E00045305,45.5,33.9,18.2,2.5,0
E00045306,49.2,34.7,12.9,3.2,0
E00045307,23.8,30.8,32.2,13.3,0
E00045308,39.1,37.5,18.8,3.9,0.8
E00045309,29.9,36.2,25.2,8.7,0
E00045310,25,39.2,22.5,13.3,0
E00045311,30.7,40.9,18.1,8.7,1.6
E00045312,47.6,34.1,14.3,4,0
E00045313,51.6,34.9,12.7,0.8,0
E00045315,25.2,35.9,27.5,9.9,1.5
E00045317,41.3,36.7,15.6,6.4,0
E00045318,31.4,34.7,28,5.9,0
E00045320,33.1,30.6,29,7.3,0
E00045321,31.9,34.5,20.7,12.1,0.9
E00045322,17.2,44.8,30.6,6.7,0.7
E00045323,15.6,38.5,36.9,9,0
E00045324,31,38.6,26.3,4.1,0
E00045325,26.6,26.6,24.2,21.8,0.8
E00045592,58.6,29.6,9.2,1.3,1.3
E00045595,60.7,29.3,8,2,0
E00045596,54,31.3,13.5,1.2,0
E00045597,50.8,34.3,12.2,2.8,0
E00045598,32.2,40.8,20.4,5.2,1.4
E00045599,44.7,33.3,14.7,6.7,0.7
E00045600,49.3,34,11.3,4.7,0.7
E00045601,39.8,34.8,14.9,8.1,2.5
E00045602,33.1,38.9,23.4,4,0.6
E00045603,53.2,28.7,13.3,4.8,0
E00045604,54.3,37.1,5.2,3.4,0
E00045605,49.7,32.2,10.5,5.6,2.1
E00045606,60.5,29.8,9.7,0,0
E00045608,55.4,29.5,11.4,2.4,1.2
E00045613,67,30.4,1.7,0.9,0
E00045615,70.1,20.6,8.4,0.9,0
E00045616,71,26.6,2.4,0,0
E00045621,66.1,28.4,5.5,0,0
E00045622,76.6,20.3,2.3,0.8,0
E00045627,70.3,26.1,2.7,0.9,0
E00045628,62.1,31.6,5.3,1.1,0
E00045629,57.5,35.4,6.2,0.9,0
E00045645,69,25.4,4.8,0.8,0
E00045646,50.4,37.8,10.2,1.6,0
E00045653,24.4,39.5,22.7,13.4,0
E00045658,28.8,34.4,32.5,4.3,0
E00045659,27.6,35.1,22.4,12.7,2.2
E00045660,31.3,37.5,27.1,4.2,0
E00045970,40,36.7,16.7,5.8,0.8
E00045971,66.5,22.8,10.8,0,0
E00045972,56.9,23.3,18.1,0.9,0.9
E00045973,66.1,27.1,6.8,0,0
E00045974,63,30.7,6.3,0,0
E00045975,72.6,20.5,6.8,0,0
E00045976,72.5,23.3,3.3,0.8,0
E00045977,59.7,21.4,14.3,3.9,0.6
E00045978,76.4,17.9,4.3,1.4,0
E00045979,52.8,26.4,18.4,2.4,0
E00045980,73.6,22.5,3.9,0,0
E00045981,63.9,23.8,9,1.6,1.6
E00045982,59.3,27.1,6.8,6.8,0
E00045983,50,31.6,16.7,1.8,0
E00045984,61.7,27.8,9.8,0.8,0
E00045985,69.3,23.4,6.6,0,0.7
E00045986,70.2,24.5,4.3,1.1,0
E00045987,67,26.8,5.4,0.9,0
E00045988,59.2,24,14.4,2.4,0
E00045989,72,21.6,4,2.4,0
E00045990,45.7,29.9,20.7,3.8,0
E00045991,59.4,30.3,9.7,0.6,0
E00045992,20.1,39.7,25.9,13.8,0.6
E00045993,57.5,30.1,11,1.4,0
E00045994,65.4,25.4,6.9,1.5,0.8
E00045995,68.2,25,5.3,1.5,0
E00045996,22.7,35.5,33.6,7.3,0.9
E00045997,62.7,20.6,11.9,4.8,0
E00045998,28.8,39,23.3,8.2,0.7
E00045999,34.2,34.2,20.8,10,0.8
E00046000,62.7,21.3,9.3,6.7,0
E00046001,57.9,30.6,10.7,0.8,0
E00046002,24.6,46,21.4,7.1,0.8
E00046003,31.9,30.4,21.5,15.6,0.7
E00046004,34.4,32,24,9.6,0
E00046005,55.3,26.3,9.6,8.8,0
E00046006,56.7,29.9,10.4,3,0
E00046007,36.2,37.7,21.5,4.6,0
E00046008,29.3,36.4,27.1,6.4,0.7
E00046009,11.4,43.9,39.4,5.3,0
E00046010,37.3,29.9,23.1,9,0.7
E00046011,52,21.6,18.4,7.2,0.8
E00046012,26.6,44.5,17.2,11.7,0
E00046013,41.7,33.8,20.1,4.3,0
E00046014,26.1,39.1,27.3,7.5,0
E00046015,54.1,27.9,15.3,2.7,0
E00046016,52.5,35.8,6.7,5,0
E00046017,19.2,41.8,24.7,13,1.4
E00046018,34.9,34.9,22,6.4,1.8
E00046019,39.2,31.2,21.6,7.2,0.8
E00046020,48.7,28.6,20.2,2.5,0
E00046021,63.4,33.6,3.1,0,0
E00046022,40,41.9,11.4,5.7,1
E00046023,40.9,34.1,18.9,6.1,0
E00046024,42.9,29.4,21.4,6.3,0
E00046025,53.2,33.1,12.1,1.6,0
E00046026,42.3,37.3,14.8,4.9,0.7
E00046027,52.9,31.9,10.9,4.2,0
E00046028,60.2,29.3,6.8,3,0.8
E00046029,53.7,35,8.9,2.4,0
E00046030,54.7,30.8,13.7,0.9,0
E00046031,50.7,27.6,14.2,7.5,0
E00046032,33.9,42.2,14.7,9.2,0
E00046033,47.3,26.8,17.9,8,0
E00046034,40.2,44.6,15.2,0,0
E00046035,41.2,32.8,23.5,2.5,0
E00046036,44.8,29.5,22.9,2.9,0
E00046037,35.4,30.1,29.2,5.3,0
E00046039,57.6,30.4,8,4,0
E00046040,70.3,21.9,7.8,0,0
E00046041,70.7,22.4,4.8,0.7,1.4
E00046042,61.3,28.6,9.2,0.8,0
E00046043,73,24.8,0.7,1.5,0
E00046044,75.8,22,2.3,0,0
E00046045,69.9,21.1,5.7,3.3,0
E00046046,71.1,23.7,3.1,2.1,0
E00046047,70.8,20,7.7,1.5,0
E00046048,65.7,25,8.3,0.9,0
E00046049,47.2,36.1,6.5,9.3,0.9
E00046050,47.5,35.6,12.4,4.5,0
E00046359,45.7,39.4,9.6,5.3,0
E00046361,50,36.3,10,2.5,1.3
E00046362,42.9,35.2,17.6,2.2,2.2
E00046363,44.2,37.5,14.4,3.8,0
E00046364,43.6,38.5,16.7,1.3,0
E00046365,40,41.3,18.7,0,0
E00046366,40.6,38.2,17,4.2,0
E00046369,53.3,23.3,16.7,6.7,0
E00046372,52.4,29.9,13.6,4.1,0
E00046373,41.2,38.9,19.8,0,0
E00046376,37.6,30.8,22.2,6.8,2.6
E00046378,63.9,22.7,7.6,5.9,0
E00046380,48.5,29.7,17.8,4,0
E00046382,34.6,44.2,18.3,2.9,0
E00046384,57.5,25.2,14.2,2.4,0.8
E00046388,41.7,36.4,15.2,5.3,1.5
E00046392,34.8,40.4,16.3,8.5,0
E00046396,42.2,32.6,20.7,4.4,0
E00046402,46.3,32.7,17.3,3.7,0
E00046403,32.4,38.1,26.7,2.9,0
E00046406,32.7,42.6,15.8,7.9,1
E00046905,47.3,40,10,2.7,0
E00046906,34.1,41.9,14,9.3,0.8
E00046907,28.7,27,33.6,10.7,0
E00046908,52.9,28.7,10.3,8.1,0
E00046909,38.1,33.1,24.6,4.2,0
E00046910,53.3,34.8,11.9,0,0
E00046911,66.2,25.2,7.3,1.3,0
E00046912,54.8,25.4,14.3,4.8,0.8
E00046913,52.2,33.9,10.4,3.5,0
E00046914,46,26.3,20.2,7.6,0
E00046915,61.6,29.1,8.6,0.7,0
E00046916,56,33.6,8.6,1.7,0
E00046917,64.5,24,9.1,2.5,0
E00046918,63.5,27.8,5.6,2.4,0.8
E00046919,60,29.6,7.2,3.2,0
E00046920,55,32.5,10.8,1.7,0
E00046921,51.8,28.5,16.1,3.6,0
E00046922,62,26.4,10.9,0.8,0
E00046923,52.7,33.5,10.4,3.3,0
E00046924,59.4,33.1,6.8,0.8,0
E00046925,61.1,29.8,8.4,0.8,0
E00046926,73,17.2,7.4,2.5,0
E00046927,53.8,29.1,14.5,2.6,0
E00046928,43.8,39.7,13,3.4,0
E00046929,63.4,27.6,7.5,1.5,0
E00046930,30.3,36.4,23.5,9.8,0
E00046931,54.1,32.3,11.3,2.3,0
E00046932,41.7,37.4,15.7,5.2,0
E00046933,19.2,33.1,35.1,12.6,0
E00046934,52.9,29.3,13.8,4,0
E00046935,61.1,28.2,9.4,1.3,0
E00046936,51.1,31.2,16.3,0.7,0.7
E00046937,49.2,35.2,13.1,2.5,0
E00046938,45.5,37.3,16.4,0.7,0
E00046939,45.6,36.8,16.7,0.9,0
E00046940,40.8,35,19.2,5,0
E00046941,47.4,30.7,16.1,4.4,1.5
E00046942,46.4,32.8,16.8,3.2,0.8
E00046943,32.5,45.2,19,3.2,0
E00046944,45.6,32.8,16.8,4.8,0
E00046945,43.3,35.8,20,0.8,0
E00046946,34.2,41.7,20,4.2,0
E00046947,41.2,42,12.6,4.2,0
E00046948,45.7,39.5,12.4,2.3,0
E00046949,37.1,35.3,20.7,6.9,0
E00046950,38,34.3,24.7,3,0
E00046951,50.4,32.2,15.7,1.7,0
E00046952,23.6,41.5,22.8,10.6,1.6
E00046953,29.1,35.4,23.6,11.8,0
