geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00045249,7.9,13,6.3,72.7,0
E00045250,3.5,1.7,3,91.3,0.4
E00045251,5.5,14.8,8.6,67.9,3.1
E00045252,1.8,13.8,10.2,73.8,0.4
E00045253,9.1,1.5,4,83.3,2.2
E00045254,13.6,10.3,7.8,63,5.3
E00045255,9.2,3.7,2.6,84.4,0
E00045256,9.6,12.4,3.1,73.3,1.7
E00045257,5.2,3.3,3.9,86.3,1.3
E00045258,3.2,7,6.1,80.8,2.9
E00045259,3.1,14,8.1,72.6,2.2
E00045260,9.9,5.7,3,78.3,3
E00045261,0.5,11.7,8.6,78.8,0.5
E00045262,4.2,17,5.6,69.8,3.5
E00045263,5.6,10,16.4,64.4,3.6
E00045265,7.2,8.8,7.2,76.5,0.3
E00045267,3.9,9.3,4.4,81.9,0.5
E00045275,6.5,2.5,1.8,89.2,0
E00045276,17.5,18.7,7.2,54.8,1.8
E00045277,24.7,11.5,9.1,53,1.7
E00045278,27.7,7.6,21.4,36.3,7
E00045279,18,8,4.5,64,5.5
E00045280,4.7,7.5,12.7,75,0
E00045281,10,15.2,5.9,64,4.8
E00045282,9.2,12,7.6,69.3,2
E00045283,16.2,10.2,7.3,61,5.4
E00045284,7,16.3,8.1,65,3.5
E00045285,19.9,11.2,6.9,54.9,7.2
E00045286,9.1,12,2.9,74.3,1.8
E00045287,1.9,21.3,11.4,62.3,3.1
E00045288,11.3,8.8,5,66.7,8.2
E00045289,8.5,12.4,12.4,62.4,4.3
E00045290,4.9,15.6,9.4,67.4,2.8
E00045292,12.3,3.4,7.9,66.8,9.6
E00045293,10.2,7.6,8,69.7,4.5
E00045294,5.9,6.5,3.3,82.7,1.6
E00045295,6.6,13.8,5.5,69,5.2
E00045296,6.3,8.8,3.2,81.4,0.3
E00045297,7.8,2.6,0.4,89.2,0
E00045298,9.5,6.3,2.7,80.1,1.5
E00045299,7.1,8.3,10.9,71.1,2.6
E00045300,6.2,9.2,8,73.8,2.8
E00045301,6.3,4.8,4.8,81.2,3
E00045302,4.6,15.3,14.4,59.3,6.5
E00045303,2.1,7.5,5.2,82.7,2.6
E00045304,11.5,14.6,8.4,64.5,1
E00045305,2.2,0.7,4.3,92.8,0
E00045306,2.2,4.6,3.7,89.5,0
E00045307,1.1,12.2,3.6,82.1,1.1
E00045308,9.1,7.8,10.3,68.8,4.1
E00045309,5.1,5.4,8.7,78.7,2.2
E00045310,4.8,21.2,6.2,65.9,1.8
E00045311,4.5,9.3,9,76.1,1.1
E00045312,5.1,5.5,2.6,86.8,0
E00045313,13.6,0.7,5.1,79.3,1.4
E00045315,2.1,13.1,7.6,73.9,3.4
E00045317,11.9,8,7.4,70.5,2.1
E00045318,5.7,11.5,8.8,72,1.9
E00045320,6.6,11.6,11,69.4,1.3
