geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00014739,15.4,26.9,3.1,51.8,2.8
E00014740,7.5,23.6,1.3,65.2,2.3
E00014744,17.2,23.5,2.5,51.5,5.3
E00014745,15.6,33.5,2.7,43.7,4.6
E00014746,4.4,28.2,4.4,61.1,2
E00014749,17.9,25.4,4.1,51.2,1.4
E00014752,7.7,21.5,3.1,65.5,2.3
E00014753,7,26.4,1.1,63.4,2.1
E00014754,12.3,19.8,1.6,63.6,2.8
E00014755,17,30.2,4.5,44.4,3.8
E00014756,6.7,28,2.2,63.1,0
E00014757,6.2,20.3,0.3,70.7,2.4
E00014758,9.7,24.8,3.4,60.1,2
E00014760,5.4,28.2,0,64.5,1.9
E00014761,10.1,24.7,3.4,57.8,4.1
E00014762,9.4,25.8,3.1,57.8,3.8
E00014763,11.3,26.7,3.8,54.6,3.8
E00014861,9.6,24.4,0.9,63.7,1.4
E00014862,8,18,2.1,68.8,3.1
E00014863,15.3,25.3,2.8,52.6,4
E00014866,12.1,30.9,2.7,51.8,2.4
E00014869,17.4,29.4,4.8,41.4,6.9
E00014870,9.8,31.5,4.2,50.9,3.6
E00014871,18.3,28.7,4.1,45.9,3
E00014872,8.7,28.3,5.5,55.1,2.4
E00014881,6.3,21.3,1.1,68.2,3.1
E00014890,15.9,31,3.9,47.4,1.7
E00014894,7.2,24.4,2.5,62,3.9
E00014895,9.5,30.6,0.4,57.3,2.2
E00014897,16.7,24.6,4.4,50,4.4
E00014898,15.5,26.3,3.3,49.3,5.6
E00014901,2.9,23.9,0,71,2.2
E00014905,6.9,25.7,3.8,61.1,2.4
E00014910,7.2,22.3,1.5,67.2,1.9
E00014912,5.5,29,0,65.5,0
E00014915,10.4,28,4.3,54.5,2.9
E00016972,7.1,23.2,1.8,64.9,3
E00016973,14.1,18.6,4,61.8,1.5
E00016974,8.2,25.4,0,65.6,0.7
E00016975,6,21.7,0.5,70.7,1.1
E00016976,3.4,24,1.9,70.6,0
E00016977,6.6,16.8,2.5,71.3,2.9
E00016978,4.1,18.3,0.8,76.8,0
E00016979,9.2,14.6,2.2,71.4,2.7
E00016980,5.2,17,1.7,71.6,4.4
E00016981,7.3,20.8,0.7,68.6,2.6
E00016982,6.9,20.4,4.9,64.5,3.3
E00016983,15.3,25.4,3.8,51.7,3.8
E00016984,18.1,24.1,1.9,50.8,5.1
E00016985,26.8,37,1.7,29.8,4.7
E00016986,8.3,14.9,1.8,73.2,1.8
E00016987,5.5,18.1,0.8,73.9,1.7
E00016988,7.5,18.4,1.6,70.1,2.5
E00016989,6.1,20.3,2,69,2.5
E00016990,15.3,21.5,2.8,56.5,4
E00016991,6.9,19.4,2.2,71.1,0.4
E00016992,24,40.2,3.5,27.9,4.4
E00016993,19.7,29.4,5.2,42.4,3.3
E00016994,8.5,22.2,1.7,65.4,2.1
E00016995,8.3,18.6,3.3,66.6,3.3
E00016996,21.9,46.4,2.7,26.2,2.7
E00016997,10.2,24,2.6,60.9,2.3
E00016998,17.2,38.2,4.4,35.8,4.4
E00016999,7.1,27.2,2.6,61.2,1.9
E00017000,9.1,19.2,2.3,67.6,1.8
E00017001,6.6,16.4,1.5,75.5,0
E00017002,14.1,27.4,3.2,52,3.2
E00017003,7.7,17.7,1,72,1.6
E00017004,11.1,22.9,1.1,62.7,2.2
E00017005,5.1,20.1,1.5,70.3,2.9
E00017006,7.9,14.2,1.7,76.2,0
E00017007,11.2,21.3,3.1,64.3,0
