areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00134321,17.2,49.8,3.6,27.6,1.8
E00134322,16.4,48.3,8.2,25.4,1.7
E00134323,22.9,47.7,6,22,1.4
E00134324,16.7,48.2,6.7,23.4,5
E00134352,18.8,43.3,9.6,25.5,2.8
E00134353,25.6,34.5,6.2,30.6,3.1
E00134354,22.1,40.7,5,31.4,0.7
E00134355,20.3,42.6,6.1,29.1,2
E00134356,17.2,43.9,5.3,29.5,4.1
E00134357,19,44.3,2.9,30.5,3.4
E00134358,15.9,47.1,9.4,27.5,0
E00134359,14,42.5,7.9,31.1,4.4
E00134360,25.3,43,6.3,20.9,4.4
E00134361,20.1,46.9,8.3,24.7,0
E00134362,15.8,45,9.6,27.8,1.9
E00134364,13,55.7,3.5,27.8,0
E00134365,27.6,38.8,5.9,27,0.7
E00134366,28,45.6,4,19.2,3.2
E00134367,11.7,42.3,4.1,38.3,3.6
E00134369,14.9,43,7,32.5,2.6
E00134427,19.6,39.2,7.7,32.2,1.4
E00134428,25.9,37.1,12.2,22.3,2.5
E00134429,45.2,40.9,0,12.9,1.1
E00134431,22.8,39.5,7,26.8,3.9
E00134432,22.4,46.8,5.9,23.4,1.5
E00134468,12.2,41,6.3,38.3,2.3
E00134469,10.6,51.9,5.1,30.2,2.1
E00134470,13.3,48.3,4.2,30.8,3.3
E00134472,25.6,42.9,6.2,20.4,5
E00134473,4.9,59.3,11.7,22.5,1.6
E00134475,17.1,52.2,4.8,24.2,1.7
E00134476,16.9,48.2,8.2,22.7,3.9
E00134477,14.7,49.8,6.5,26.8,2.2
E00134478,22.1,42.2,5.1,27.5,3
E00134479,21.2,42.2,6.5,28.9,1.1
E00134480,18.3,48.9,7.9,21.4,3.5
E00134481,13.6,45.1,5.7,33.7,1.9
E00134482,18.3,46.8,7.6,24.3,3
E00134483,24.1,40.1,7.4,24.7,3.7
E00134577,20.2,39.4,8.2,31.3,1
E00134578,19.9,47.4,4.4,28.3,0
E00134579,23.1,46.2,5,20.8,5
E00134580,16.9,37.8,5.1,36.6,3.5
E00134581,18.5,46.2,5.9,24.4,5
E00134582,14.5,49.6,6.2,29.3,0.4
E00134583,26.9,44.6,7.4,19,2.1
E00134584,23.3,39.7,6,28.4,2.6
E00134772,14.5,49,5.5,27.4,3.5
E00134773,17.2,40.7,5.3,35.1,1.7
E00134774,22.3,45.8,8.8,21.5,1.6
E00134775,13.6,48.9,4.5,31.8,1.1
E00135675,10.3,37.9,8,40.2,3.4
E00135676,31.7,37.6,7.7,17.6,5.4
E00135678,23.3,36.6,5.7,30.8,3.5
E00135679,26.7,41.5,5.1,23,3.7
E00135680,14.5,40.6,4.8,35.2,4.8
E00135681,18.6,42.8,4.2,34.4,0
