areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00134321,97.9,2.1,0
E00134322,96.8,3.2,0
E00134323,95.7,4.3,0
E00134324,100,0,0
E00134352,98.6,0,1.4
E00134353,99.3,0,0.7
E00134354,98.5,0,1.5
E00134355,94,0,6
E00134356,98.8,1.3,0
E00134357,98.9,0,1.1
E00134358,100,0,0
E00134359,99.2,0,0.8
E00134360,98.9,0,1.1
E00134361,99.2,0.8,0
E00134362,99,1,0
E00134364,94.8,5.2,0
E00134365,100,0,0
E00134366,98.5,1.5,0
E00134367,100,0,0
E00134369,98.3,1.7,0
E00134427,97.8,1.4,0.7
E00134428,99,1,0
E00134429,98.3,1.7,0
E00134431,96.5,2.7,0.9
E00134432,98.1,1.9,0
E00134468,100,0,0
E00134469,98.1,1,1
E00134470,96.9,1.5,1.5
E00134472,98.6,1.4,0
E00134473,100,0,0
E00134475,95,4.4,0.6
E00134476,99.2,0.8,0
E00134477,100,0,0
E00134478,99.5,0.5,0
E00134479,98.2,1.2,0.6
E00134480,99.2,0.8,0
E00134481,99.2,0.8,0
E00134482,97,3,0
E00134483,100,0,0
E00134577,97.2,1.9,0.9
E00134578,99.3,0.7,0
E00134579,98.3,1.7,0
E00134580,99.2,0.8,0
E00134581,100,0,0
E00134582,96.6,2.7,0.7
E00134583,99.2,0.8,0
E00134584,98.4,1.6,0
E00134772,83.4,16.6,0
E00134773,94,2.6,3.3
E00134774,100,0,0
E00134775,100,0,0
E00135675,98.4,1.6,0
E00135676,94,6,0
E00135678,92.4,5.1,2.5
E00135679,99.1,0.9,0
E00135680,99,1,0
E00135681,99.1,0,0.9
E00135861,100,0,0
E00135862,97.8,2.2,0
E00135863,100,0,0
E00135864,100,0,0
E00135867,98.7,1.3,0
E00135868,96.5,2.8,0.7
E00135869,100,0,0
E00135870,96.9,0,3.1
E00135874,99.4,0.6,0
E00135875,98.3,1.7,0
E00135932,97.8,1.1,1.1
E00135936,96.1,2.6,1.3
E00135975,87.2,12.8,0
E00135976,99.2,0.8,0
E00135977,98.1,1.9,0
E00135978,98.4,1.6,0
E00135979,86.6,13.4,0
E00135980,92.9,4.7,2.4
E00135981,85.2,13.3,1.5
E00135982,98.6,0.7,0.7
E00135983,99.2,0.8,0
E00135984,100,0,0
E00135985,100,0,0
E00135986,88.4,11.6,0
E00135987,99.2,0.8,0
E00135988,100,0,0
E00135989,84.9,15.1,0
E00135990,90.7,9.3,0
E00135991,94,6,0
E00135992,98.5,1.5,0
E00135993,100,0,0
E00135994,92.4,7.6,0
E00135995,100,0,0
E00135996,100,0,0
E00135997,85.6,13.6,0.8
E00135998,85.3,14.7,0
E00135999,54.1,45.2,0.6
E00136000,36.9,63.1,0
E00136001,77.5,22.5,0
E00136070,98.6,1.4,0
E00136167,100,0,0
E00136168,99,1,0
E00136169,96.2,3.8,0
E00136170,94.8,5.2,0
E00136171,66.1,2.5,31.4
E00136172,95.1,4.9,0
E00136173,99,1,0
E00136174,93.2,6.8,0
E00136175,99.1,0.9,0
E00136176,98.1,1.9,0
E00136185,99,1,0
E00136186,100,0,0
E00136187,100,0,0
E00136188,97,3,0
E00136189,100,0,0
E00136190,81.4,18.6,0
E00136191,98.9,1.1,0
E00136192,100,0,0
E00136216,95.6,4.4,0
E00136217,99,1,0
E00136218,99.3,0.7,0
E00136219,100,0,0
E00136220,98.2,1.8,0
E00136221,98.6,1.4,0
E00136222,98.7,0.7,0.7
E00136223,100,0,0
E00169874,100,0,0
E00169907,98.9,1.1,0
