areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00134321,90.6,0.3,9.1,0
E00134322,79.8,0,20.2,0
E00134323,89.7,0.4,9.9,0
E00134324,89.1,0,10.9,0
E00134352,93.2,0,6.8,0
E00134353,85.7,1.4,11.6,1.4
E00134354,96.8,0.6,2.6,0
E00134355,92,0.6,5.1,2.3
E00134356,91.3,0.3,8.4,0
E00134357,90.5,0.5,8,1
E00134358,89.5,0,10.5,0
E00134359,93,0,6.6,0.4
E00134360,87.3,1,11.8,0
E00134361,93.8,0.3,5.6,0.3
E00134362,89.1,0,10.1,0.8
E00134364,87.8,0,12.2,0
E00134365,92.7,0,7.3,0
E00134366,89.5,0,10.5,0
E00134367,88,0.4,10.8,0.8
E00134369,95.2,0,4.8,0
E00134427,91.6,0.6,6.5,1.3
E00134428,92.8,0,7.2,0
E00134429,94,0,6,0
E00134431,91.8,0.4,7.1,0.7
E00134432,94.9,0,5.1,0
E00134468,88.1,0.8,10.3,0.8
E00134469,92.4,0,7.6,0
E00134470,93.8,0,6.2,0
E00134472,91.1,0,7,1.9
E00134473,77.8,0,21.7,0.5
E00134475,91.6,0,7.4,0.9
E00134476,92,1,7,0
E00134477,94.1,0.4,5.6,0
E00134478,85.6,0,14.4,0
E00134479,96.3,0,3.7,0
E00134480,93.5,0,6.5,0
E00134481,90.9,0.3,8.1,0.7
E00134482,88.2,0.3,10.2,1.3
E00134483,92.4,0,7.6,0
E00134577,96.5,0,3.5,0
E00134578,90.2,0,9.2,0.6
E00134579,89.8,0,9,1.1
E00134580,93,0.7,5.9,0.3
E00134581,92.4,0.4,6.5,0.7
E00134582,88.3,0,11.7,0
E00134583,95.1,0,4.9,0
E00134584,87.8,0.7,10.7,0.7
E00134772,91,0,8.7,0.3
E00134773,87.9,0.8,11.3,0
E00134774,94,0.3,5.7,0
E00134775,90.3,0,9.7,0
E00135675,94.1,0.3,4.8,0.7
E00135676,89,0.8,10.3,0
E00135678,88.9,1.1,9.5,0.4
E00135679,89.8,0,10.2,0
E00135680,89,0,11,0
E00135681,93,0,6.2,0.8
E00135861,86.7,0,12.4,0.9
E00135862,90.3,0,9,0.7
E00135863,93.7,0.7,4.9,0.7
E00135864,94.3,0,5.4,0.3
E00135867,81,0,19,0
E00135868,90.3,0.9,6.7,2.1
E00135869,86.9,1.3,11.8,0
E00135870,94.3,0,5.7,0
E00135874,88.8,0,10.4,0.8
E00135875,89.1,0.2,10.2,0.5
E00135932,89.9,0,10.1,0
E00135936,89.2,0.5,9.8,0.5
E00135975,78.2,0.2,20.8,0.7
E00135976,90.2,0,9.4,0.4
E00135977,95.1,0,4.9,0
E00135978,92.5,0,7.2,0.3
E00135979,91.4,1,7.6,0
E00135980,92,0.8,6.5,0.8
E00135981,86.9,0,12.8,0.4
E00135982,87.9,0,11.4,0.7
E00135983,94.5,0,5.5,0
E00135984,91.9,0,8.1,0
E00135985,91.9,0,8.1,0
E00135986,90,0,9.6,0.4
E00135987,94.6,0.7,4.6,0
E00135988,91.7,0,8.3,0
E00135989,85.9,0,14.1,0
E00135990,94.1,0,5.9,0
E00135991,94.2,0,5.4,0.4
E00135992,94.2,0,5.8,0
E00135993,85.5,0,12.6,1.9
E00135994,88.9,0,11.1,0
E00135995,91.4,0,7.8,0.9
E00135996,92.3,0.3,7.4,0
E00135997,89.9,0,10.1,0
E00135998,88.5,0,11.2,0.3
E00135999,83.5,0,15.1,1.4
E00136000,80.2,0,19.8,0
E00136001,90.8,0,9.2,0
E00136070,94,0.9,5,0.2
E00136167,99.1,0,0.9,0
E00136168,79.9,0.4,19.7,0
E00136169,94.4,0.3,5,0.3
E00136170,91.9,0.5,7.1,0.5
E00136171,95.3,0,4.7,0
E00136172,92.4,0.3,7.4,0
E00136173,91.2,0,8.3,0.4
E00136174,89.6,0,10.4,0
E00136175,91.8,0,6.7,1.5
E00136176,91.7,0,8.3,0
E00136185,90,0,10,0
E00136186,91.5,0,7.3,1.2
E00136187,96.1,0.7,3.3,0
E00136188,92.3,1.1,6.6,0
E00136189,96.2,0,3.8,0
E00136190,89,0,9,2
E00136191,84.9,0,14,1.1
E00136192,91.2,0,8.8,0
E00136216,83.4,0,14.4,2.2
E00136217,92.7,0,6.2,1
E00136218,91.2,0.9,7.9,0
E00136219,93.4,0,6.6,0
E00136220,92.7,0,6.8,0.5
E00136221,92.3,0,7.7,0
E00136222,89.5,0,10.2,0.3
E00136223,91.6,1.7,5.6,1.1
E00169874,91.3,0,8.4,0.4
E00169907,80.9,0,19.1,0
