areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00134321,97.3,2.7
E00134322,95.6,4.4
E00134323,94.7,5.3
E00134324,96.6,3.4
E00134352,96.9,3.1
E00134353,95.6,4.4
E00134354,94.3,5.7
E00134355,90.5,9.5
E00134356,94.9,5.1
E00134357,96,4
E00134358,96.8,3.2
E00134359,93.8,6.2
E00134360,98.5,1.5
E00134361,96.2,3.8
E00134362,95.6,4.4
E00134364,93.2,6.8
E00134365,97.2,2.8
E00134366,98,2
E00134367,93.5,6.5
E00134369,92.4,7.6
E00134427,97.1,2.9
E00134428,96.4,3.6
E00134429,91.4,8.6
E00134431,93.7,6.3
E00134432,95.3,4.7
E00134468,93.9,6.1
E00134469,93.7,6.3
E00134470,94.6,5.4
E00134472,92.1,7.9
E00134473,80.1,19.9
E00134475,93.1,6.9
E00134476,95.7,4.3
E00134477,95.2,4.8
E00134478,95.6,4.4
E00134479,93.9,6.1
E00134480,97.5,2.5
E00134481,94.9,5.1
E00134482,94.5,5.5
E00134483,96.9,3.1
E00134577,97.3,2.7
E00134578,97,3
E00134579,96.6,3.4
E00134580,96.5,3.5
E00134581,95.6,4.4
E00134582,97.9,2.1
E00134583,98.3,1.7
E00134584,94.8,5.2
E00134772,96,4
E00134773,95,5
E00134774,98,2
E00134775,92.3,7.7
E00135675,93.1,6.9
E00135676,96.2,3.8
E00135678,95.5,4.5
E00135679,98.4,1.6
E00135680,96,4
E00135681,98.1,1.9
E00135861,93,7
E00135862,98.2,1.8
E00135863,98.6,1.4
E00135864,95,5
E00135867,93.6,6.4
E00135868,91.9,8.1
E00135869,93.4,6.6
E00135870,97.6,2.4
E00135874,96.4,3.6
E00135875,96.8,3.2
E00135932,94.9,5.1
E00135936,93.8,6.2
E00135975,96.1,3.9
E00135976,95.1,4.9
E00135977,86.9,13.1
E00135978,95.4,4.6
E00135979,94.4,5.6
E00135980,93.2,6.8
E00135981,90.7,9.3
E00135982,96.2,3.8
E00135983,96.4,3.6
E00135984,94.9,5.1
E00135985,93.9,6.1
E00135986,92.3,7.7
E00135987,93.3,6.7
E00135988,96.4,3.6
E00135989,93.7,6.3
E00135990,97.9,2.1
E00135991,96.1,3.9
E00135992,96.4,3.6
E00135993,95.8,4.2
E00135994,93,7
E00135995,93.8,6.3
E00135996,95.5,4.5
E00135997,88.5,11.5
E00135998,92.3,7.7
E00135999,84.7,15.3
E00136000,89.9,10.1
E00136001,92.2,7.8
E00136070,94.6,5.4
E00136167,94.6,5.4
E00136168,96.4,3.6
E00136169,98,2
E00136170,95.5,4.5
E00136171,97.1,2.9
E00136172,93.7,6.3
E00136173,92.1,7.9
E00136174,95.9,4.1
E00136175,92.5,7.5
E00136176,96.1,3.9
E00136185,97,3
E00136186,93.9,6.1
E00136187,98.7,1.3
E00136188,96.3,3.7
E00136189,96.9,3.1
E00136190,87.1,12.9
E00136191,95.1,4.9
E00136192,98.8,1.2
E00136216,92.1,7.9
E00136217,94.8,5.2
E00136218,96.4,3.6
E00136219,95.4,4.6
E00136220,95.5,4.5
E00136221,97.6,2.4
E00136222,94.6,5.4
E00136223,92.2,7.8
E00169874,98.5,1.5
E00169907,91.9,8.1
