areacd,disability_3a-001,disability_3a-002
E00134321,16.9,83.1
E00134322,14.9,85.1
E00134323,20.8,79.2
E00134324,19.1,80.9
E00134352,21.5,78.5
E00134353,24.3,75.7
E00134354,20.8,79.2
E00134355,14.1,85.9
E00134356,20.5,79.5
E00134357,16.3,83.7
E00134358,26.1,73.9
E00134359,17.8,82.2
E00134360,21,79
E00134361,14,86
E00134362,14.5,85.5
E00134364,16.3,83.7
E00134365,20,80
E00134366,20.9,79.1
E00134367,20.8,79.2
E00134369,17.9,82.1
E00134427,24,76
E00134428,21.4,78.6
E00134429,37.6,62.4
E00134431,19.1,80.9
E00134432,22.9,77.1
E00134468,9.9,90.1
E00134469,18.8,81.2
E00134470,20.8,79.2
E00134472,32.4,67.6
E00134473,5.1,94.9
E00134475,18.8,81.2
E00134476,17.1,82.9
E00134477,19.6,80.4
E00134478,32.5,67.5
E00134479,15.5,84.5
E00134480,18,82
E00134481,15.3,84.7
E00134482,19.2,80.8
E00134483,18.5,81.5
E00134577,19.8,80.2
E00134578,14.6,85.4
E00134579,25.5,74.5
E00134580,22.8,77.2
E00134581,23.3,76.7
E00134582,16.1,83.9
E00134583,26.4,73.6
E00134584,20.2,79.8
E00134772,21.9,78.1
E00134773,17.1,82.9
E00134774,23.3,76.7
E00134775,13.9,86.1
E00135675,19.2,80.8
E00135676,29.3,70.7
E00135678,15.3,84.7
E00135679,26.2,73.8
E00135680,20.7,79.3
E00135681,18.8,81.2
E00135861,19.6,80.4
E00135862,18.8,81.2
E00135863,19.3,80.7
E00135864,21.4,78.6
E00135867,17.4,82.6
E00135868,15.2,84.8
E00135869,33,67
E00135870,14.6,85.4
E00135874,13.7,86.3
E00135875,25.4,74.6
E00135932,15.7,84.3
E00135936,31.1,68.9
E00135975,20.2,79.8
E00135976,16.7,83.3
E00135977,19,81
E00135978,16.2,83.8
E00135979,28.5,71.5
E00135980,20.1,79.9
E00135981,21.3,78.7
E00135982,14.1,85.9
E00135983,17,83
E00135984,20.1,79.9
E00135985,19,81
E00135986,15.5,84.5
E00135987,12.8,87.2
E00135988,20.2,79.8
E00135989,19.2,80.8
E00135990,22,78
E00135991,24.8,75.2
E00135992,24.9,75.1
E00135993,24.2,75.8
E00135994,29.5,70.5
E00135995,17.9,82.1
E00135996,22.4,77.6
E00135997,20.5,79.5
E00135998,21.8,78.2
E00135999,27.3,72.7
E00136000,30.1,69.9
E00136001,30.8,69.2
E00136070,19.5,80.5
E00136167,12.4,87.6
E00136168,22.5,77.5
E00136169,19.3,80.7
E00136170,27.1,72.9
E00136171,24,76
E00136172,14.8,85.2
E00136173,29.7,70.3
E00136174,14.5,85.5
E00136175,14.4,85.6
E00136176,24.2,75.8
E00136185,15,85
E00136186,21.7,78.3
E00136187,12,88
E00136188,18.1,81.9
E00136189,23.9,76.1
E00136190,22,78
E00136191,15.1,84.9
E00136192,22.2,77.8
E00136216,17.6,82.4
E00136217,18.1,81.9
E00136218,18.1,81.9
E00136219,16.7,83.3
E00136220,17.8,82.2
E00136221,27.9,72.1
E00136222,15.1,84.9
E00136223,21.8,78.2
E00169874,18.2,81.8
E00169907,17.8,82.2
