areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00067924,80.7,4.2,15.1
E00067925,73.6,2.9,23.5
E00067936,84.5,3.5,12
E00067937,87.8,4.8,7.4
E00067938,86.7,4.4,8.8
E00067939,78.6,5.1,16.3
E00067940,86.1,1.4,12.5
E00068006,87.2,1.3,11.5
E00068007,90.1,1.2,8.6
E00068008,93.5,2.2,4.4
E00068009,91.8,1.4,6.8
E00068010,92.7,1.3,6
E00068011,78.5,2.1,19.4
E00068012,83.7,3.3,13
E00068014,90.4,2.3,7.3
E00068015,94.5,0.9,4.7
E00068016,86.9,3.5,9.5
E00068017,89.4,0.6,10
E00068018,94.3,0,5.7
E00068019,87.5,3.3,9.2
E00068020,96.8,0.7,2.5
E00068021,88.3,0.7,11
E00068022,92.8,2.5,4.7
E00068023,94.1,0.3,5.6
E00068024,97.3,0.7,2
E00068025,89.8,2.5,7.6
E00068026,83.4,4.1,12.5
E00068027,84.2,1.5,14.3
E00068028,92.1,0.7,7.3
E00068029,93.6,1.3,5.1
E00068030,81.4,1.7,16.8
E00068031,77,0.9,22.2
E00068032,80.7,2.3,17
E00068033,92.3,1,6.7
E00068034,78.9,7.7,13.4
E00068035,92.9,0,7.1
E00068036,91.8,2.1,6.2
E00068037,92.6,1,6.4
E00068038,85,0.8,14.2
E00068040,84.6,1.6,13.8
E00068041,96.1,0.6,3.4
E00068042,92.6,0,7.4
E00068043,91.9,2.1,6
E00068044,81.9,2.1,16
E00068045,91.9,1,7.1
E00068046,90.7,1.8,7.5
E00068047,90.5,1.7,7.8
E00068048,83.9,2.4,13.7
E00068049,89.8,0.9,9.3
E00068050,93.9,1,5.1
E00068051,81.2,3.9,14.9
E00068052,90.8,0.7,8.6
E00068053,82,6.1,12
E00068054,84.9,1.2,13.9
E00068061,73.4,3.1,23.5
E00068064,78.9,4.5,16.6
E00068090,76.1,3.9,20
E00068091,69.4,0.4,30.2
E00068092,70.3,4.9,24.7
E00068093,73.2,3.8,23
E00068094,71.7,3.5,24.8
