areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E02003965,99.2,0.4,0.1,0.3
E02003966,98.9,0.8,0.1,0.2
E02003967,99.2,0.4,0.1,0.2
E02003968,98.8,0.7,0,0.5
E02003969,97.8,0.6,0.5,1.1
E02003970,98,1.1,0.1,0.8
E02003971,98.5,0.7,0.2,0.6
E02003972,98.7,0.4,0.3,0.7
E02003973,98.1,0.5,0.2,1.1
E02003974,99.1,0.3,0.1,0.4
E02003975,99.4,0.3,0.1,0.2
E02003976,96.1,2.5,0.3,1.2
E02003977,98.7,0.6,0.2,0.5
E02003987,98.2,0.6,0.3,0.9
E02003989,96.8,1.5,0.3,1.3
E02003990,96.5,1.3,0.4,1.8
E02003991,99.2,0.3,0.2,0.3
E02003992,91,1.8,0.6,6.6
E02003993,99.1,0.6,0,0.3
E02003994,94.3,1.3,0.5,3.9
E02003995,95.6,1.3,0.6,2.5
E02003996,93,1.8,0.6,4.5
E02003997,92,1.7,1.3,5
E02003998,96.3,1.1,0.7,2
E02003999,97.9,1,0.2,0.9
E02004000,98.7,0.7,0.1,0.5
E02004001,97.6,0.7,0.1,1.6
E02004002,98.2,0.8,0.1,1
E02004003,98.9,0.6,0.1,0.4
E02004004,98.5,0.6,0.3,0.6
E02004005,99.2,0.5,0.1,0.3
E02004006,98.7,1,0.1,0.2
E02004007,98.9,0.7,0,0.4
E02004012,97.7,1.3,0,0.9
E02004015,94.1,2.7,0.5,2.7
E02004016,92,2.8,1,4.2
E02004021,98.4,1,0,0.5
E02004022,99,0.7,0.1,0.2
E02004026,97.4,1.4,0.2,1
E02004027,98.3,0.8,0.1,0.7
E02004028,99.3,0.5,0,0.2
