areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E02003965,0.3,0,0.5,99,0.2
E02003966,0.3,0.1,0.6,98.8,0.2
E02003967,0.2,0.1,0.5,99,0.1
E02003968,0.3,0.1,0.7,98.8,0.1
E02003969,0.3,0.1,0.4,99.1,0.1
E02003970,1.2,0.1,0.8,97.5,0.3
E02003971,0.8,0.2,1,97.7,0.3
E02003972,0.7,0,0.4,98.6,0.3
E02003973,0.7,0,0.8,98.2,0.4
E02003974,0.4,0,0.4,98.9,0.4
E02003975,0.3,0.1,0.7,98.8,0
E02003976,1.2,0.1,1.3,96.8,0.5
E02003977,0.4,0.2,0.6,98.6,0.1
E02003987,0.2,0.2,0.5,98.9,0.2
E02003989,2,0.1,0.9,96.4,0.6
E02003990,1.5,0.6,1,96.5,0.3
E02003991,0.2,0,0.6,99,0.2
E02003992,3.6,0.7,1.4,93.2,1.1
E02003993,0.6,0.1,0.5,98.5,0.2
E02003994,2.9,0.6,0.8,94.9,0.9
E02003995,0.9,0.2,1,97.5,0.4
E02003996,3.1,0.2,1.2,94.3,1
E02003997,1.1,0.3,0.8,97,0.8
E02003998,1,0.5,1,96.9,0.5
E02003999,1.1,0.3,0.7,97.6,0.3
E02004000,0.7,0.2,0.4,98.7,0.1
E02004001,1.7,0.6,0.7,96.5,0.5
E02004002,1.4,0.5,0.5,97.3,0.4
E02004003,0.6,0.1,0.5,98.6,0.1
E02004004,0.6,0.3,0.9,97.5,0.6
E02004005,0.5,0.1,0.6,98.7,0.1
E02004006,0.7,0.3,1.1,97.7,0.2
E02004007,0.6,0.2,0.7,98.3,0.1
E02004012,0.5,0.1,0.9,98.3,0.2
E02004015,1.1,0.6,1.7,96.2,0.4
E02004016,1.1,0.4,1.1,96.7,0.6
E02004021,0.5,0.1,0.6,98.7,0.1
E02004022,0.3,0.1,0.6,98.9,0.1
E02004026,1.4,0.1,1,97.2,0.3
E02004027,0.4,0.4,0.5,98.6,0.1
E02004028,0.3,0.1,0.7,98.5,0.3
