areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E02003965,92.6,6,1.4
E02003966,98,1.6,0.4
E02003967,97.1,2.2,0.7
E02003968,89.7,10.2,0.1
E02003969,95.4,4.4,0.2
E02003970,85.7,13.4,0.9
E02003971,93.6,6.1,0.3
E02003972,90.8,9.1,0.1
E02003973,86.3,13.7,0
E02003974,91.5,8.2,0.3
E02003975,97,2.7,0.3
E02003976,80.4,19.1,0.5
E02003977,96.1,3.5,0.4
E02003987,94.2,4.8,1.1
E02003989,92.7,7.3,0
E02003990,94,5.6,0.4
E02003991,97.9,2.1,0
E02003992,64.3,35.5,0.2
E02003993,95.4,4.4,0.3
E02003994,85.6,14.3,0
E02003995,87,12.9,0.1
E02003996,82,17.9,0.1
E02003997,88.5,11.5,0
E02003998,92.1,7.9,0
E02003999,93.8,5.8,0.4
E02004000,98.4,1.5,0.1
E02004001,63.7,35.8,0.5
E02004002,95.8,4,0.1
E02004003,96.4,3.2,0.4
E02004004,96.1,3.9,0
E02004005,93.3,6,0.7
E02004006,93.5,3.6,3
E02004007,94.5,4.1,1.5
E02004012,94.1,5.5,0.3
E02004015,73.8,25.9,0.3
E02004016,80.5,19.3,0.2
E02004021,93.5,5.9,0.6
E02004022,95.7,4,0.4
E02004026,86,13.9,0.1
E02004027,82.4,16.8,0.7
E02004028,96,2.8,1.1
