areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E02003965,32,68
E02003966,33.6,66.4
E02003967,32.3,67.7
E02003968,29.2,70.8
E02003969,34,66
E02003970,30.6,69.4
E02003971,32.9,67.1
E02003972,28.9,71.1
E02003973,34,66
E02003974,32.6,67.4
E02003975,27.7,72.3
E02003976,35.7,64.3
E02003977,29.8,70.2
E02003987,31.5,68.5
E02003989,32.1,67.9
E02003990,31.7,68.3
E02003991,33.4,66.6
E02003992,31.6,68.4
E02003993,32.9,67.1
E02003994,31,69
E02003995,33.3,66.7
E02003996,31.2,68.8
E02003997,32.4,67.6
E02003998,35,65
E02003999,29.6,70.4
E02004000,30,70
E02004001,26.1,73.9
E02004002,24.4,75.6
E02004003,27.3,72.7
E02004004,28,72
E02004005,27.2,72.8
E02004006,25.7,74.3
E02004007,31.6,68.4
E02004012,33.3,66.7
E02004015,36.1,63.9
E02004016,34.9,65.1
E02004021,35.6,64.4
E02004022,31.4,68.6
E02004026,31.8,68.2
E02004027,36.5,63.5
E02004028,32.3,67.7
