areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E02003965,90.7,4.7,2,2.7
E02003966,89.9,5.9,1.6,2.5
E02003967,89.4,5,2.3,3.3
E02003968,90.1,4.3,2,3.5
E02003969,89.9,3.6,2.7,3.8
E02003970,90.7,5.2,1.7,2.4
E02003971,91,5,1.6,2.4
E02003972,89.7,5,2.1,3.2
E02003973,89.4,3.9,2.9,3.9
E02003974,89.3,4.8,2.1,3.7
E02003975,91,4.7,1.6,2.7
E02003976,91,5.2,1.4,2.4
E02003977,89.5,5.7,2.1,2.7
E02003987,89.7,4.8,2.1,3.3
E02003989,90.7,5,1.5,2.8
E02003990,91.2,5.1,1.4,2.3
E02003991,89.7,5.9,1.9,2.6
E02003992,92.9,3.6,1.5,1.9
E02003993,90.8,5.7,1.5,1.9
E02003994,91.9,3.6,1.9,2.6
E02003995,90.8,3.9,2.1,3.1
E02003996,92.3,3.9,1.7,2.1
E02003997,91.7,2.9,2.2,3.2
E02003998,90.9,3.9,2.1,3.1
E02003999,91.3,4.7,1.7,2.4
E02004000,88.9,5,2.5,3.5
E02004001,90.7,4.1,2,3.2
E02004002,90.3,4.8,1.9,3.1
E02004003,90,4.2,2.4,3.4
E02004004,89.5,3.8,2.6,4.1
E02004005,89.3,4.7,2.2,3.8
E02004006,89.6,5.3,1.9,3.2
E02004007,90.5,4.5,1.9,3.1
E02004012,90.9,5.7,1.3,2.1
E02004015,92.5,4.4,1.1,2.1
E02004016,92,4.4,1.3,2.3
E02004021,91.4,5.1,1.4,2.2
E02004022,91,5.4,1.3,2.4
E02004026,90.5,5,1.8,2.7
E02004027,90,5.8,1.3,2.9
E02004028,90.5,5.6,1.4,2.5
