geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00085295,15.7,39.2,45.1
E00085296,24.5,24.5,50.9
E00085298,8.5,16,75.5
E00085303,17.4,38.1,44.5
E00085323,15.2,17.7,67.1
E00085324,16.7,25.4,57.9
E00085325,24.2,16.1,59.7
E00085326,14.8,15.6,69.7
E00085327,5.4,24.3,70.3
E00085328,2.3,71.1,26.6
E00085329,8,54.3,37.7
E00085330,9.1,58,33
E00085340,21.3,40.7,38
E00085341,21.1,17.9,61.1
E00085342,25.6,12.8,61.5
E00085343,21.9,10.9,67.2
E00085344,16,22.4,61.6
E00085345,28.2,25.6,46.2
E00085346,15.8,7.9,76.3
E00085347,8.6,30.5,60.9
E00085348,26.1,9.2,64.7
E00085349,19.4,14,66.7
E00085350,6.1,43.9,50
E00085352,7.9,28.1,64
E00085354,35.2,18.5,46.3
E00085409,11.9,19.3,68.8
E00085410,7,22.5,70.5
E00085411,8.3,20,71.7
E00085412,10.2,11.7,78.1
E00085413,7.4,19.8,72.7
E00085414,10.9,23.4,65.6
E00085415,7.5,26.7,65.8
E00085416,9.5,23.3,67.2
E00085417,4,20.6,75.4
E00085418,11.1,26.4,62.5
E00085419,8.8,29.1,62.2
E00085420,7.3,23.4,69.4
E00085421,10.9,14.7,74.4
E00085422,2.5,23.1,74.4
E00085423,5,37.2,57.9
E00085424,13.6,9.8,76.5
E00085425,7.6,25.2,67.2
E00085426,4.7,16.3,79.1
E00085427,10.7,23.7,65.6
E00085428,8.7,30.4,60.9
E00085429,5,21,73.9
E00085430,4.5,17.3,78.2
E00085431,2.6,49.7,47.7
E00085432,8.6,19.5,71.9
E00085433,10.5,69.4,20.2
E00085434,13.7,17.6,68.7
E00085435,12.4,21.9,65.7
E00085436,8.4,18.7,72.9
E00085437,3.6,28.5,67.9
E00085438,12.3,20.2,67.5
E00085439,1.7,18.5,79.8
E00085440,6.5,32.5,61
E00085441,6.8,24.8,68.4
E00085442,4.2,25.4,70.3
E00085443,9.8,21.3,68.9
E00085444,6.1,33.9,60
E00085445,4.1,27.9,68
E00085446,6.5,50.6,42.9
E00085447,6.9,20.6,72.5
E00085448,5.2,21.7,73
E00085449,14.8,19.7,65.6
E00085450,5.6,16,78.4
E00085451,4.5,30.9,64.5
E00085452,4.5,42,53.6
E00085453,11.7,15.6,72.7
E00085454,4.3,10.9,84.8
