geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00085295,75.8,9.7,14.5
E00085296,73.6,13.1,13.4
E00085298,84.8,5.9,9.3
E00085303,68.2,14.8,17
E00085323,81.2,8,10.8
E00085324,77.5,8,14.5
E00085325,81,7.7,11.3
E00085326,83.6,3.8,12.6
E00085327,81.4,5,13.6
E00085328,71.2,10.7,18.1
E00085329,70.5,3.7,25.7
E00085330,73.5,10.6,15.9
E00085340,72.1,9.2,18.7
E00085341,77.6,5.1,17.3
E00085342,65.2,10.3,24.5
E00085343,78.1,6.5,15.3
E00085344,69.3,6.2,24.5
E00085345,75.7,9,15.3
E00085346,69.6,5.8,24.6
E00085347,69.9,4.2,25.9
E00085348,72.6,9.3,18.1
E00085349,71.6,11.3,17
E00085350,69.4,9.8,20.9
E00085352,62.1,12.1,25.8
E00085354,73.8,11,15.1
E00085409,79.1,9.2,11.7
E00085410,86.1,9.6,4.3
E00085411,85.3,6.9,7.8
E00085412,85.7,5.3,9
E00085413,88.1,5,6.9
E00085414,80.9,9.3,9.9
E00085415,88.2,5.1,6.8
E00085416,83.3,4.2,12.4
E00085417,90.3,4.5,5.2
E00085418,81.6,6.8,11.5
E00085419,84.8,5.5,9.7
E00085420,88.2,3.6,8.2
E00085421,85.7,5.1,9.3
E00085422,84.8,7.3,7.9
E00085423,73.9,6.8,19.3
E00085424,85.5,4.2,10.4
E00085425,81,7.7,11.3
E00085426,93.6,2.3,4.1
E00085427,87.2,5.8,7
E00085428,85.2,5.7,9.1
E00085429,92.3,4.4,3.4
E00085430,82.9,10.8,6.3
E00085431,72.6,18.1,9.3
E00085432,84.5,8.4,7.2
E00085433,76,7.2,16.8
E00085434,87.4,9.4,3.2
E00085435,91.2,3.2,5.7
E00085436,95.9,1.1,3
E00085437,86.8,2.6,10.5
E00085438,90.3,3.7,6
E00085439,88.2,5.3,6.5
E00085440,88.4,7.4,4.2
E00085441,91.7,4,4.3
E00085442,95,1.1,3.9
E00085443,91.9,3.7,4.4
