geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00085295,45.1,3.7,51.2
E00085296,51.2,3.9,45
E00085298,56.6,4.7,38.7
E00085303,37.5,7.7,54.8
E00085323,56.4,4.2,39.4
E00085324,51.5,2.3,46.2
E00085325,52.4,2.2,45.4
E00085326,56.6,3.7,39.7
E00085327,53.1,4.2,42.7
E00085328,37.1,2.4,60.5
E00085329,51,6.3,42.8
E00085330,40.1,4.9,54.9
E00085340,48.2,7.1,44.7
E00085341,38.8,8.5,52.7
E00085342,42.2,5.4,52.4
E00085343,52.6,6.3,41.1
E00085344,47.8,9,43.2
E00085345,37.3,5.6,57.1
E00085346,50.4,5.9,43.8
E00085347,49.4,4.7,46
E00085348,48,8,44
E00085349,49.1,5,45.9
E00085350,47.8,6.6,45.6
E00085352,51.2,5.1,43.8
E00085354,48.1,6.1,45.7
E00085409,61.9,4,34.1
E00085410,66.7,3.8,29.5
E00085411,59.6,3.5,36.9
E00085412,61.4,2,36.6
E00085413,65.4,4.1,30.5
E00085414,64.5,3.8,31.7
E00085415,56.6,3.4,40
E00085416,55.8,1.8,42.3
E00085417,72,2.5,25.4
E00085418,61.7,2.1,36.2
E00085419,57,1.4,41.6
E00085420,62.4,5,32.6
E00085421,67.8,2.8,29.3
E00085422,60.3,3.6,36
E00085423,53.9,2.8,43.3
E00085424,63.8,4,32.2
E00085425,61.4,3.4,35.2
E00085426,60.7,2.2,37.1
E00085427,59.6,3.4,37
E00085428,59.4,3.7,36.9
E00085429,62.7,2,35.3
E00085430,50.6,2.6,46.8
E00085431,65.2,3.5,31.3
E00085432,56,0,44
E00085433,28.1,0,71.9
E00085434,53.6,3.1,43.3
E00085435,60.7,4.5,34.8
E00085436,57.8,1.7,40.4
E00085437,52.4,2,45.6
E00085438,59.8,3.5,36.7
E00085439,60.6,4,35.5
E00085440,53.3,1.4,45.3
E00085441,65.4,5.3,29.3
E00085442,65,2.1,32.9
E00085443,64.2,3.1,32.7
E00085444,54.8,2.8,42.3
E00085445,48.7,0.4,50.9
E00085446,44.3,3.3,52.5
E00085447,66.3,2,31.7
E00085448,64.8,2,33.2
E00085449,58.4,5,36.6
E00085450,55.8,6.1,38.1
E00085451,53.5,0.9,45.5
E00085452,54,4.8,41.3
E00085453,59.1,3.3,37.6
E00085454,54.9,2.5,42.6
E00085469,50.7,2.1,47.2
E00085741,55.9,3.1,40.9
E00085742,47.6,1,51.4
E00085760,55.7,3.7,40.5
E00085762,59.4,1.3,39.3
E00085765,50.6,0.4,49
E00085769,54.4,2.3,43.3
E00085844,61.7,0,38.3
E00085845,63.3,3.5,33.2
E00085846,59.2,2.9,37.9
E00085847,64.2,2.5,33.3
E00085848,52,0.9,47.1
E00085849,53.5,3.1,43.4
E00085850,55.5,4.5,40
E00085851,57.6,0.8,41.6
E00085852,61.1,3.4,35.5
E00085859,41.8,4.8,53.4
E00085863,62.1,3.4,34.5
E00085864,64.4,3.8,31.8
E00085865,64.8,4.1,31.1
E00085866,59.7,3.4,36.9
E00085867,57.5,0,42.5
E00085868,58.3,3.9,37.8
E00085869,64,3.3,32.7
E00085870,59.4,1.7,38.9
E00085871,58.3,4.4,37.3
E00085872,57.6,3.1,39.3
E00085873,55.6,3,41.4
E00085874,59.6,2.8,37.6
E00085875,59.2,3.1,37.8
E00085876,54.2,3.4,42.4
E00085877,69.5,2,28.5
E00085878,56.3,3.7,40
E00085879,63.8,5.7,30.6
E00085880,70.5,3.8,25.6
E00085882,74.6,3.9,21.6
E00106768,67.6,2.2,30.2
E00106769,67.2,1.5,31.3
E00106771,65.1,3.5,31.4
E00106773,60.5,2.3,37.2
E00106774,59.1,3.2,37.7
E00106775,66.2,3.9,30
E00106776,54.8,4.6,40.6
E00106785,47.8,1,51.2
E00106786,54.3,1.8,43.9
E00106787,61.9,2.8,35.3
E00106788,44.9,1,54.1
E00106789,53.9,2.8,43.3
E00106790,57,2,41
E00106816,59.1,0,40.9
E00106817,56.6,4.1,39.3
E00106818,52.8,2.5,44.7
E00106819,57,3,40.1
E00106820,46.4,0.4,53.1
E00106845,53.3,2.6,44.1
E00106847,58.8,1,40.2
E00106848,61.8,4.2,34
E00106850,48.8,5.5,45.6
E00106851,62,5.4,32.6
E00106852,55.4,2.4,42.2
E00106853,54.2,0.4,45.3
E00106856,54.7,9,36.3
E00106857,25.7,1.8,72.5
E00106858,57.1,6.9,35.9
E00106860,54.5,0.4,45.1
E00106862,60.2,5.4,34.4
E00106865,61.9,3.2,34.9
E00106867,56.3,2.6,41.2
E00106869,31.8,1.1,67
E00106870,56.6,2.3,41.1
E00106873,67.4,1.9,30.7
E00106874,57.1,4.3,38.6
E00106875,63.6,4.7,31.8
E00106876,58.1,1.9,40
E00106877,59.2,0,40.8
E00106878,61.4,0,38.6
E00106879,61.2,4.3,34.5
E00106993,63.5,3.5,33
E00106994,61.5,0,38.5
E00106995,56.4,0.6,42.9
E00106996,50,3.2,46.8
E00106997,52.1,3.3,44.6
E00106998,65.4,2.8,31.9
E00106999,59.1,1.8,39.1
E00107000,48.8,3.7,47.5
E00107001,60.5,2,37.4
E00161649,71.4,1.6,27
E00161656,41.7,0.7,57.6
E00161657,67.2,3.6,29.2
E00161658,52.3,2.5,45.3
E00161659,58.8,2,39.2
E00161660,54.6,1.3,44.1
E00161661,52.9,3.5,43.6
E00161662,57.3,2.5,40.2
E00161663,49.1,1.1,49.8
E00161664,49.5,0.6,49.8
E00161665,69.7,2.7,27.7
E00161666,45.2,0,54.8
E00161667,61.9,0.8,37.3
E00161668,46,1.2,52.8
E00161669,68.6,3.2,28.3
E00161685,67.3,3.6,29.1
E00161686,57.8,3.9,38.4
E00161687,57.1,4.5,38.4
E00161688,65.3,3,31.7
E00161689,54.8,0,45.2
E00161691,58.7,4.4,36.9
E00161692,73.7,1.8,24.6
E00161693,31.5,2.7,65.8
E00161694,63.7,2.7,33.6
E00161695,63.9,3.6,32.5
E00161696,67.4,3.2,29.4
E00161697,75,2.5,22.5
E00161698,61.3,2.8,35.9
E00161699,48.7,3.1,48.2
E00161700,55.6,0.4,44
E00161701,70.9,2.4,26.7
E00161715,67.6,2.2,30.2
E00161719,66,2.4,31.6
E00161720,64.3,2.7,33
E00161725,55.4,2.3,42.3
E00161726,58.6,2.5,38.8
E00161727,67.6,1,31.4
E00161728,74,3.8,22.1
E00161729,67.5,0,32.5
E00161730,67.1,3,29.9
E00161731,65.6,1.2,33.2
E00161861,68.8,2.8,28.4
E00161862,63.3,2.1,34.6
E00161863,52.6,3.8,43.6
E00161864,51.4,2.9,45.7
E00161865,47.3,0.9,51.8
E00161866,54.5,2.5,43
E00161867,54.8,3.1,42.1
E00161868,62.7,0.7,36.6
E00161869,52.4,3.6,44
E00161870,52.6,3.6,43.8
E00161871,59.6,3.6,36.8
E00161872,71.1,1.7,27.2
E00161873,56.4,3,40.7
E00161874,60.6,3.6,35.8
E00161875,64.9,3.4,31.7
E00161876,56,1.7,42.3
E00161877,60.8,1.4,37.8
E00161878,60.7,3.9,35.4
E00161879,57,1.2,41.8
E00161880,52.3,0.4,47.3
E00161881,52.9,0,47.1
E00161882,52.5,0.3,47.2
E00161883,36.5,0.9,62.7
E00161884,64.7,1.6,33.7
E00161885,52.2,0,47.8
E00161886,67.8,4.2,28
E00161986,47.3,1.8,50.9
E00161987,55,4,41.1
E00161988,51.3,3,45.8
E00161989,62.4,2.9,34.8
E00161996,54.4,1.6,44
E00162005,63.8,2.1,34.2
E00172912,49.6,10.1,40.3
E00172916,15.1,13.7,71.2
E00172918,49.5,0,50.5
E00181211,34.7,0.9,64.4
E00181246,4.2,0.2,95.5
E00184730,19.8,9.8,70.4
E00184764,50,6.3,43.7
E00184795,12.7,12.5,74.8
E00188565,80.4,3.4,16.2
E00188579,69.9,4,26.1
E00188589,85,1.6,13.4
E00188605,84.5,2.9,12.6
E00188645,81.4,4.8,13.9
E00188646,82.5,1.9,15.6
E00188667,63.6,1.9,34.5
E00188677,69.1,3.3,27.6
E00188690,70.5,2.6,26.9
E00188734,60.9,2.5,36.6
