geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00085295,75.5,16.8,7.8
E00085296,80.9,15,4.1
E00085298,83.5,12.4,4.1
E00085303,74.5,15,10.4
E00085323,85.2,10.6,4.2
E00085324,79.8,14.1,6.1
E00085325,83.2,11,5.8
E00085326,81.2,14,4.8
E00085327,84.3,10,5.7
E00085328,54.3,25.1,20.6
E00085329,58.8,20.6,20.6
E00085330,70.4,15.4,14.2
E00085340,72.8,15.2,12
E00085341,72.5,16.3,11.2
E00085342,77.9,16.2,5.9
E00085343,77.8,12.9,9.3
E00085344,72,18.7,9.3
E00085345,72.1,20.1,7.8
E00085346,73.6,15.1,11.3
E00085347,74.9,16.6,8.5
E00085348,77.6,17.8,4.5
E00085349,81.1,11.7,7.1
E00085350,66.2,20.9,12.8
E00085352,78.9,13.5,7.6
E00085354,76.9,15.5,7.6
E00085409,82.3,13.4,4.2
E00085410,86.6,10.9,2.5
E00085411,85.8,11.3,2.9
E00085412,82,13.2,4.8
E00085413,87.5,9.3,3.1
E00085414,82.2,13.5,4.3
E00085415,83.9,11.6,4.5
E00085416,79.2,10.9,10
E00085417,87.7,9,3.2
E00085418,82.2,15,2.8
E00085419,84.6,13.2,2.2
E00085420,84.7,11.1,4.2
E00085421,86.5,9,4.5
E00085422,87.5,9.5,3
E00085423,78.1,14.7,7.2
E00085424,81.9,11.6,6.5
E00085425,81.4,11.9,6.7
E00085426,88.6,9.6,1.8
E00085427,80.5,13.1,6.4
E00085428,81.1,14.3,4.6
E00085429,84.9,11.1,4
E00085430,80.6,13.7,5.7
E00085431,82.7,10,7.3
E00085432,86.1,9.2,4.7
E00085433,51.8,29.6,18.6
E00085434,82.5,11.7,5.8
E00085435,84.4,13.1,2.5
E00085436,86.7,9.2,4.1
E00085437,78.9,14.8,6.3
E00085438,84.9,12.4,2.7
E00085439,88.3,7.9,3.8
E00085440,87.3,11,1.7
E00085441,85.8,10.5,3.7
E00085442,86.9,9.5,3.5
E00085443,86.3,10,3.7
E00085444,83.2,13.9,2.9
E00085445,84.6,12,3.5
E00085446,60,17.9,22.1
E00085447,87.2,8.3,4.5
E00085448,88.1,8.7,3.2
E00085449,84.5,11.2,4.2
E00085450,84.5,12,3.5
E00085451,85,10.8,4.2
E00085452,77.4,15.4,7.3
E00085453,84.6,8.6,6.8
E00085454,90.3,7.4,2.2
E00085469,89,8.1,2.9
E00085741,87.1,10,2.9
E00085742,81.3,15.1,3.6
E00085760,93.4,4.3,2.4
E00085762,90.8,6.6,2.6
E00085765,88.1,10.2,1.7
E00085769,87.5,9.3,3.2
E00085844,87.3,10.2,2.5
E00085845,88.4,9.6,2
E00085846,89.4,7.5,3.1
E00085847,89.3,7.2,3.6
E00085848,86.3,9.4,4.3
E00085849,91.1,7,1.8
E00085850,85.7,10.3,4
E00085851,85.8,11.4,2.8
E00085852,85.6,10.1,4.3
E00085859,78.8,18.9,2.3
E00085863,89.6,9.4,1
E00085864,86.8,8.9,4.3
E00085865,88.2,9,2.8
E00085866,84.4,12.5,3.1
E00085867,82.9,14.9,2.1
E00085868,85.5,11.8,2.7
E00085869,86.6,9.4,4
E00085870,87.4,8.2,4.4
E00085871,85.8,11.8,2.4
E00085872,82.4,13.5,4.1
E00085873,88.2,8,3.8
E00085874,81.3,15,3.7
E00085875,91.5,7.6,0.9
E00085876,86.9,9.7,3.4
E00085877,89.2,9.1,1.7
E00085878,78.5,15.8,5.8
E00085879,84,12.9,3
E00085880,89.6,6.1,4.3
E00085882,85.9,11.4,2.7
E00106768,87.8,9.5,2.8
E00106769,84.8,10.1,5.1
E00106771,80.7,12.8,6.4
E00106773,88.6,9,2.3
E00106774,84.2,12.2,3.6
E00106775,83.7,14.4,1.9
E00106776,75.7,19.5,4.8
E00106785,89.9,7.5,2.6
E00106786,87.5,9.4,3
E00106787,88.4,10.8,0.8
E00106788,85.2,11.7,3.1
E00106789,83.7,10.9,5.4
E00106790,89.4,6.8,3.8
E00106816,81,11.3,7.7
E00106817,85.4,10.7,3.9
E00106818,85.8,10.5,3.8
E00106819,84.7,11,4.3
E00106820,81.6,16.6,1.8
E00106845,76.5,16.4,7.1
E00106847,78.5,16.4,5
E00106848,78.2,16.2,5.6
E00106850,69.7,19.2,11.1
E00106851,79,13.7,7.2
E00106852,88,10.6,1.4
E00106853,90.2,7,2.8
E00106856,80.9,15.2,3.9
E00106857,65.9,21.3,12.9
E00106858,84.9,13.4,1.7
E00106860,92.6,3.6,3.9
E00106862,91.6,5,3.4
E00106865,85.4,11.8,2.8
E00106867,86,12.2,1.8
E00106869,61.6,23.7,14.7
E00106870,87.9,8.4,3.7
E00106873,87.9,10,2.1
E00106874,87.9,8.8,3.3
E00106875,82.6,14.6,2.8
E00106876,82.4,13.2,4.4
E00106877,87.1,10,2.9
E00106878,87.6,8.6,3.8
E00106879,91.5,6,2.5
E00106993,86.7,9.6,3.8
E00106994,86.8,6.1,7
E00106995,84.9,11.3,3.8
E00106996,74.3,20,5.7
E00106997,88.4,10.1,1.4
E00106998,84.3,12.5,3.2
E00106999,83.2,13.7,3.1
E00107000,87.3,12.4,0.3
E00107001,84.8,12.1,3
E00161649,89,9.8,1.3
E00161656,76.6,18.3,5.1
E00161657,88.8,7.5,3.7
E00161658,89.6,6.9,3.5
E00161659,89.5,8.2,2.3
E00161660,85.7,7.9,6.4
E00161661,88,9.5,2.6
E00161662,86.7,11.1,2.2
E00161663,84.6,12.3,3.1
E00161664,85.6,10.5,3.9
E00161665,83.9,12.1,4
E00161666,79.9,12.6,7.6
E00161667,85.7,11.4,2.9
E00161668,74.7,19.3,6
E00161669,84.5,13.2,2.3
E00161685,86,11.3,2.7
E00161686,87.8,9.1,3.1
E00161687,84,11.8,4.2
E00161688,85,10.9,4
E00161689,82,13.6,4.4
E00161691,75.1,16.4,8.5
E00161692,88.4,9.7,1.9
E00161693,58.7,27.7,13.6
E00161694,86.2,9.3,4.5
E00161695,83.4,13.1,3.5
E00161696,83.8,12.1,4.1
E00161697,89.5,7.2,3.2
E00161698,87.1,8.9,4
E00161699,70.8,18.9,10.4
E00161700,78.6,16.6,4.7
E00161701,91.9,6.7,1.5
E00161715,90.3,8.8,1
E00161719,90.8,7.5,1.6
