areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00016399,42.9,14.1,28.8,14.1
E00016401,43.8,7.5,33.6,15
E00016406,41.6,14.3,29.9,14.3
E00016408,35.9,11.4,41.8,10.9
E00016435,36.9,14.1,41.7,7.3
E00016716,43.1,10.1,33.5,13.3
E00016717,46.3,4.9,38.2,10.6
E00016718,46.1,13,24.3,16.5
E00016719,52,10,26.7,11.3
E00016720,40.9,16.3,30.5,12.3
E00016721,46.2,15.1,22.7,16
E00016723,45.2,17.7,24.2,12.9
E00019811,39.7,7.1,41,12.2
E00019815,40.9,5.4,32.3,21.5
E00019816,44.4,9.7,34.7,11.3
E00019817,46.4,4,33.9,15.6
E00019818,28,1.9,64.9,5.2
E00019820,43.2,9,34.8,12.9
E00019822,34.2,6.6,47.4,11.8
E00019826,50.3,5.8,31.8,12.1
E00019830,37.4,6.5,47.1,9
E00019844,36.8,5.7,41.4,16.1
E00019926,33.1,5.5,49.1,12.3
E00019928,58.3,7.6,16.7,17.4
E00019930,60.5,7.8,12.6,19.2
E00019931,47.6,9.8,30.7,12
E00019933,40.6,6.4,40.6,12.3
E00019934,39,3.9,43.9,13.2
E00019935,36.5,5.6,49.5,8.3
E00019937,30.6,5.1,59.2,5.1
E00019947,47.9,8.9,26.7,16.4
E00019949,47.4,2.1,31.6,18.9
E00019950,56.4,7.7,20,15.9
E00019953,51,8.3,27.4,13.4
E00019955,51.9,7.4,20.4,20.4
E00019956,48.9,9.7,23.1,18.3
E00019957,47.3,8,30.8,13.9
E00019959,36.5,2.5,48.7,12.2
E00019963,49.4,10.9,20.5,19.2
E00019965,56,7.3,14.7,22
E00019971,25.2,1.7,63,10.1
E00019973,50.5,12.9,18.8,17.8
E00019976,53.4,23.3,12.9,10.3
E00019977,39.5,5.3,31.6,23.7
E00019981,55.4,14.9,17.8,11.9
E00019982,56,16,11.3,16.7
E00019984,51.4,11.3,23.9,13.4
E00019988,50.3,8.2,26.5,15
E00019990,59.6,7,22.8,10.5
E00019999,50.8,14.3,19,15.9
E00020000,52.3,7.2,18,22.5
E00020001,27.8,7.5,47.4,17.3
E00020002,40.3,2.8,44.4,12.5
E00020007,56.3,5.6,28.2,9.9
E00020008,29.7,2.7,58.8,8.8
E00020009,33.8,4.1,56.4,5.6
E00020010,23,3.2,71,2.8
E00020011,31.7,3,56.8,8.5
E00020013,32.8,11.6,46.6,9.1
E00020014,21.8,2,71.8,4.4
E00020015,41.7,10.9,37.8,9.6
E00020016,50.5,6.5,33.2,9.8
E00020017,27.9,5.1,56.5,10.5
E00020018,32.5,5.5,47.2,14.7
E00020019,52.1,3.4,31.6,12.8
E00020020,30.3,5.6,56.4,7.7
E00020021,32.5,11.9,43.7,11.9
E00020022,37.1,7.2,36.1,19.6
E00020023,36,6.3,41.4,16.2
E00020024,55,9.9,23.4,11.7
E00020025,39.1,6,41.7,13.2
E00020026,34.6,5.5,40.2,19.7
E00020027,23.9,4.4,63.5,8.2
E00020028,23.2,6.8,54.8,15.2
E00020029,41.1,4.5,45.5,8.9
E00020030,26.9,9.6,46.2,17.3
E00020031,56.7,5.6,22.2,15.6
E00020032,43.5,13,25.2,18.3
E00020034,43.2,7.2,38.4,11.2
E00020035,35.7,6.5,48.8,8.9
E00020037,28.9,7.1,60.3,3.8
E00020039,44,6.6,39.6,9.9
E00020040,37.8,7.8,47.2,7.2
E00020041,44.7,6.4,36.9,12.1
E00020043,34.2,8.1,45.6,12.1
E00020045,38.1,9.4,37.4,15.1
E00020046,42.6,8.9,38.5,10.1
E00020047,51.4,7.1,30,11.4
E00020048,32.6,7.2,47.1,13
E00020049,26.1,5.1,54.1,14.6
E00020050,55.4,7.7,26.2,10.8
E00020052,38.8,5.9,46.6,8.8
E00020053,44.2,17.5,22.5,15.8
E00020057,53.7,4.4,29.4,12.5
E00020059,48.5,13,17.2,21.3
E00020060,32.6,4.6,56.3,6.5
E00020061,53.6,10.8,16.7,18.9
E00020063,55.3,9.6,15.2,19.8
E00020064,50.2,9.7,27.8,12.2
E00020066,54.8,9.6,22.9,12.7
E00020067,50,6,27.5,16.5
E00020087,32.4,9,44.8,13.8
E00020088,41.8,9.7,32.8,15.7
E00020089,52.3,7.2,21.6,18.9
E00020090,35.7,5.7,52.9,5.7
E00020091,48.2,3.5,23.5,24.7
E00020092,50,8.3,21.7,20
E00020093,32.7,11.2,39.8,16.3
E00020206,48.2,6.4,32.7,12.7
E00020249,42.7,4.3,43.2,9.7
E00020250,34.1,4.5,40.8,20.7
E00020251,39.4,7.7,38,14.9
E00020252,42.9,7.7,34.1,15.4
E00020253,55.5,4.6,23.1,16.8
E00020254,42.2,9.4,36.7,11.7
E00020257,33.7,2,56.8,7.5
E00020259,16.3,3.9,74.4,5.4
E00020260,19.9,1.9,77,1.2
E00020261,18.6,2.6,75.3,3.6
E00020262,18.9,4.1,73,4.1
E00020263,42.5,6.2,41.6,9.7
E00020264,29.6,6.1,54.2,10.1
E00020266,37.1,6.1,51.8,5.1
E00020267,23.3,2.7,72.7,1.3
E00020268,18.1,1.6,78,2.4
E00020269,18.2,0.3,76.9,4.6
E00020270,20.8,2.4,72.9,3.9
E00020271,25.2,6.1,68.7,0
E00020273,42.1,3.6,40.7,13.6
E00020274,39.2,7.4,40.7,12.7
E00020275,40.4,5.7,45.6,8.3
E00020276,48.4,2.6,37.9,11.1
E00020277,49.7,3.9,40.5,5.9
E00020278,32.9,7.2,52.1,7.8
E00020280,49.6,6.8,32.3,11.3
E00020281,39.7,7.8,34.8,17.7
E00020282,52,7.3,26,14.7
E00020286,37.4,8.8,42.7,11.1
E00020287,49,6,33,12
E00020289,47.1,9.6,31.8,11.5
E00020290,28.8,4.3,63,3.8
E00020291,38.4,9.6,46.6,5.5
E00020292,25.6,8.8,60.9,4.7
E00020293,33.3,1.8,60.8,4.1
E00020294,40.6,7.8,29.7,21.9
E00020295,28.9,5.6,55,10.6
E00020296,46.7,8.7,30,14.7
E00020299,29.9,3.6,61.7,4.8
E00020300,46,18,21.3,14.7
E00020301,39.7,8.1,38.2,14
E00020302,28.9,4.9,54.2,12
E00020303,29.2,3.2,58.4,9.2
E00020304,36.5,11.5,39.1,12.8
E00020305,32.6,3.3,57.6,6.5
E00020307,25.8,1.8,67.1,5.3
E00020309,30.3,4.5,52,13.1
E00020310,25.4,3.1,63.1,8.5
E00020311,38.5,8.7,41.6,11.2
E00020312,39.6,7.4,48.3,4.7
E00020313,40.7,7.4,34.1,17.8
E00020314,33.8,6.3,49.4,10.6
E00020315,50.4,8.6,26.6,14.4
E00020317,39.8,15.4,32.5,12.2
E00020318,37.5,5.4,47.9,9.3
E00020319,40.4,8.8,30.1,20.6
E00020320,40.5,7.9,38.1,13.5
E00020321,45.1,9.7,20.4,24.8
E00020323,38.3,2.7,48.7,10.4
E00020324,51.5,6.7,25.4,16.4
E00020325,45.7,5.5,27.4,21.3
E00020326,42.5,7.5,34.4,15.6
E00020327,43.1,7.8,32.8,16.4
E00020328,40.1,11.3,30.3,18.3
E00020329,46,4.3,30.2,19.4
E00020330,23.6,4.7,66.2,5.4
E00020331,31.7,8.3,53.8,6.3
E00020332,37.4,13.7,37.4,11.5
E00020333,37.8,7,37.1,18.2
E00020334,28.8,4.5,56.4,10.3
E00020335,35.6,5.1,44.1,15.3
E00020336,42.7,8.2,38.6,10.5
E00020337,31.5,8.4,51.7,8.4
E00020338,45.6,7.1,32,15.4
E00020339,46.3,8.4,24.3,21
E00020340,48.4,9.3,28,14.3
E00020341,45.5,6.3,35.7,12.5
E00020342,38.6,5.3,42.1,14
E00020344,49.4,7.6,31.6,11.4
E00020345,38.7,4.6,44.5,12.1
E00020346,43.2,6.8,37.2,12.8
