areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00016399,26.8,35.1,25.6,12.5,0
E00016401,36.8,33,23.1,7.1,0
E00016406,29.5,34.4,26.2,9.8,0
E00016408,54.7,32,7,6.3,0
E00016435,35.7,32.1,25,6,1.2
E00016716,36.1,40.5,17.1,5.7,0.6
E00016717,33,42.5,21.7,1.9,0.9
E00016718,28.8,45.8,20.3,4.2,0.8
E00016719,34.5,40.1,18.3,7,0
E00016720,34.9,36.9,24.8,3.4,0
E00016721,29.6,41.7,20.4,7.4,0.9
E00016723,35,41.9,15.4,6.8,0.9
E00019811,48.8,32.3,14.2,3.9,0.8
E00019815,36,34.8,18,9,2.2
E00019816,36.9,34.2,21.6,7.2,0
E00019817,37,41.4,16.7,4.9,0
E00019818,61.3,28.8,9.8,0,0
E00019820,35,42.3,14.6,8.1,0
E00019822,42.4,39.7,16.3,1.6,0
E00019826,44.5,33.6,16.4,5.5,0
E00019830,39.4,28.9,19.7,10.6,1.4
E00019844,42.7,29.2,20.2,6.7,1.1
E00019926,49.6,29.9,17.3,2.4,0.8
E00019928,29.4,43.7,22.7,4.2,0
E00019930,26.9,36.6,31.3,5.2,0
E00019931,33.2,39.7,20.1,5.4,1.6
E00019933,37.1,35.8,19.5,7.5,0
E00019934,50.7,38.4,8.9,2.1,0
E00019935,50.8,32.5,10.2,6.6,0
E00019937,51,30,12,7,0
E00019947,30.7,35.8,28.5,3.6,1.5
E00019949,22.2,43.8,22.7,10.3,1.1
E00019950,32.1,38.5,22.4,5.8,1.3
E00019953,25.9,45.2,21.5,7.4,0
E00019955,27.3,34.3,25.3,13.1,0
E00019956,26.1,38,24.6,9.9,1.4
E00019957,36.7,32,23.7,5.9,1.8
E00019959,48.2,32.7,16.4,2.7,0
E00019963,20,44.5,27.7,7.7,0
E00019965,25,44.8,25,5.2,0
E00019971,53.3,23.8,18.1,4.8,0
E00019973,35.3,43.5,17.6,3.5,0
E00019976,22.4,53.3,19.6,4.7,0
E00019977,15.5,51.7,19,13.8,0
E00019981,24,51,19,5,1
E00019982,30.8,41.7,22.5,4.2,0.8
E00019984,27.4,44.3,22.6,5.7,0
E00019988,29.3,31.3,28.3,11.1,0
E00019990,26.3,40.4,26.3,6.1,1
E00019999,30.9,35.3,25,8.8,0
E00020000,18.4,39,33.8,8.8,0
E00020001,35.3,51.3,10.1,3.4,0
E00020002,60.3,26.1,12,1.6,0
E00020007,30.5,47.5,13.6,8.5,0
E00020008,56.3,25.9,11.9,5.2,0.7
E00020009,50,27,18.4,4.6,0
E00020010,75.6,20.6,3.1,0,0.6
E00020011,50.9,29.6,13.8,5.7,0
E00020013,46.2,36.4,11.8,5.6,0
E00020014,67.7,20.6,7.7,4,0
E00020015,41.6,30.4,20.8,6.4,0.8
E00020016,40.2,31.1,21.3,7.4,0
E00020017,50.2,30.5,12.1,6.7,0.4
E00020018,49.2,35.6,12.7,2.5,0
E00020019,29.4,33.3,28.6,7.9,0.8
E00020020,60.2,26.9,10.4,2.5,0
