areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00016399,16.8,31.7,39.5,12
E00016401,13.9,57.8,19.4,8.9
E00016406,21.1,44.7,21.1,13
E00016408,26.7,44.3,16.8,12.2
E00016435,22.6,44,23.8,9.5
E00016716,60.8,35.4,1.9,1.9
E00016717,69.8,25.5,0.9,3.8
E00016718,44.5,29.4,21,5
E00016719,43.7,29.6,19,7.7
E00016720,61.5,37.8,0.7,0
E00016721,30.8,32.7,28,8.4
E00016723,42.7,29.9,18.8,8.5
E00019811,22.6,61.3,13.7,2.4
E00019815,29.2,33.7,29.2,7.9
E00019816,31.6,36.8,26.3,5.3
E00019817,27.8,34,35.2,3.1
E00019818,33.7,52.1,10.4,3.7
E00019820,8.9,50.4,34.1,6.5
E00019822,41,30.1,15.8,13.1
E00019826,35.6,32.9,26.7,4.8
E00019830,44.4,28.2,19,8.5
E00019844,27.3,45.5,22.7,4.5
E00019926,25.8,46.1,21.1,7
E00019928,26.1,43.7,30.3,0
E00019930,6.7,47,36.6,9.7
E00019931,34.4,37.7,20.8,7.1
E00019933,34.6,17.6,38.4,9.4
E00019934,38.4,28.8,15.8,17.1
E00019935,25.9,42.6,16.8,14.7
E00019937,21.6,27.8,20.6,29.9
E00019947,43.1,32.8,21.2,2.9
E00019949,60.5,37.3,1.1,1.1
E00019950,30.2,27.7,32.7,9.4
E00019953,19.3,38.5,28.9,13.3
E00019955,44,28,27,1
E00019956,29.6,31.7,21.8,16.9
E00019957,17.9,30.4,43.5,8.3
E00019959,16.5,20.2,32.1,31.2
E00019963,49.4,27.3,17.5,5.8
E00019965,38.3,13,42.6,6.1
E00019971,46.2,34,16,3.8
E00019973,31.8,14.1,29.4,24.7
E00019976,32.7,36.4,18.7,12.1
E00019977,49.1,38.6,8.8,3.5
E00019981,2,54.5,38.6,5
E00019982,35.2,27.9,18.9,18
E00019984,11.9,10.1,30.3,47.7
E00019988,6.1,33.3,25.3,35.4
E00019990,2.9,51.5,25.2,20.4
E00019999,13.2,38.2,44.1,4.4
E00020000,64,32.4,3.6,0
E00020001,17.6,45.4,16.8,20.2
E00020002,20.3,41.7,20.3,17.6
E00020007,12.1,29.3,50,8.6
E00020008,53.7,35.8,10.4,0
E00020009,41.6,36.4,17.9,4
E00020010,17.1,62.7,19,1.3
E00020011,31.4,39,18.9,10.7
E00020013,42.6,40,15.9,1.5
E00020014,33.9,42.3,19.4,4.4
E00020015,32,32,28.8,7.2
E00020016,3.3,17.2,41.8,37.7
E00020017,31,46.9,21.8,0.4
E00020018,42.3,33.3,13,11.4
E00020019,50,23.4,18,8.6
E00020020,43.9,43.9,10.7,1.5
E00020021,66.9,25.5,6.9,0.7
E00020022,64,31.5,3.6,0.9
E00020023,40.2,20.5,35.2,4.1
E00020024,28.8,46.2,23.5,1.5
