areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00016399,17.4,34.3,48.3
E00016401,24,23,52.9
E00016406,13.6,29.3,57.1
E00016408,19.8,46.9,33.3
E00016435,14.4,24.1,61.5
E00016716,29.3,32,38.7
E00016717,22,53.7,24.4
E00016718,16.5,46.4,37.1
E00016719,15,42,43
E00016720,41.3,33.3,25.3
E00016721,15.2,38.1,46.7
E00016723,19.8,41.8,38.5
E00019811,23.5,39.5,37
E00019815,6.6,46.1,47.4
E00019816,10.3,51.3,38.5
E00019817,18.2,43.1,38.7
E00019818,24.1,44.4,31.5
E00019820,18,41,41
E00019822,32.5,33.3,34.2
E00019826,23.3,45.8,30.8
E00019830,12.5,53.6,33.9
E00019844,26.3,43.8,30
E00019926,26.6,31.9,41.5
E00019928,28.8,43.2,27.9
E00019930,23.9,38,38
E00019931,19.9,44.9,35.3
E00019933,16,43.1,41
E00019934,26.4,54.2,19.4
E00019935,18.9,45.1,36.1
E00019937,23.9,42.3,33.8
E00019947,23.7,36,40.4
E00019949,8.7,63.4,28
E00019950,26.2,38.3,35.5
E00019953,26.5,36.8,36.8
E00019955,24,44,32
E00019956,18.9,40.5,40.5
E00019957,21.1,38.4,40.5
E00019959,27,44.9,28.1
E00019963,32.4,25.2,42.3
E00019965,11.9,51.6,36.5
E00019971,24.6,52.3,23.1
E00019973,11.4,45.7,42.9
E00019976,12.7,54.8,32.5
E00019977,20,40,40
E00019981,16.2,37.5,46.3
E00019982,33.6,33.6,32.7
E00019984,14.2,30.6,55.2
E00019988,19.5,37.4,43.1
E00019990,19,31,50
E00019999,7.2,36.2,56.5
E00020000,18.4,46.9,34.7
E00020001,32,24.6,43.4
E00020002,17.9,26.9,55.2
E00020007,13.6,33.3,53
E00020008,39.4,27.5,33.1
E00020009,20.6,51.5,27.8
E00020010,29.3,48.8,22
E00020011,20.5,48.2,31.3
E00020013,14.4,41.4,44.1
E00020014,31.5,44.1,24.4
E00020015,16.2,42.3,41.4
E00020016,13.2,45.7,41.1
E00020017,19.5,39.6,40.9
E00020018,33.3,43.1,23.5
E00020019,21.7,45.8,32.5
E00020020,37.2,37.2,25.6
E00020021,7.3,23.3,69.4
E00020022,16.9,45.1,38
E00020023,9.8,54.1,36.1
E00020024,22.8,33.1,44.1
E00020025,10,47.1,42.9
E00020026,22,34.8,43.3
E00020027,19.5,70.7,9.8
E00020028,23.5,52.9,23.5
E00020029,6.4,49.5,44
E00020030,12,42.9,45.1
E00020031,27,34.8,38.2
E00020032,27.4,38.4,34.2
E00020034,16.7,47.8,35.6
E00020035,22.1,47.1,30.9
E00020037,28.6,36.7,34.7
E00020039,11.8,47.4,40.8
E00020040,24.5,38.2,37.3
E00020041,12.8,53.5,33.7
E00020043,15,45,40
E00020045,20.9,40.9,38.3
E00020046,16,50,34
E00020047,17.1,41,41.9
E00020048,23.3,37.8,38.9
E00020049,16.7,43.9,39.5
E00020050,32.6,42.4,25
E00020052,16.1,40.3,43.5
E00020053,25.4,40.7,33.9
E00020057,11.5,45.4,43.1
E00020059,17.2,50,32.8
E00020060,28.7,35.3,36
E00020061,26.1,31.3,42.5
E00020063,20.3,30.5,49.2
E00020064,22.9,44.1,33.1
E00020066,17,43.4,39.6
E00020067,21.2,40,38.8
E00020087,15.2,42.4,42.4
E00020088,11.7,47.7,40.5
E00020089,15.7,44.1,40.2
E00020090,8,66.7,25.3
E00020091,6.3,58.8,35
E00020092,12,59,28.9
E00020093,8.3,44.4,47.2
E00020206,21.7,30,48.3
E00020249,21.4,41.3,37.3
E00020250,9.4,55.1,35.5
E00020251,25,39.4,35.6
E00020252,15.4,38.2,46.3
E00020253,21.1,40.6,38.3
E00020254,9.3,45.8,44.9
E00020257,14.5,53.9,31.6
E00020259,21.1,55.3,23.7
E00020260,21.4,59.5,19
E00020261,20,60,20
E00020262,21.7,60.9,17.4
E00020263,20.2,49.4,30.3
E00020264,19.7,56.4,23.9
E00020266,22.5,43.8,33.7
E00020267,23.5,29.4,47.1
E00020268,19,66.7,14.3
E00020269,31.4,52.9,15.7
