areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00016399,53,40.4,5.4,1.2
E00016401,42.4,47.3,8.7,1.6
E00016406,56.9,38.2,3.3,1.6
E00016408,53.4,38.9,6.1,1.5
E00016435,57.7,33.3,8.9,0
E00016716,62.2,33.3,4.5,0
E00016717,59,33.3,7.6,0
E00016718,66.4,26.9,5.9,0.8
E00016719,60.6,31,7.7,0.7
E00016720,65.5,27.7,6.8,0
E00016721,64.2,26.4,8.5,0.9
E00016723,62.7,32.2,5.1,0
E00019811,69.3,29.1,1.6,0
E00019815,67.4,28.1,3.4,1.1
E00019816,64.3,28.7,4.3,2.6
E00019817,62.2,33.5,3.7,0.6
E00019818,76.1,23.3,0.6,0
E00019820,77.2,22,0.8,0
E00019822,76.9,19.9,2.2,1.1
E00019826,75.3,20.5,4.1,0
E00019830,65.5,31,2.8,0.7
E00019844,72.7,25,2.3,0
E00019926,67.2,32,0,0.8
E00019928,66.4,28.6,5,0
E00019930,62.7,29.9,6.7,0.7
E00019931,69.4,26.2,3.3,1.1
E00019933,60.4,37.7,1.9,0
E00019934,66,26.5,6.1,1.4
E00019935,57.1,36.9,4.5,1.5
E00019937,50.5,38.1,10.3,1
E00019947,65,32.8,2.2,0
E00019949,82.7,15.1,1.6,0.5
E00019950,66.5,31.6,1.3,0.6
E00019953,72.4,22.4,4.5,0.7
E00019955,78.2,19.8,1,1
E00019956,60.6,31,7,1.4
E00019957,65.9,28.7,4.2,1.2
E00019959,65.7,26.9,5.6,1.9
E00019963,81.9,16.1,1.9,0
E00019965,67.2,26.7,4.3,1.7
E00019971,68.9,27.4,3.8,0
E00019973,64.7,29.4,3.5,2.4
E00019976,57,38.3,3.7,0.9
E00019977,69,29.3,0,1.7
E00019981,55,38,7,0
E00019982,59.8,34.4,4.9,0.8
E00019984,53.8,36.8,9.4,0
E00019988,60.8,29.4,7.8,2
E00019990,56,36,6,2
E00019999,66.2,33.8,0,0
E00020000,67.9,29.9,2.2,0
E00020001,68.9,23.5,6.7,0.8
E00020002,71.2,23.4,5.4,0
E00020007,56.9,31,12.1,0
E00020008,86,14,0,0
E00020009,71.3,24.1,2.3,2.3
E00020010,80.1,19.9,0,0
E00020011,60.2,29.8,8.7,1.2
E00020013,71.8,21,6.7,0.5
E00020014,73.4,23,3.6,0
E00020015,59.1,33.9,5.5,1.6
E00020016,54.1,34.4,9.8,1.6
E00020017,65.1,31.5,2.1,1.3
E00020018,73.6,23.1,3.3,0
E00020019,72.4,22.8,4.7,0
E00020020,67.2,29.9,3,0
E00020021,70.1,29.9,0,0
E00020022,69.1,28.2,2.7,0
E00020023,63.4,30.1,4.9,1.6
E00020024,71,27.5,1.5,0
E00020025,63.7,32.3,3.2,0.8
E00020026,63.8,30.5,4.3,1.4
E00020027,60.7,39.3,0,0
E00020028,67.1,27.1,5.8,0
E00020029,71.6,26.1,2.2,0
E00020030,69.2,27.4,3.4,0
E00020031,77.8,20.3,2,0
E00020032,83.8,11.1,4.3,0.9
E00020034,81.5,14.3,3.4,0.8
E00020035,67.7,26.3,6,0
E00020037,75,23,2,0
E00020039,79,18.1,2.9,0
E00020040,71.8,23.9,3.5,0.7
E00020041,72.3,24.1,3.6,0
E00020043,74.4,23.2,2.4,0
E00020045,59.1,35.4,4.7,0.8
E00020046,66.9,33.1,0,0
E00020047,64.2,28.3,6.7,0.8
E00020048,67.9,27.5,3.8,0.8
E00020049,61.1,33.6,5.3,0
E00020050,69.2,24.2,5.8,0.8
E00020052,69.3,27.7,2.9,0
E00020053,74.4,19.8,5.8,0
E00020057,45,43.4,9.3,2.3
E00020059,64,28.7,6.2,1.1
