areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
W00005996,42.2,30.6,23.1,4.1,0
W00005997,39.6,29.5,27.3,3.6,0
W00005998,32.4,31.3,25.8,10.4,0
W00005999,49.2,29.8,17.7,3.2,0
W00006000,31,33,23,13,0
W00006001,43.3,31.5,18,7.3,0
W00006002,19.3,27.3,39.8,13.6,0
W00006003,48.1,24.5,23.6,3.8,0
W00006004,40.7,39.3,15.6,4.4,0
W00006005,41.2,43.3,12.4,3.1,0
W00006006,32.2,34.9,23.7,9.2,0
W00006007,39.7,38,16.5,5.8,0
W00006008,47.4,33.6,15.3,3.6,0
W00006009,33.3,34.8,26.8,4.3,0.7
W00006010,37.5,30.4,22.3,9.8,0
W00006011,38.1,33.6,21.6,6.7,0
W00006012,44,32.8,21.6,1.5,0
W00006013,40,36.7,18.3,5,0
W00006014,40.6,37.6,17.3,4.5,0
W00006015,41.4,32.9,21.4,4.3,0
W00006016,36.9,33.1,18.5,10,1.5
W00006017,35.5,33.1,24.2,7.3,0
W00006018,40.1,35.8,17.5,6.6,0
W00006019,37.3,41,18.7,3,0
W00006020,40.8,40.1,14.8,4.2,0
W00006021,20,26.4,33.6,18.4,1.6
W00006022,36.6,33.1,20.3,9.3,0.6
W00006023,39.4,33.3,18.9,8.3,0
W00006024,43.2,33.9,19.5,2.5,0.8
W00006025,38.4,35.6,19.9,6.2,0
W00006026,38,34.7,21.5,5.8,0
W00006028,32.6,31.2,27.7,8.5,0
W00006040,43.2,24.6,20.8,11.5,0
W00006041,24.1,29.8,33.3,12.8,0
W00006042,29.3,26.5,31.3,12.9,0
W00006043,32.9,30,28.6,7.9,0.7
W00006044,33.1,34.5,20.4,10.6,1.4
W00006045,31.1,25.8,31.8,11.4,0
W00006050,39.1,41.7,14.8,4.3,0
W00006051,43.9,34.5,18.2,3.4,0
W00006052,50.9,38.2,9.2,1.7,0
W00006053,40.2,34.8,16.7,8.3,0
W00006054,35,32.2,23.9,8.9,0
W00006055,35.5,28.5,26.7,8.1,1.2
W00006056,32.9,30.8,26.7,8.2,1.4
W00006057,36.9,39,18.4,5.7,0
W00006058,26.9,32.4,29.7,10.3,0.7
W00006059,20.8,27.7,40.8,10.8,0
W00006060,35.5,35.5,18.8,10.1,0
W00006061,35.2,36.8,20,8,0
W00006062,55.6,34.9,9.5,0,0
W00006063,42.4,36.4,21.2,0,0
W00006064,57.3,28.2,12.2,2.3,0
W00006065,47.3,28.4,16.9,7.4,0
W00006066,36.2,37.7,22.5,3.6,0
W00006067,31.4,34.3,29.3,5,0
W00006068,17.9,24.8,47,10.3,0
W00006069,46.4,31.3,17.9,4.5,0
W00006070,48.4,32.5,10.8,8.3,0
W00006071,31,33.6,23.9,11.5,0
W00006072,52.4,33.1,9,4.8,0.7
W00006073,42.9,38.3,18,0.8,0
W00006074,51.7,36.7,9.2,2.5,0
W00006075,35.3,38.7,20.7,5.3,0
W00006076,38.1,37.3,19,5.6,0
W00006077,41.5,31.5,19.2,7.7,0
W00006078,47.3,30,16.7,6,0
W00006079,45.4,40,13.1,1.5,0
W00006080,61.5,31.5,7,0,0
W00006081,36.3,36.3,22.3,3.8,1.3
W00006082,71.2,17.8,9.6,1.4,0
W00006083,46.3,33.3,15.4,4.9,0
W00006084,42.3,30.7,21.5,4.9,0.6
W00006085,43,33.1,19,5,0
W00006086,26,33.6,18.3,20.6,1.5
W00006087,34.1,29.5,29.5,7,0
W00006088,35.3,33.8,23.7,7.2,0
W00006089,47.1,28.4,16.8,7.7,0
W00006090,28.1,31.6,28.1,12.3,0
W00006091,22.8,30.4,37,9.8,0
W00006092,42.9,39.7,15.9,1.6,0
W00006093,45.7,41.4,9.5,2.6,0.9
W00006094,50.5,27.7,15.8,5.9,0
W00006095,64.3,25.9,9.1,0.7,0
W00006096,53.4,34.5,12.1,0,0
W00006097,59.9,28,9.9,2.2,0
W00006098,35.8,38,19.7,6.6,0
W00006150,30.8,33.3,28.2,7.7,0
W00006151,39.8,33.1,23.7,3.4,0
W00006152,46.2,31.6,16.2,5.1,0.9
W00006153,32,36,21.6,10.4,0
W00006154,34.7,28.8,26.3,9.3,0.8
W00006155,28.8,36.7,25.9,8.6,0
W00006156,27.2,43.2,24.8,3.2,1.6
W00006157,29.8,39.4,22.1,8.7,0
W00006158,38.6,39.6,18.8,3,0
W00006159,34.6,36.8,19.5,7.5,1.5
W00006160,53.1,32.2,9.8,4.9,0
W00006161,15.4,30.1,37.1,16.8,0.7
W00006162,29.3,34,26.5,10.2,0
W00006163,26.8,32.5,28.5,12.2,0
W00006164,30.8,39.8,23.3,6,0
W00006166,50.4,40.9,7.8,0.9,0
W00006167,57.4,30.2,10.9,1.6,0
W00006168,44.6,43.1,10.8,1.5,0
W00006169,55.8,33.3,10.1,0.8,0
W00006170,40.3,43.5,15.3,0.8,0
W00006172,37.3,36.4,20.3,4.2,1.7
W00006173,37.6,23.7,28.3,10.4,0
W00006194,46.2,35.3,15.1,3.4,0
W00006195,50.8,31.4,14.4,3.4,0
W00006196,50,25,19.5,4.7,0.8
W00006197,33.6,37.1,20,9.3,0
W00006198,41.8,35.2,18,4.9,0
W00006199,42.4,33.1,19.5,5.1,0
W00006200,31.6,34.6,23.5,10.3,0
W00006201,30.8,38.5,24.8,6,0
W00006202,27.5,40.4,23.9,6.4,1.8
W00006203,33.6,41.8,17.3,7.3,0
W00006204,45.1,35.3,18,1.5,0
W00006205,23.7,25.8,37.6,12.9,0
W00006206,50,32.1,14.3,3.6,0
W00006207,49.6,30.2,12.4,7.8,0
W00006208,46.1,31.3,12.2,10.4,0
W00006228,43.1,31.9,16.7,8.3,0
W00006319,33.3,30.5,22.7,13.5,0
W00006320,47.5,31.7,15.1,4.3,1.4
W00006321,33.6,25.4,29.1,11.2,0.7
W00006322,41.4,36.1,17.3,4.5,0.8
W00006323,42.6,30.5,21.3,5,0.7
W00006324,33.3,29,26.8,10.1,0.7
W00006325,41.8,33.6,19.2,5.5,0
W00006326,30.1,33,24.3,12.6,0
W00006327,21.6,34.4,24.8,19.2,0
W00006328,33.3,34.2,25.2,7.2,0
W00006329,25.4,39.7,23.8,11.1,0
W00006330,20,30,33.6,16.4,0
W00006331,20,34.8,31.3,13.9,0
W00006332,28.2,30.1,29.1,12.6,0
W00006333,32,41.6,20,6.4,0
