areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
W00005996,3.6,73.9,22.5
W00005997,12.7,58.2,29.1
W00005998,7,66.4,26.6
W00005999,11.7,66,22.3
W00006000,9.3,64,26.7
W00006001,6.5,56.1,37.4
W00006002,1.2,50.6,48.2
W00006003,5.6,73.3,21.1
W00006004,5.3,77.2,17.5
W00006005,9.3,73.3,17.3
W00006006,5.3,65.9,28.8
W00006007,2.3,70.1,27.6
W00006008,15,63.6,21.5
W00006009,4.3,57.3,38.5
W00006010,8,61.1,31
W00006011,8.8,61.8,29.4
W00006012,9.5,69.5,21
W00006013,8.8,64.9,26.3
W00006014,5.9,66.9,27.1
W00006015,10.8,66.9,22.3
W00006016,5.1,56.6,38.4
W00006017,8.5,61.5,29.9
W00006018,4.8,64.3,31
W00006019,8.5,65.9,25.6
W00006020,8.5,71.7,19.8
W00006021,7.5,59.2,33.3
W00006022,5.3,62.5,32.2
W00006023,19.5,52.5,28
W00006024,6.1,70.2,23.7
W00006025,8.8,59.6,31.6
W00006026,5.8,59.5,34.7
W00006028,8.8,63.2,28.1
W00006040,9.5,56.2,34.3
W00006041,7.7,37.4,54.8
W00006042,16.4,53.6,30
W00006043,7.6,56.3,36.1
W00006044,9.6,45.2,45.2
W00006045,6.4,46.1,47.5
W00006050,16.5,60,23.5
W00006051,13.4,62.5,24.1
W00006052,11.3,60.2,28.6
W00006053,17.4,53.9,28.7
W00006054,10.7,60,29.3
W00006055,4.5,70.1,25.5
W00006056,6.5,60.1,33.3
W00006057,3.9,55.5,40.6
W00006058,7,57.4,35.7
W00006059,9.2,55.6,35.2
W00006060,14.8,68.8,16.4
W00006061,4.4,68.1,27.4
W00006062,10.7,66,23.3
W00006063,2.7,84.8,12.5
W00006064,13.5,70.8,15.6
W00006065,13.5,61.5,25
W00006066,6,69.9,24.1
W00006067,10.1,62.8,27.1
W00006068,3.5,71.1,25.4
W00006069,8.1,69.7,22.2
W00006070,6.4,75.6,17.9
W00006071,7,68.4,24.6
W00006072,7.4,71.3,21.3
W00006073,3.8,70.8,25.4
W00006074,8.2,73.8,18
W00006075,6.3,55.6,38.1
W00006076,8.7,56.5,34.8
W00006077,4.9,66,29.1
W00006078,4.7,70.1,25.2
W00006079,5.9,82.4,11.8
W00006080,15,66,19
W00006081,7.6,67.6,24.8
W00006082,16.7,64.6,18.8
W00006083,7.7,72.5,19.8
W00006084,6.5,63.3,30.2
W00006085,5.1,73.2,21.7
W00006086,6.9,61.1,32.1
W00006087,7.5,57.2,35.2
W00006088,10.4,54.8,34.8
W00006089,12.2,58.8,29.1
W00006090,5,65,30
W00006091,7.4,62.8,29.8
W00006092,7.1,67.7,25.3
W00006093,9.5,76.7,13.8
