areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
W00005996,88.3,4.7,1.9,5
W00005997,90.5,2.8,2.8,3.9
W00005998,91,1.9,2.9,4.2
W00005999,90.8,3.4,2.7,3.1
W00006000,89.6,4.1,1.6,4.7
W00006001,89.8,5.2,1.4,3.6
W00006002,86.6,1.5,6,6
W00006003,82.6,7.2,1.7,8.5
W00006004,89.5,4.5,1.5,4.5
W00006005,89.4,3.8,3.4,3.4
W00006006,87.9,7.3,0.7,4
W00006007,84.2,6.1,3.2,6.5
W00006008,86.2,5.3,3,5.6
W00006009,87,3,3.3,6.7
W00006010,90.4,2.9,3.8,2.9
W00006011,91.2,1.1,4.6,3.1
W00006012,89.1,3.7,2.7,4.4
W00006013,84.3,5.9,2.4,7.5
W00006014,89.2,3.5,4.1,3.2
W00006015,86.3,5.2,2.9,5.5
W00006016,87.6,3.2,5.2,4
W00006017,93.2,1.2,1.6,4
W00006018,88.8,2.2,3.2,5.8
W00006019,89.1,5,2.6,3.3
W00006020,89.5,4.6,1.4,4.6
W00006021,94.1,2.1,1.1,2.7
W00006022,89,3.1,3.9,3.9
W00006023,85.5,6.2,4.3,4
W00006024,87,4.5,4.1,4.5
W00006025,87.7,3.4,2.5,6.5
W00006026,85.2,4.4,2.8,7.6
W00006028,92.2,2.3,1.9,3.5
W00006040,87.4,5.3,1.9,5.5
W00006041,88.1,1.4,5.3,5.3
W00006042,88.7,3.9,2.9,4.5
W00006043,84.5,2.9,5.8,6.8
W00006044,89.6,2.6,2.9,4.9
W00006045,89.2,1.3,4.1,5.4
W00006050,89.4,3.4,2.1,5.1
W00006051,85.5,6.8,4.3,3.4
W00006052,93.5,3.2,2.1,1.2
W00006053,86.6,4.2,2.3,6.9
W00006054,86.3,4.8,2.9,6
W00006055,87.2,3.9,2.6,6.3
W00006056,89.5,4.5,2.4,3.5
W00006057,90.1,3.6,2.3,4
W00006058,88.6,2.4,4.5,4.5
W00006059,86.4,3,3,7.7
W00006060,90,2.2,2.2,5.6
W00006061,87.5,4.5,3.8,4.2
W00006062,90.6,6.8,1.3,1.3
W00006063,84.7,7.5,2,5.9
W00006064,84.2,7.4,2.1,6.3
W00006065,91.2,2.8,2.8,3.2
W00006066,85.8,5.5,3.9,4.8
W00006067,86.6,5.3,3.3,4.9
W00006068,88,1.6,4.9,5.4
W00006069,88.4,4.9,2.6,4.1
W00006070,84.1,5.4,5.4,5.1
W00006071,85.3,4.5,4.9,5.4
W00006072,88.7,4.7,2.2,4.4
W00006073,86.8,4.8,3.2,5.2
W00006074,84.5,7.1,2.8,5.6
W00006075,88.1,5.3,2.1,4.6
W00006076,89.1,4.6,3.9,2.5
W00006077,89.5,2.6,3,4.9
W00006078,84.9,6,3.1,6
W00006079,89.6,4.6,3.2,2.5
W00006080,88.6,8,1.9,1.4
W00006081,87.8,5.5,2.3,4.4
W00006082,88.8,6,3,2.2
W00006083,87.4,4.3,2,6.3
