areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
W00005996,4.1,9.6,65.8,20.5
W00005997,3.5,23.9,60.6,12
W00005998,21.4,45.1,30.2,3.3
W00005999,0.8,19.4,69.4,10.5
W00006000,7,34,53,6
W00006001,2.8,37.6,48.3,11.2
W00006002,22.7,51.1,22.7,3.4
W00006003,1.9,11.3,72.6,14.2
W00006004,2.2,15.4,72.8,9.6
W00006005,2.1,12.5,69.8,15.6
W00006006,25,20.4,43.4,11.2
W00006007,1.7,28.6,60.5,9.2
W00006008,2.9,21.9,56.2,19
W00006009,2.2,38.4,48.6,10.9
W00006010,15.2,31.3,44.6,8.9
W00006011,5.3,41.7,40.9,12.1
W00006012,0,10.9,73.7,15.3
W00006013,0,21,64.7,14.3
W00006014,0.8,11.5,79.4,8.4
W00006015,2.9,20.1,61.2,15.8
W00006016,3.9,36.7,55.5,3.9
W00006017,8.9,29.8,54.8,6.5
W00006018,2.2,25,69.1,3.7
W00006019,4.5,12.8,66.9,15.8
W00006020,2.8,17.7,69.5,9.9
W00006021,52,24,14.4,9.6
W00006022,2.9,30.2,54.1,12.8
W00006023,10.6,28.8,48.5,12.1
W00006024,2.5,19,62,16.5
W00006025,5.5,11.6,66.4,16.4
W00006026,0,25.6,66.9,7.4
W00006028,15.6,43.3,35.5,5.7
W00006040,1.6,22.3,68.5,7.6
W00006041,1.4,4.3,92.9,1.4
W00006042,4.1,16.9,75,4.1
W00006043,1.4,18.7,74.8,5
W00006044,2.8,18.1,69.4,9.7
W00006045,0,26.9,73.1,0
W00006050,3.5,21.9,68.4,6.1
W00006051,0,21.6,58.8,19.6
W00006052,12.6,18.9,38.3,30.3
W00006053,3.8,27.1,64.7,4.5
W00006054,20,40,33.3,6.7
W00006055,17.9,42.8,32.9,6.4
W00006056,11,46.2,35.2,7.6
W00006057,2.9,47.1,43.6,6.4
W00006058,13.5,41.2,34.5,10.8
W00006059,17.2,42.2,34.4,6.3
W00006060,2.1,42.1,47.1,8.6
W00006061,4.8,34.4,51.2,9.6
W00006062,0.8,4,58.9,36.3
W00006063,1.7,14.7,61.2,22.4
W00006064,0,15.5,35.7,48.8
W00006065,27.5,14.8,34.2,23.5
W00006066,0,21,63.8,15.2
W00006067,22.1,35,34.3,8.6
W00006068,31.1,34.5,32.8,1.7
W00006069,0,13.7,76.1,10.3
W00006070,8.8,17,41.5,32.7
W00006071,1.8,30.1,51.3,16.8
W00006072,2,22.4,42.9,32.7
W00006073,0,18.7,60.4,20.9
W00006074,0.8,28.8,44.9,25.4
W00006075,12.5,34.9,44.7,7.9
W00006076,2.4,14.5,70.2,12.9
W00006077,3.1,39.5,41.9,15.5
W00006078,6.7,24.2,51,18.1
W00006079,0,9.3,71.3,19.4
W00006080,0.7,20.4,26.1,52.8
W00006081,3.8,24.7,51.3,20.3
W00006082,0,9,37.5,53.5
W00006083,1.7,31.7,52.5,14.2
W00006084,6,45.8,41.1,7.1
W00006085,3.3,53.7,31.4,11.6
W00006086,21.2,43.9,31.8,3
W00006087,0,7.1,83.5,9.4
W00006088,6.4,55,33.6,5
W00006089,15.4,9.6,39.9,35.1
W00006090,23.9,35,41,0
W00006091,4.4,58.2,34.1,3.3
W00006092,0,11.4,78.9,9.8
W00006093,0.9,14.7,62.9,21.6
W00006094,1,21.8,68.3,8.9
W00006095,0,4.9,42.3,52.8
W00006096,0,0.8,63.9,35.3
W00006097,0,7.1,44.8,48.1
W00006098,2.9,37.2,49.6,10.2
W00006150,2.5,28.6,66.4,2.5
W00006151,1.7,24.8,67.5,6
W00006152,0,24.6,56.8,18.6
W00006153,7.1,15.1,65.9,11.9
W00006154,2.5,21,71.4,5
W00006155,3.6,30.7,57.1,8.6
W00006156,0,15.3,71,13.7
W00006157,1.9,25,67.3,5.8
W00006158,2,22.5,65.7,9.8
W00006159,1.5,19.1,66.9,12.5
W00006160,3.5,25.4,52.8,18.3
W00006161,25.2,53.1,20.3,1.4
W00006162,4.8,23.1,49.7,22.4
W00006163,0.8,0,95.2,4
W00006164,5.3,29.3,54.1,11.3
W00006166,0,14,68.4,17.5
W00006167,0,13.2,70.5,16.3
W00006168,1.5,24.6,56.2,17.7
W00006169,0,11.6,65.9,22.5
W00006170,0,26.6,69.4,4
W00006172,11.2,28.4,44.8,15.5
W00006173,0.6,15.2,71.3,12.9
W00006194,0.8,16.1,72.9,10.2
W00006195,0.8,16.1,66.9,16.1
W00006196,5.5,27.3,59.4,7.8
W00006197,3.6,30.7,57.9,7.9
W00006198,0.8,21.3,70.5,7.4
W00006199,0,25,71.6,3.4
W00006200,1.5,70.4,23,5.2
W00006201,6,23.1,56.4,14.5
W00006202,6.4,50.5,34.9,8.3
W00006203,0,10.9,72.7,16.4
W00006204,2.3,10.7,71,16
W00006205,28.3,47.8,22.8,1.1
W00006206,1.4,19.1,63.1,16.3
W00006207,7.1,25.2,52.8,15
W00006208,3.5,36.5,48.7,11.3
W00006228,0,22,58.9,19.1
W00006319,7.9,24.5,57.6,10.1
