areacd,country_of_birth_3a-001,country_of_birth_3a-002
W00005996,98.2,1.8
W00005997,94.4,5.6
W00005998,97.3,2.7
W00005999,98,2
W00006000,95.2,4.8
W00006001,96.4,3.6
W00006002,99.3,0.7
W00006003,97.3,2.7
W00006004,95.8,4.2
W00006005,98.2,1.8
W00006006,95.4,4.6
W00006007,95,5
W00006008,96.4,3.6
W00006009,95.6,4.4
W00006010,89.7,10.3
W00006011,94,6
W00006012,98.7,1.3
W00006013,99.3,0.7
W00006014,97.4,2.6
W00006015,98.8,1.2
W00006016,96.7,3.3
W00006017,99.3,0.7
W00006018,96.3,3.7
W00006019,98.8,1.2
W00006020,100,0
W00006021,98.5,1.5
W00006022,96.3,3.7
W00006023,96.6,3.4
W00006024,97.3,2.7
W00006025,99.1,0.9
W00006026,98.9,1.1
W00006028,92,8
W00006040,96.7,3.3
W00006041,96.3,3.7
W00006042,96,4
W00006043,99.1,0.9
W00006044,95.5,4.5
W00006045,99.1,0.9
W00006050,96.1,3.9
W00006051,97.9,2.1
W00006052,95.4,4.6
W00006053,94.3,5.7
W00006054,90.3,9.7
W00006055,92.1,7.9
W00006056,96.7,3.3
W00006057,98.7,1.3
W00006058,90.1,9.9
W00006059,97.3,2.7
W00006060,99,1
W00006061,95.4,4.6
W00006062,94.7,5.3
W00006063,96.9,3.1
W00006064,98.6,1.4
W00006065,97.3,2.7
W00006066,97.8,2.2
W00006067,92.5,7.5
W00006068,98.5,1.5
W00006069,98.6,1.4
W00006070,96.6,3.4
W00006071,93.7,6.3
W00006072,97.6,2.4
W00006073,95,5
W00006074,97.7,2.3
W00006075,97.3,2.7
W00006076,96.2,3.8
W00006077,94,6
W00006078,97.3,2.7
W00006079,98.6,1.4
W00006080,99.2,0.8
W00006081,98.6,1.4
W00006082,98.2,1.8
W00006083,96.6,3.4
W00006084,97,3
W00006085,99,1
W00006086,98.7,1.3
W00006087,96.6,3.4
W00006088,95.4,4.6
W00006089,98.5,1.5
W00006090,99.5,0.5
W00006091,96.2,3.8
W00006092,97.6,2.4
W00006093,97.4,2.6
W00006094,97.5,2.5
W00006095,98.7,1.3
W00006096,99.2,0.8
W00006097,98.7,1.3
W00006098,99.6,0.4
W00006150,84,16
W00006151,93.3,6.7
W00006152,96.6,3.4
W00006153,98.2,1.8
W00006154,97.4,2.6
W00006155,98.4,1.6
W00006156,98.9,1.1
W00006157,92,8
W00006158,92.1,7.9
W00006159,93.9,6.1
W00006160,97.2,2.8
W00006161,89.2,10.8
W00006162,96.6,3.4
W00006163,97,3
W00006164,98.2,1.8
W00006166,99.2,0.8
W00006167,98,2
W00006168,95,5
W00006169,99.3,0.7
W00006170,97.1,2.9
W00006172,98.4,1.6
W00006173,96.6,3.4
W00006194,99.6,0.4
W00006195,99.6,0.4
W00006196,96.6,3.4
W00006197,98.8,1.2
W00006198,98.6,1.4
W00006199,96.3,3.7
W00006200,98.4,1.6
W00006201,98.8,1.2
W00006202,94.1,5.9
W00006203,97.6,2.4
W00006204,99.7,0.3
W00006205,98.2,1.8
W00006206,99.7,0.3
W00006207,98.9,1.1
W00006208,95.9,4.1
W00006228,96.9,3.1
W00006319,98.1,1.9
W00006320,98.5,1.5
W00006321,97.7,2.3
W00006322,95.9,4.1
W00006323,97.3,2.7
W00006324,99.4,0.6
W00006325,97.9,2.1
W00006326,98.7,1.3
W00006327,99.3,0.7
W00006328,99.2,0.8
W00006329,99.6,0.4
W00006330,98.2,1.8
W00006331,92.3,7.7
W00006332,95.8,4.2
W00006333,99.3,0.7
W00006334,96.1,3.9
W00006335,98.9,1.1
W00006336,98.9,1.1
W00006337,97.4,2.6
W00006338,97.6,2.4
W00006339,98,2
W00006340,97.8,2.2
W00006341,96,4
W00006342,97.2,2.8
W00006343,98.4,1.6
W00006344,98,2
W00006345,98.7,1.3
W00006346,96.9,3.1
W00006347,97.6,2.4
W00006348,98.1,1.9
W00006349,99.4,0.6
W00006350,95.5,4.5
W00006351,99.1,0.9
W00006352,98.5,1.5
W00006353,98.9,1.1
W00006354,99.2,0.8
W00006355,97.8,2.2
W00006356,97.2,2.8
W00006357,91.8,8.2
W00006358,96.4,3.6
W00006359,94.9,5.1
W00006360,96.5,3.5
W00006361,97,3
W00006362,97.1,2.9
W00006363,96.4,3.6
W00006364,97.5,2.5
W00006365,97.4,2.6
W00006366,96.3,3.7
W00006367,97.3,2.7
W00006368,97,3
W00006369,93.2,6.8
W00006370,97.1,2.9
W00006371,98.7,1.3
W00006372,92.9,7.1
W00006373,98.7,1.3
W00006374,93.1,6.9
W00006375,94.9,5.1
W00006376,97.3,2.7
W00006377,98.1,1.9
W00006378,98.5,1.5
W00006379,97.3,2.7
W00006380,96.7,3.3
W00006381,99.7,0.3
W00006382,99.7,0.3
W00006383,97.7,2.3
W00006384,99.7,0.3
W00006385,99.3,0.7
W00006386,99.4,0.6
W00006387,99.3,0.7
W00006388,97.5,2.5
W00006389,99,1
W00006390,95,5
W00006391,94.2,5.8
W00006392,96.9,3.1
W00006393,94.3,5.7
W00006394,99.7,0.3
W00006395,97.8,2.2
W00006396,97.5,2.5
W00006397,95.3,4.7
W00006398,99.7,0.3
W00006399,96.9,3.1
W00006464,98.6,1.4
W00006465,98.4,1.6
W00006550,98.9,1.1
W00006551,98.4,1.6
W00006552,98.2,1.8
W00006553,87.5,12.5
W00006554,98.7,1.3
W00006555,96.6,3.4
W00006556,99,1
W00006557,98.9,1.1
W00006558,98.8,1.2
W00006559,98.8,1.2
W00006560,93.5,6.5
W00006561,94,6
W00006609,98.8,1.2
W00006610,97.9,2.1
W00006611,98.4,1.6
W00006612,96.5,3.5
W00006613,99.2,0.8
W00006614,99.2,0.8
W00006615,96.8,3.2
W00006616,98.1,1.9
W00006617,98.7,1.3
W00006618,96.9,3.1
W00006619,97,3
W00006620,99.1,0.9
W00006621,99.4,0.6
W00006654,97.9,2.1
W00006656,96.7,3.3
W00006657,99.7,0.3
W00006658,96.1,3.9
W00006660,99.3,0.7
W00006665,99.5,0.5
W00006669,95.6,4.4
W00006671,96.1,3.9
W00006672,98.6,1.4
W00006673,100,0
W00006674,100,0
W00006675,94.8,5.2
W00006676,96.1,3.9
W00006677,96.6,3.4
W00006678,97.7,2.3
W00006679,94.9,5.1
W00006680,97.3,2.7
W00006681,97.9,2.1
W00006682,95.4,4.6
W00006683,95,5
W00006684,96.3,3.7
W00006685,99.5,0.5
W00006686,96.3,3.7
W00006687,84.8,15.2
W00006688,97.2,2.8
W00006689,98.8,1.2
W00006690,93.7,6.3
W00006691,96.4,3.6
W00006692,94.8,5.2
W00006693,98.2,1.8
W00006694,97.8,2.2
W00006695,97,3
W00006696,99.4,0.6
W00006709,96.7,3.3
W00006710,95.8,4.2
W00006711,94.5,5.5
W00006712,97,3
W00006713,98.8,1.2
W00006714,97.2,2.8
W00006715,94.3,5.7
W00006716,97.4,2.6
W00006717,97.6,2.4
W00006718,98.6,1.4
W00006719,99.6,0.4
W00006720,96.7,3.3
W00006722,97.5,2.5
W00006723,95.9,4.1
W00006724,96.5,3.5
W00006727,98.1,1.9
W00006728,96.8,3.2
W00006729,99.7,0.3
W00006730,98.1,1.9
W00006731,94.8,5.2
W00006732,94.4,5.6
W00006733,98.8,1.2
W00006734,98,2
W00006735,97.5,2.5
W00006736,97.6,2.4
W00006737,97.2,2.8
W00006738,98.2,1.8
W00006739,99.4,0.6
W00006740,99.2,0.8
W00006741,97.4,2.6
W00006742,99.4,0.6
W00006743,96.9,3.1
W00006744,98.5,1.5
W00006745,97.9,2.1
W00006746,98.3,1.7
W00006747,94.7,5.3
W00006748,97.8,2.2
W00006749,99.7,0.3
W00006750,98.4,1.6
W00006751,100,0
W00006752,98.3,1.7
W00006753,99.6,0.4
W00006754,96.1,3.9
W00006755,94.4,5.6
W00006827,97.3,2.7
W00006828,98.6,1.4
W00006829,98.4,1.6
W00006830,98.1,1.9
W00006831,94.5,5.5
W00006834,98.3,1.7
W00006835,93,7
W00006836,99.4,0.6
W00006837,98.8,1.2
W00006839,95.5,4.5
W00006872,95.1,4.9
W00006873,95.8,4.2
W00006874,98.1,1.9
W00006875,94.2,5.8
W00006876,96.2,3.8
W00006877,98.6,1.4
W00006878,87.2,12.8
W00006879,98.9,1.1
W00006880,95.6,4.4
W00006881,96.3,3.7
W00006882,97.7,2.3
W00006883,97.4,2.6
W00006884,99.3,0.7
W00006885,97.7,2.3
W00006886,99,1
W00006887,98.9,1.1
W00006888,94.9,5.1
W00010269,96.3,3.7
W00010271,94,6
W00010300,91.8,8.2
W00010304,96.8,3.2
W00010305,97.4,2.6
W00010310,97,3
