areacd,heating_type_3a-001,heating_type_3a-002
W00005996,0,100
W00005997,2.9,97.1
W00005998,0,100
W00005999,0.8,99.2
W00006000,0,100
W00006001,2.3,97.7
W00006002,0,100
W00006003,0,100
W00006004,0,100
W00006005,2.1,97.9
W00006006,0,100
W00006007,3.4,96.6
W00006008,2.2,97.8
W00006009,0.7,99.3
W00006010,2.7,97.3
W00006011,3,97
W00006012,0,100
W00006013,1.7,98.3
W00006014,0,100
W00006015,2.2,97.8
W00006016,1.5,98.5
W00006017,1.6,98.4
W00006018,0,100
W00006019,1.5,98.5
W00006020,0,100
W00006021,3.2,96.8
W00006022,1.7,98.3
W00006023,0,100
W00006024,0,100
W00006025,1.4,98.6
W00006026,0,100
W00006028,0.7,99.3
W00006040,0.5,99.5
W00006041,2.1,97.9
W00006042,0.7,99.3
W00006043,0,100
W00006044,1.4,98.6
W00006045,0,100
W00006050,0.9,99.1
W00006051,0,100
W00006052,1.1,98.9
W00006053,0.8,99.2
W00006054,0,100
W00006055,0.6,99.4
W00006056,2.1,97.9
W00006057,0,100
W00006058,2.7,97.3
W00006059,0.8,99.2
W00006060,0,100
W00006061,0.8,99.2
W00006062,0,100
W00006063,0.9,99.1
W00006064,0.8,99.2
W00006065,0,100
W00006066,0,100
W00006067,0.7,99.3
W00006068,0,100
W00006069,0.9,99.1
W00006070,1.9,98.1
W00006071,0.9,99.1
W00006072,1.4,98.6
W00006073,1.5,98.5
W00006074,0,100
W00006075,2.7,97.3
W00006076,0,100
W00006077,0.8,99.2
W00006078,2,98
W00006079,0,100
W00006080,0.7,99.3
W00006081,1.9,98.1
W00006082,0,100
W00006083,0.8,99.2
W00006084,0,100
W00006085,1.6,98.4
W00006086,0.8,99.2
W00006087,0,100
W00006088,1.4,98.6
W00006089,0.5,99.5
W00006090,0,100
W00006091,0,100
W00006092,0.8,99.2
W00006093,0.9,99.1
W00006094,1,99
W00006095,0,100
W00006096,1.7,98.3
W00006097,0,100
W00006098,0.7,99.3
W00006150,0,100
W00006151,1.7,98.3
W00006152,0.8,99.2
W00006153,0,100
W00006154,0.8,99.2
W00006155,0.7,99.3
W00006156,3.2,96.8
W00006157,0,100
W00006158,1,99
W00006159,0,100
W00006160,0,100
W00006161,0.7,99.3
W00006162,0.7,99.3
W00006163,1.6,98.4
W00006164,2.3,97.7
W00006166,1.7,98.3
W00006167,0,100
W00006168,0,100
W00006169,0,100
W00006170,1.6,98.4
W00006172,0.9,99.1
W00006173,0.6,99.4
W00006194,1.7,98.3
W00006195,0,100
W00006196,0,100
W00006197,0,100
W00006198,1.6,98.4
W00006199,1.7,98.3
W00006200,0.7,99.3
W00006201,3.4,96.6
W00006202,3.6,96.4
W00006203,0,100
W00006204,0,100
W00006205,0,100
W00006206,1.4,98.6
W00006207,0,100
W00006208,1.7,98.3
W00006228,0,100
W00006319,0.7,99.3
W00006320,1.4,98.6
W00006321,0,100
W00006322,1.5,98.5
W00006323,0,100
W00006324,0,100
W00006325,0.7,99.3
W00006326,1,99
W00006327,0.8,99.2
W00006328,0,100
W00006329,0,100
W00006330,0.9,99.1
W00006331,1.7,98.3
W00006332,0,100
W00006333,0.8,99.2
W00006334,0,100
W00006335,1.6,98.4
W00006336,2.6,97.4
W00006337,0,100
W00006338,0.7,99.3
W00006339,0,100
W00006340,0,100
W00006341,0.4,99.6
W00006342,0,100
W00006343,0.7,99.3
W00006344,0.9,99.1
W00006345,0,100
W00006346,0,100
W00006347,1.3,98.7
W00006348,0,100
W00006349,0,100
W00006350,0.8,99.2
W00006351,1.6,98.4
W00006352,0,100
W00006353,0.8,99.2
W00006354,0,100
W00006355,1.3,98.7
W00006356,0,100
W00006357,0.8,99.2
W00006358,3.4,96.6
W00006359,0.9,99.1
W00006360,0.8,99.2
W00006361,1.5,98.5
W00006362,1.6,98.4
W00006363,0,100
W00006364,0,100
W00006365,0,100
W00006366,0.8,99.2
W00006367,0.8,99.2
W00006368,0.9,99.1
W00006369,0,100
W00006370,1.6,98.4
W00006371,0,100
W00006372,0.8,99.2
W00006373,0,100
W00006374,2.3,97.7
W00006375,0,100
W00006376,0,100
W00006377,0.9,99.1
W00006378,1.5,98.5
W00006379,1.7,98.3
W00006380,1.6,98.4
W00006381,0.8,99.2
W00006382,0,100
W00006383,0,100
W00006384,0.7,99.3
W00006385,2.4,97.6
W00006386,0.7,99.3
W00006387,1.6,98.4
W00006388,4.2,95.8
W00006389,0.8,99.2
W00006390,0.7,99.3
W00006391,0.8,99.2
W00006392,0,100
W00006393,1.5,98.5
W00006394,1.6,98.4
W00006395,0,100
W00006396,0,100
W00006397,2.1,97.9
W00006398,1.5,98.5
W00006399,3,97
W00006464,0,100
W00006465,1.6,98.4
W00006550,1.7,98.3
W00006551,1.2,98.8
W00006552,0,100
W00006553,1.9,98.1
W00006554,0,100
W00006555,1.7,98.3
W00006556,0.8,99.2
W00006557,2.4,97.6
W00006558,0,100
W00006559,0,100
W00006560,3,97
W00006561,2.5,97.5
W00006609,2.2,97.8
