areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00037885,93.7,3.7,2.6
E00037887,95.9,2.3,1.8
E00037888,93.5,4.1,2.4
E00037901,94.1,3.4,2.5
E00037902,94,4.8,1.3
E00037903,88.4,10.1,1.6
E00037904,89.1,6.8,4.2
E00037910,99,1,0
E00037920,92.8,6.4,0.8
E00037979,87.5,10,2.5
E00037980,95.1,3.6,1.3
E00037981,96.2,3.2,0.6
E00037982,83.4,13.6,3
E00037983,95.9,3.7,0.4
E00037984,94.2,4.8,1
E00037985,89.2,6.7,4.1
E00037986,93.9,4.5,1.7
E00037987,96.3,3,0.7
E00037988,95.4,4,0.6
E00037989,88.4,8.4,3.3
E00037990,84.1,12.8,3.1
E00037991,91.3,5.6,3.1
E00037992,83.6,12.5,3.8
E00037993,71.9,20.7,7.4
E00037994,85,9.5,5.5
E00037995,90.1,6.8,3.1
E00037996,93.8,5,1.2
E00037997,85.4,12.6,2
E00037998,91.6,7.2,1.3
E00037999,88.5,8.1,3.4
E00038000,83.4,13.9,2.7
E00038001,90.2,7.2,2.6
E00038002,96.6,2.2,1.1
E00038003,95.9,4.1,0
E00038004,87.9,11.1,0.9
E00038006,89.3,7.9,2.8
E00038007,94,3.2,2.8
E00038008,100,0,0
E00038009,97.9,1.7,0.4
E00038010,99.1,0.9,0
E00038011,97.1,2.3,0.6
E00038012,98.6,1.4,0
E00038013,95.8,4,0.3
E00038014,95.9,2.9,1.2
E00038015,91.2,8.5,0.3
E00038016,76.6,19,4.3
E00038017,84.6,11.8,3.6
E00038018,86.3,11.5,2.2
E00038019,81.6,14.9,3.5
E00038020,83,13.5,3.5
E00038021,87.9,9.2,2.9
E00038022,91.6,5.8,2.6
E00038023,93.9,3.2,2.9
E00038024,76.2,16.5,7.3
E00038063,93.1,5.7,1.2
E00038064,87.8,9.5,2.7
E00038082,91.8,7.2,1
E00038084,84.1,10.6,5.3
E00038086,92.1,6.6,1.3
E00038087,99.7,0.3,0
E00038088,98.6,1.4,0
E00038089,97.3,1.6,1.2
E00038090,85.8,12,2.2
E00038091,88.8,9.3,1.9
E00038092,97.9,1.4,0.7
E00038093,88.5,10.1,1.4
E00038094,90.6,8.6,0.8
E00038095,76.4,18.4,5.2
E00038096,95.1,4.5,0.4
E00038102,97.7,0.5,1.8
E00038103,95.9,3.2,0.9
